onset	duration	Experiment - R1BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
261,548	2	22MN_415012	58	## ##### #### ####	77	261548	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
264,577	2	22MN_415012	59	Sie ist die Ehrlichkeit in Person	33	264577	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
267,611	2	22MN_415012	60	Sie veranstalten eine Party fÙr ihn	66	267611	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
272,644	2	22MN_415012	61	## ### #### ###### ### ### ########## ##	77	272644	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
275,683	2	22MN_415012	62	## #### #### #######	77	275683	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
278,718	2	22MN_415012	63	Sie wird herzlich begrÙ¤t	66	278718	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
282,752	2	22MN_415012	64	Sie lacht Ùber den Scherz	66	282752	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
287,78	2	22MN_415012	65	Weinte sie vor Trauer?	88	287780	Nein	1981	906	22	4	9	9	9	9	9	9	9	9	correct
293,826	2	22MN_415012	66	Sie ist nun ruhig	55	293826	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
300,854	2	22MN_415012	67	### ####### #### ###	77	300854	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
304,884	2	22MN_415012	68	## ### #### ###### ### ### ### ####### ########	77	304884	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
307,912	2	22MN_415012	69	## ## ##########	77	307912	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
312,946	2	22MN_415012	70	Sie denkt Ùber die Vor- und Nachteile nach	55	312946	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
316,986	2	22MN_415012	71	Er grinst Ùber beide Ohren	33	316986	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
321,015	2	22MN_415012	72	Sie ist ÙberglÙcklich deswegen	66	321015	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
324,042	2	22MN_415012	73	Sie lernte es mÙhelos	66	324042	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
328,077	2	22MN_415012	74	Er leidet unter der Trennung seiner Eltern	44	328077	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
332,105	2	22MN_415012	75	## ###### ###############	77	332105	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
337,133	2	22MN_415012	76	Sie ist unf_hig	44	337133	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
344,174	2	22MN_415012	77	Er schÙttet ihr sein Herz aus	22	344174	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
349,203	2	22MN_415012	78	#### ##### ##### ### ########	77	349203	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
352,242	2	22MN_415012	79	Sie schwitzte Blut und Wasser	11	352242	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
355,276	2	22MN_415012	80	### #### ## ### #####	77	355276	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
358,311	2	22MN_415012	81	Hast du soeben Rautezeichen gesehen?	88	358311	Ja	2697	907	36	5	9	9	9	9	9	9	9	9	correct
364,35	2	22MN_415012	82	Er verliert seine Arbeit	44	364350	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
370,378	2	22MN_415012	83	Sie macht ihr die H_lle hei¤	11	370378	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
374,413	2	22MN_415012	84	Es hat nichts damit zu tun	55	374413	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
381,441	2	22MN_415012	85	Er dreht das Rad der Zeit zurÙck	22	381441	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
389,471	2	22MN_415012	86	## ### ##### ######## ##### #########	77	389471	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
392,511	2	22MN_415012	87	### ##### ### #### #######	77	392511	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
395,545	2	22MN_415012	88	Sie kommt auf einen Sprung herein	22	395545	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
399,579	2	22MN_415012	89	Es hat sich nichts bei ihr ver_ndert	55	399579	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
404,606	2	22MN_415012	90	## #### #### #####	77	404606	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
410,647	2	22MN_415012	91	Sie bekommt einen Auftrag	55	410647	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
414,681	2	22MN_415012	92	Es ist gehÙpft wie gesprungen	22	414681	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
422,71	2	22MN_415012	93	Sie Ùberlegt sich wie sie weitermachen kann	55	422710	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
425,75	2	22MN_415012	94	Sie schaffen das ganz gut	66	425750	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
430,784	2	22MN_415012	95	Gelingt es ihnen?	88	430784	Ja	1921	908	17	3	9	9	9	9	9	9	9	9	correct
436,83	2	22MN_415012	96	Mir f_llt ein Stein vom Herzen	33	436830	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
440,858	2	22MN_415012	97	Er freundet sich mit ihm an	66	440858	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
443,887	2	22MN_415012	98	## ##### ### ### ###### ### ######	77	443887	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
449,921	2	22MN_415012	99	Er ist eine falsche Schlange	11	449921	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
453,953	2	22MN_415012	100	### ###### ### ##### ###	77	453953	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
