onset	duration	Experiment - R6DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
264,656	2	24kk_41521	60	Freut sie sich Ÿber sie?	88	264656	keine	0	922	24	5	9	9	9	9	9	9	9	9	miss
273,702	2	24kk_41521	61	## #### #### ##### ### ### #####	77	273702	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
279,731	2	24kk_41521	62	Er kontrolliert gerade den Ablauf	55	279731	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
285,765	2	24kk_41521	63	Mir ist es das wert	66	285765	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
288,8	2	24kk_41521	64	Sie ist stur wie ein Bock	11	288800	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
292,832	2	24kk_41521	65	Er ist ein Waschlappen	11	292832	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
298,862	2	24kk_41521	66	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	298862	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
304,897	2	24kk_41521	67	### #### #### #### ###### ######	77	304897	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
307,931	2	24kk_41521	68	## ### #### ###### ### ### ### ####### ########	77	307931	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
310,964	2	24kk_41521	69	Sie sŠuft wie ein Loch	11	310964	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
315,998	2	24kk_41521	70	Trinkt sie viel?	88	315998	keine	0	923	16	3	9	9	9	9	9	9	9	9	miss
326,044	2	24kk_41521	71	Sie schwitzte Blut und Wasser	11	326044	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
329,085	2	24kk_41521	72	Sie ist in der BlŸte ihrer Jahre	33	329085	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
335,118	2	24kk_41521	73	### ### #### ##### ####	77	335118	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
338,153	2	24kk_41521	74	Er nimmt es sich zu Herzen	22	338153	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
342,186	2	24kk_41521	75	Er denkt jetzt daran	55	342186	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
347,215	2	24kk_41521	76	Er ist wie aus dem Ei gepellt	33	347215	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
351,255	2	24kk_41521	77	Sie hŠlt ihre Zunge im Zaum	22	351255	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
354,283	2	24kk_41521	78	Sie lag erschšpft im Bett	44	354283	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
359,317	2	24kk_41521	79	#### ##### ##### ##### ####	77	359317	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
365,357	2	24kk_41521	80	## ##### #### ####	77	365357	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
368,391	2	24kk_41521	81	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	368391	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
374,425	2	24kk_41521	82	Sie hat einen Geistesblitz	33	374425	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
381,46	2	24kk_41521	83	Er betrachtet es genau	55	381460	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
385,489	2	24kk_41521	84	## ### ###### ######	77	385489	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
388,517	2	24kk_41521	85	Sie ist zŠh wie Leder	22	388517	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
391,551	2	24kk_41521	86	Sie ist im siebten Himmel	33	391551	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
396,585	2	24kk_41521	87	Ist sie sehr verliebt?	88	396585	keine	0	924	22	4	9	9	9	9	9	9	9	9	miss
402,63	2	24kk_41521	88	### ##### #### ##### ##### ## #####	77	402630	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
407,66	2	24kk_41521	89	##### ##### ## ####### #### ########## ### ########	77	407660	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
412,698	2	24kk_41521	90	## ##### ### ### ###### ### ######	77	412698	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
415,738	2	24kk_41521	91	Das war eine schwierige Entscheidung	44	415738	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
423,772	2	24kk_41521	92	Sie ist sehr unaufrichtig	44	423772	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
427,813	2	24kk_41521	93	Er grinst wie ein Honigkuchenpferd	33	427813	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
432,841	2	24kk_41521	94	Sie erzŠhlt was passiert ist	55	432841	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
437,881	2	24kk_41521	95	## ####### ##### #####	77	437881	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
440,921	2	24kk_41521	96	### ####### ##### #######	77	440921	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
443,955	2	24kk_41521	97	Er schwimmt im Geld	33	443955	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
449,989	2	24kk_41521	98	### #### ####### ##	77	449989	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
453,023	2	24kk_41521	99	Er hat im Lotto gewonnen	66	453023	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
459,056	2	24kk_41521	100	Sie holt sich den Tod	11	459056	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
