onset	duration	Experiment - R5DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
329,068	2	24kk_41521	73	Es ist gehŸpft wie gesprungen	22	329068	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
334,096	2	24kk_41521	74	Er ist bekannt wie ein bunter Hund	22	334096	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
340,136	2	24kk_41521	75	#### ###### ######	77	340136	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
343,171	2	24kk_41521	76	## #### ##### ##########	77	343171	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
346,204	2	24kk_41521	77	Sie sieht alles schwarz	11	346204	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
350,237	2	24kk_41521	78	Ist sie pessimistisch?	88	350237	keine	0	913	22	3	9	9	9	9	9	9	9	9	miss
357,272	2	24kk_41521	79	Er spitzte die Ohren	22	357272	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
361,312	2	24kk_41521	80	Er hintergeht sie	44	361312	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
366,341	2	24kk_41521	81	Er kriegte eine GŠnsehaut	22	366341	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
369,381	2	24kk_41521	82	Haben sich seine KšrperhŠrchen aufgerichtet?	88	369381	keine	0	914	44	5	9	9	9	9	9	9	9	9	miss
374,42	2	24kk_41521	83	Er grinst Ÿber beide Ohren	33	374420	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
377,454	2	24kk_41521	84	### ###### ### ##### ###	77	377454	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
380,488	2	24kk_41521	85	Er prŸgelte ihm die Seele aus dem Leib	11	380488	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
385,522	2	24kk_41521	86	Er steht im Zenit seines Lebens	33	385522	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
391,561	2	24kk_41521	87	Ist er ein Kleinkind?	88	391561	keine	0	915	21	4	9	9	9	9	9	9	9	9	miss
398,602	2	24kk_41521	88	### ###### #######	77	398602	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
401,642	2	24kk_41521	89	Sie setzen ihn auf freien Fu§	22	401642	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
408,674	2	24kk_41521	90	Sie fŸhlt sich sorglos	66	408674	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
413,705	2	24kk_41521	91	Sie veranstalten eine Party fŸr ihn	66	413705	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
416,745	2	24kk_41521	92	### ### #### ### ###### ## ####	77	416745	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
422,777	2	24kk_41521	93	Alles lŠuft wie immer	55	422777	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
430,813	2	24kk_41521	94	Hat sich etwas geŠndert?	88	430813	keine	0	916	24	4	9	9	9	9	9	9	9	9	miss
439,859	2	24kk_41521	95	Er fŸhlt sich entspannt und locker	66	439859	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
442,888	2	24kk_41521	96	Sie ist ŸberglŸcklich deswegen	66	442888	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
445,922	2	24kk_41521	97	#### ## ### ##### #####	77	445922	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
448,956	2	24kk_41521	98	Er verliert seine Arbeit	44	448956	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
453,99	2	24kk_41521	99	### ##### ### ####### ####	77	453990	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
459,03	2	24kk_41521	100	Er ist bis Ÿber beide Ohren verliebt	33	459030	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
