onset	duration	Experiment - R4DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
281,685	2	24kk_41521	63	Das war eine schšne Erinnerung	66	281685	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
288,725	2	24kk_41521	64	Sie beschŠftigt sich mit dem Thema	55	288725	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
292,754	2	24kk_41521	65	Er hegt einen Traum	33	292754	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
296,783	2	24kk_41521	66	Sie spuckte Gift und Galle	11	296783	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
304,811	2	24kk_41521	67	####### ### ###### ######### ##### ####	77	304811	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
307,852	2	24kk_41521	68	Sie lacht aus vollem Hals	33	307852	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
310,885	2	24kk_41521	69	### ##### #### ##### ####	77	310885	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
317,92	2	24kk_41521	70	Er hat seine Gelegenheit leider verpasst	44	317920	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
320,948	2	24kk_41521	71	Er trŠumt in den Tag hinein	22	320948	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,983	2	24kk_41521	72	### ####### #### ### ### ######## ### #########	77	323983	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
327,016	2	24kk_41521	73	### #### ## ### #####	77	327016	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
332,049	2	24kk_41521	74	Sie baut Luftschlšsser	22	332049	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
337,09	2	24kk_41521	75	Das ist eine traurige Geschichte	44	337090	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
341,129	2	24kk_41521	76	Ist die Geschichte witzig?	88	341129	keine	0	906	26	4	9	9	9	9	9	9	9	9	miss
346,164	2	24kk_41521	77	Es steht noch in den Sternen	22	346164	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
350,198	2	24kk_41521	78	Er merkt wie sich die Sachen entwickeln	55	350198	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
355,226	2	24kk_41521	79	Sie hat lange darunter gelitten	44	355226	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
358,266	2	24kk_41521	80	Sie lassen Gras Ÿber die Sache wachsen	22	358266	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
366,3	2	24kk_41521	81	#### ### ########## #########	77	366300	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,341	2	24kk_41521	82	Hast du soeben viele Rautezeichen gesehen?	88	373341	keine	0	907	42	6	9	9	9	9	9	9	9	9	miss
378,375	2	24kk_41521	83	Er platzt vor Neid	11	378375	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
382,408	2	24kk_41521	84	Sie geht an die Decke	11	382408	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
387,438	2	24kk_41521	85	## ###### ###############	77	387438	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
392,478	2	24kk_41521	86	### ##### ##### ##### ##### #### ### ##### ######	77	392478	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
395,517	2	24kk_41521	87	Sie genie§t ihre Freizeit	66	395517	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
399,551	2	24kk_41521	88	#### ###### ###### #######	77	399551	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
405,578	2	24kk_41521	89	Sie wŠgt ihre Worte ab	22	405578	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
409,614	2	24kk_41521	90	Er hat einen an der Birne	11	409614	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,642	2	24kk_41521	91	Sie ist davon verwirrt	44	414642	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
418,682	2	24kk_41521	92	### ##### ### #### #######	77	418682	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
425,71	2	24kk_41521	93	## #### #### #####	77	425710	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,74	2	24kk_41521	94	### ### ######### ### #####	77	428740	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
434,774	2	24kk_41521	95	Wurden dir soeben Rautezeichen prŠsentiert?	88	434774	keine	0	908	43	5	9	9	9	9	9	9	9	9	miss
442,814	2	24kk_41521	96	### #### ### ##### ######## ##	77	442814	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
445,848	2	24kk_41521	97	#### ##### #### #####	77	445848	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
448,882	2	24kk_41521	98	Er ist ein anstrengender Mensch	44	448882	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
451,916	2	24kk_41521	99	Sie denkt Ÿber die Vor- und Nachteile nach	55	451916	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
459,95	2	24kk_41521	100	### ### ## ### ##### ###### #####	77	459950	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
