onset	duration	Experiment - R4CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
222,244	2	27TZ_loe4196	50	Das hat viele Vorteile	66	222244	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
225,279	2	27TZ_loe4196	51	Sie Ÿberlegt sich wie sie weitermachen kann	55	225279	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
229,312	2	27TZ_loe4196	52	### #### ##### ##### #####	77	229312	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
232,341	2	27TZ_loe4196	53	## ##### ##### ##### ######	77	232341	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
237,375	2	27TZ_loe4196	54	Hast du soeben viele Rautezeichen gesehen?	88	237375	Ja	2087	904	42	6	9	9	9	9	9	9	9	9	correct
243,42	2	27TZ_loe4196	55	Er schwebt auf Wolke sieben	33	243420	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
249,449	2	27TZ_loe4196	56	Er erinnert sich an die letzte Woche	55	249449	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
252,483	2	27TZ_loe4196	57	### ### ######### ### #####	77	252483	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
256,517	2	27TZ_loe4196	58	### ##### ### #### #######	77	256517	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
262,545	2	27TZ_loe4196	59	Er hat bei ihm verspielt	11	262545	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
266,58	2	27TZ_loe4196	60	Sie strukturiert ihre Arbeit	55	266580	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
269,609	2	27TZ_loe4196	61	Ist sie sehr chaotisch?	88	269609	Nein	1738	905	23	4	9	9	9	9	9	9	9	9	correct
276,648	2	27TZ_loe4196	62	### ####### ###### ########### ##	77	276648	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
281,692	2	27TZ_loe4196	63	Sie schlŠft gut	66	281692	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
288,728	2	27TZ_loe4196	64	Sie haben einen Bericht geschrieben	55	288728	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
292,757	2	27TZ_loe4196	65	Es passt wie die Faust aufs Auge	33	292757	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
296,785	2	27TZ_loe4196	66	Sie gehen vor die Hunde	11	296785	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
304,814	2	27TZ_loe4196	67	### ### #########	77	304814	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
307,854	2	27TZ_loe4196	68	Er hegt einen Traum	33	307854	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
310,888	2	27TZ_loe4196	69	#### ##### ##### ### ########	77	310888	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
317,922	2	27TZ_loe4196	70	Sie hat lange darunter gelitten	44	317922	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
320,951	2	27TZ_loe4196	71	Er trŠumt in den Tag hinein	22	320951	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,985	2	27TZ_loe4196	72	### #### #### #### ###### ######	77	323985	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
327,019	2	27TZ_loe4196	73	## ### #### ###### ### ### ### ####### ########	77	327019	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
332,052	2	27TZ_loe4196	74	Sie setzen ihn auf freien Fu§	22	332052	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
337,092	2	27TZ_loe4196	75	Er kann das nicht mehr leiden	44	337092	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
341,131	2	27TZ_loe4196	76	Findet er es gut?	88	341131	Nein	1632	906	17	4	9	9	9	9	9	9	9	9	correct
346,167	2	27TZ_loe4196	77	Sie lassen Gras Ÿber die Sache wachsen	22	346167	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
350,2	2	27TZ_loe4196	78	Er ist darauf neutral	55	350200	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
355,227	2	27TZ_loe4196	79	Er ist Ÿberheblich	44	355227	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
358,267	2	27TZ_loe4196	80	Sie redet nicht um den hei§en Brei	22	358267	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
366,301	2	27TZ_loe4196	81	#### ### ########## #########	77	366301	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,343	2	27TZ_loe4196	82	Hast du soeben eine Buchstabenreihe gesehen?	88	373343	Nein	2334	907	44	6	9	9	9	9	9	9	9	9	correct
378,378	2	27TZ_loe4196	83	Er benimmt sich wie ein Elefant im Porzellanladen	11	378378	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
382,411	2	27TZ_loe4196	84	Er bringt sie zur Wei§glut	11	382411	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
387,44	2	27TZ_loe4196	85	#### ## ### ##### ######	77	387440	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
392,48	2	27TZ_loe4196	86	## #### #### #######	77	392480	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
395,52	2	27TZ_loe4196	87	Sie freut sich auf den Urlaub	66	395520	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
399,553	2	27TZ_loe4196	88	## ##### ### ### #####	77	399553	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
405,582	2	27TZ_loe4196	89	Er nimmt es sich zu Herzen	22	405582	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
409,616	2	27TZ_loe4196	90	Er hat einen an der Birne	11	409616	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,645	2	27TZ_loe4196	91	Er leidet unter der Trennung seiner Eltern	44	414645	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
418,685	2	27TZ_loe4196	92	## #### #### ##### ### ### #####	77	418685	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
425,713	2	27TZ_loe4196	93	## #### #### #####	77	425713	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,742	2	27TZ_loe4196	94	### ### #########	77	428742	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
434,775	2	27TZ_loe4196	95	Hast du mehrere Rautezeichen gesehen?	88	434775	Ja	1856	908	37	5	9	9	9	9	9	9	9	9	correct
442,816	2	27TZ_loe4196	96	## ####### ## #########	77	442816	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
445,851	2	27TZ_loe4196	97	## ##### ## #### ### #####	77	445851	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
448,884	2	27TZ_loe4196	98	Er ist krank geworden	44	448884	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
451,918	2	27TZ_loe4196	99	Sie plant eine Zugfahrt	55	451918	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
459,952	2	27TZ_loe4196	100	### ###### #######	77	459952	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
