onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
48,026	2	02CF_loe4067	12	Sie lag erschöpft im Bett	44	48026	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
51,055	2	02CF_loe4067	13	### ######### #### ########### ### ### ######	77	51055	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
58,089	2	02CF_loe4067	14	Sie genießt ihre Freizeit	66	58089	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
63,118	2	02CF_loe4067	15	Er ist total zufrieden mit sich	66	63118	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
67,158	2	02CF_loe4067	16	Er denkt jetzt daran	55	67158	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
73,186	2	02CF_loe4067	17	Sie wird dafür hart bestraft	44	73186	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
76,223	2	02CF_loe4067	18	Sie machte ihn zur Sau	11	76223	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
79,255	2	02CF_loe4067	19	Er plaudert aus dem Nähkästchen	22	79255	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
84,289	2	02CF_loe4067	20	### #### #### #### ###### ######	77	84289	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
91,328	2	02CF_loe4067	21	## ### ### ### ### ### ####### ##	77	91328	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
94,357	2	02CF_loe4067	22	Sie fühlt sich gesund und aktiv	66	94357	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
98,392	2	02CF_loe4067	23	Er lässt sich deswegen keine grauen Haare wachsen	22	98392	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
101,42	2	02CF_loe4067	24	Er hat einen guten Draht zu ihm	33	101420	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
104,453	2	02CF_loe4067	25	Es wurde heute aufgeräumt	55	104453	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
108,486	2	02CF_loe4067	26	## ### ###### ######	77	108486	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
112,517	2	02CF_loe4067	27	##### ##### #### ###### ##### ######## ###### ####	77	112517	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
120,545	2	02CF_loe4067	28	Sie ist ihr ein Dorn im Auge	11	120545	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
123,585	2	02CF_loe4067	29	Er bereitet sich darauf vor	55	123585	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
127,619	2	02CF_loe4067	30	## ### ## ######### ###### ### #####	77	127619	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
130,648	2	02CF_loe4067	31	Sie trägt das Herz auf der Zunge	22	130648	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
136,681	2	02CF_loe4067	32	Er spitzte die Ohren	22	136681	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
140,716	2	02CF_loe4067	33	#### ###### ####### #########	77	140716	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
144,743	2	02CF_loe4067	34	Er ist ein Waschlappen	11	144743	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
150,773	2	02CF_loe4067	35	Ist er mutig und erfolgreich?	88	150773	Nein	1599	910	29	5	9	9	9	9	9	9	9	9	correct
160,813	2	02CF_loe4067	36	Er wird freundlich aufgenommen	66	160813	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
163,853	2	02CF_loe4067	37	Sie ist überarbeitet	44	163853	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
166,888	2	02CF_loe4067	38	Er hat Schmetterlinge im Bauch	33	166888	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
169,92	2	02CF_loe4067	39	Sie erzählt was passiert ist	55	169920	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
175,955	2	02CF_loe4067	40	Sie hat einen Schnupfen	44	175955	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
179,99	2	02CF_loe4067	41	Er ist daran verzweifelt	44	179990	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
183,019	2	02CF_loe4067	42	Er prügelte ihm die Seele aus dem Leib	11	183019	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
186,052	2	02CF_loe4067	43	#### #### ### ##### ### #####	77	186052	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
190,085	2	02CF_loe4067	44	Sie freut sich auf den Urlaub	66	190085	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
196,115	2	02CF_loe4067	45	## #### #### ##### ### ### #####	77	196115	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
199,15	2	02CF_loe4067	46	### ##### ####### ### ### ### ######### #####	77	199150	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
203,183	2	02CF_loe4067	47	####### ### ###### ######### ##### ####	77	203183	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
207,212	2	02CF_loe4067	48	### ### ## ### ##### ###### #####	77	207212	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
210,24	2	02CF_loe4067	49	Er schwimmt im Geld	33	210240	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
218,274	2	02CF_loe4067	50	Es ist eine Augenweide	33	218274	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
222,314	2	02CF_loe4067	51	Sie versteht was er meint	55	222314	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
226,343	2	02CF_loe4067	52	Er ist auf seinen Sohn sehr stolz	66	226343	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
234,37	2	02CF_loe4067	53	### ##### ### ##### ####	77	234370	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
237,411	2	02CF_loe4067	54	Sie wägt ihre Worte ab	22	237411	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
244,446	2	02CF_loe4067	55	### #### ##### ######## #### ###	77	244446	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
247,474	2	02CF_loe4067	56	Wurden dir soeben Dreiecke gezeigt?	88	247474	Nein	2807	911	35	5	9	9	9	9	9	9	9	9	correct
253,514	2	02CF_loe4067	57	Sie strukturiert ihre Arbeit	55	253514	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
257,542	2	02CF_loe4067	58	Es macht keinen Unterschied für ihn	55	257542	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
260,571	2	02CF_loe4067	59	Entstehen ihm dadurch Nachteile?	88	260571	Nein	2186	912	32	4	9	9	9	9	9	9	9	9	correct
265,611	2	02CF_loe4067	60	#### ##### ##### ##### ####	77	265611	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
270,645	2	02CF_loe4067	61	Sie hat Geld ohne Ende	33	270645	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
273,685	2	02CF_loe4067	62	### #### ##### ##### #####	77	273685	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
276,718	2	02CF_loe4067	63	### ####### #### ######## ## ###	77	276718	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
280,753	2	02CF_loe4067	64	Sie machen heute ein Picknick am Strand	66	280753	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
285,781	2	02CF_loe4067	65	Sie ist zäh wie Leder	22	285781	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
289,821	2	02CF_loe4067	66	Er lässt sein Herz sprechen	33	289821	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
296,849	2	02CF_loe4067	67	Sie verpasste ihm einen Denkzettel	11	296849	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
300,879	2	02CF_loe4067	68	Sie ist schlechter Stimmung	44	300879	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
303,907	2	02CF_loe4067	69	#### ###### ####### #####	77	303907	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
308,941	2	02CF_loe4067	70	## ######## ##### #####	77	308941	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
312,981	2	02CF_loe4067	71	## ##### ##### ##### ######	77	312981	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
317,009	2	02CF_loe4067	72	Es ist in aller Munde	22	317009	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
320,038	2	02CF_loe4067	73	Er hat im Lotto gewonnen	66	320038	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
324,072	2	02CF_loe4067	74	Hat er die richtigen Zahlen gewählt?	88	324072	Ja	3015	913	36	6	9	9	9	9	9	9	9	9	correct
330,106	2	02CF_loe4067	75	Er träumt in den Tag hinein	22	330106	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
335,135	2	02CF_loe4067	76	## ##### ###### ###########	77	335135	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
342,175	2	02CF_loe4067	77	Wurden dir soeben viele Rautezeichen gezeigt?	88	342175	Ja	2764	914	45	6	9	9	9	9	9	9	9	9	correct
349,21	2	02CF_loe4067	78	Er merkt wie sich die Sachen entwickeln	55	349210	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
352,25	2	02CF_loe4067	79	Es ist nicht so schwierig	55	352250	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
355,284	2	02CF_loe4067	80	Sie ist in der Blüte ihrer Jahre	33	355284	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
358,317	2	02CF_loe4067	81	Ist sie momentan im besten Alter?	88	358317	keine	0	915	33	6	9	9	9	9	9	9	9	9	miss
364,357	2	02CF_loe4067	82	Er schreibt seine Gedanken auf	55	364357	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
370,386	2	02CF_loe4067	83	### ### #### ### #####	77	370386	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
374,42	2	02CF_loe4067	84	## ##### ###### ##### #####	77	374420	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
381,449	2	02CF_loe4067	85	#### ###### #########	77	381449	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
389,478	2	02CF_loe4067	86	## ### ####### #######	77	389478	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
392,518	2	02CF_loe4067	87	Sie ist sehr unaufrichtig	44	392518	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
395,552	2	02CF_loe4067	88	Ist sie eine ehrliche Person?	88	395552	Nein	1648	916	29	5	9	9	9	9	9	9	9	9	correct
401,592	2	02CF_loe4067	89	Sie ist nur noch Haut und Knochen	11	401592	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
406,621	2	02CF_loe4067	90	## ##### ### #####	77	406621	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
412,66	2	02CF_loe4067	91	Er ist über alle Berge	22	412660	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
416,695	2	02CF_loe4067	92	Das war eine schöne Erinnerung	66	416695	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
424,724	2	02CF_loe4067	93	Er ist wie aus dem Ei gepellt	33	424724	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
427,764	2	02CF_loe4067	94	#### ### ########## #########	77	427764	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
432,798	2	02CF_loe4067	95	Sie hält ihre Zunge im Zaum	22	432798	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,837	2	02CF_loe4067	96	Sie holt sich den Tod	11	436837	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
440,865	2	02CF_loe4067	97	Sie spuckte Gift und Galle	11	440865	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,895	2	02CF_loe4067	98	#### #### ###### ##### ####	77	443895	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
449,929	2	02CF_loe4067	99	Er schwebt auf Wolke sieben	33	449929	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
453,963	2	02CF_loe4067	100	### ####### #### ### ######	77	453963	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
