onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
183,986	2	1712nk_4142	41	### ######### #### ########### ### ### ######	77	183986	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
187,015	2	1712nk_4142	42	Wurden dir soeben kleine Kreise gezeigt?	88	187015	Nein	2235	921	40	6	9	9	9	9	9	9	9	9	correct
192,054	2	1712nk_4142	43	Er schÙttet ihr sein Herz aus	22	192054	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
196,088	2	1712nk_4142	44	Offenbart er ihr seine GefÙhle?	88	196088	Ja	2862	922	31	5	9	9	9	9	9	9	9	9	correct
204,122	2	1712nk_4142	45	Er schreibt seine Gedanken auf	55	204122	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
207,156	2	1712nk_4142	46	#### ###### ####### #####	77	207156	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
211,19	2	1712nk_4142	47	Sie lernte es mÙhelos	66	211190	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
215,219	2	1712nk_4142	48	Er ist krank geworden	44	215219	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
218,247	2	1712nk_4142	49	Sie plant eine Zugfahrt	55	218247	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
226,282	2	1712nk_4142	50	Sie bespricht die Angelegenheit mit ihren Kollegen	55	226282	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
230,321	2	1712nk_4142	51	### ##### #### ##### ####	77	230321	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
234,35	2	1712nk_4142	52	Sie schaut ihn liebevoll an	66	234350	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
242,378	2	1712nk_4142	53	## ###### ###############	77	242378	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
245,419	2	1712nk_4142	54	Sie ist stur wie ein Bock	11	245419	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
252,453	2	1712nk_4142	55	Sie ist schlechter Stimmung	44	252453	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
255,482	2	1712nk_4142	56	Er bereitet sich darauf vor	55	255482	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
259,516	2	1712nk_4142	57	Sie hat Geld ohne Ende	33	259516	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
263,544	2	1712nk_4142	58	### #### ##### ##### #####	77	263544	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
266,573	2	1712nk_4142	59	Er schweigt wie ein Grab	22	266573	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
269,607	2	1712nk_4142	60	### #### ## ### #####	77	269607	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
274,64	2	1712nk_4142	61	Er ist wÙtend auf sie	44	274640	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
277,681	2	1712nk_4142	62	Sie steckt bis Ùber die Ohren in Schulden	11	277681	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
280,715	2	1712nk_4142	63	Sie haben sowohl Ûhnliche wie auch unterschiedliche Ansichten	55	280715	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
284,748	2	1712nk_4142	64	### ####### #### ##### #### ############	77	284748	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
289,776	2	1712nk_4142	65	## ####### ## #########	77	289776	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
293,816	2	1712nk_4142	66	## ##### #### ####	77	293816	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
300,845	2	1712nk_4142	67	Es hat nichts damit zu tun	55	300845	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
304,874	2	1712nk_4142	68	Sie redet Klartext	22	304874	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
307,902	2	1712nk_4142	69	Es ist eine Augenweide	33	307902	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
312,936	2	1712nk_4142	70	### ### ##### #############	77	312936	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
316,976	2	1712nk_4142	71	#### ###### ######	77	316976	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
321,005	2	1712nk_4142	72	### ##### ####### ### ### ### ######### #####	77	321005	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
324,033	2	1712nk_4142	73	Das hat viele Vorteile	66	324033	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
328,067	2	1712nk_4142	74	Er platzt vor Neid	11	328067	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
332,095	2	1712nk_4142	75	## ##### ###### ###########	77	332095	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
337,123	2	1712nk_4142	76	Sie setzen ihn auf freien Fu¤	22	337123	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
344,163	2	1712nk_4142	77	### ### #########	77	344163	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
349,193	2	1712nk_4142	78	### ### ##### ######## ###########	77	349193	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
352,232	2	1712nk_4142	79	### ### ##### ### #### #####	77	352232	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
355,267	2	1712nk_4142	80	Sie reagierte enthusiastisch auf den Vorschlag	66	355267	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
358,3	2	1712nk_4142	81	Er ist ein anstrengender Mensch	44	358300	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
362,334	2	1712nk_4142	82	Es hat sich nichts bei ihr ver_ndert	55	362334	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
368,362	2	1712nk_4142	83	Ist bei ihr alles beim Alten geblieben?	88	368362	Ja	1386	923	39	7	9	9	9	9	9	9	9	9	correct
374,403	2	1712nk_4142	84	### ####### #### ### ### ######## ### #########	77	374403	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
381,432	2	1712nk_4142	85	Hast du soeben eine Buchstabenreihe gelesen?	88	381432	Nein	1860	924	44	6	9	9	9	9	9	9	9	9	correct
391,466	2	1712nk_4142	86	Er ist wie aus dem Ei gepellt	33	391466	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
394,507	2	1712nk_4142	87	### ### #########	77	394507	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
397,54	2	1712nk_4142	88	Es w_chst ihr ans Herz	33	397540	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
401,574	2	1712nk_4142	89	## #### #### #####	77	401574	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
406,603	2	1712nk_4142	90	Er lebt wie Gott in Frankreich	33	406603	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
412,643	2	1712nk_4142	91	Sie ist im siebten Himmel	33	412643	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
416,677	2	1712nk_4142	92	Er ist ein alter Hase	22	416677	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
424,706	2	1712nk_4142	93	Sie legt nicht jedes Wort auf die Goldwaage	22	424706	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
427,746	2	1712nk_4142	94	Sie Ùberlegt sich wie sie weitermachen kann	55	427746	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
432,78	2	1712nk_4142	95	Sie h_lt ihre Zunge im Zaum	22	432780	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,82	2	1712nk_4142	96	Er hatte Schwierigkeiten damit	44	436820	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
440,848	2	1712nk_4142	97	Sie spuckte Gift und Galle	11	440848	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,877	2	1712nk_4142	98	Sie ist davon verwirrt	44	443877	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
449,911	2	1712nk_4142	99	## ### ## ######### ###### ### #####	77	449911	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
453,945	2	1712nk_4142	100	Er hat einen guten Draht zu ihm	33	453945	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
