onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
110,492	2	1712nk_4142	26	Sie ist unfŠhig	44	110492	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
114,52	2	1712nk_4142	27	Sie erzŠhlt was passiert ist	55	114520	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
122,549	2	1712nk_4142	28	## #### #### #######	77	122549	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
125,589	2	1712nk_4142	29	Er redete mit Engelszungen	33	125589	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
129,624	2	1712nk_4142	30	##### ##### ## ####### #### ########## ### ########	77	129624	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
132,652	2	1712nk_4142	31	## ##### ## #### ### #####	77	132652	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
138,686	2	1712nk_4142	32	Er grinst wie ein Honigkuchenpferd	33	138686	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
142,719	2	1712nk_4142	33	Sie lag erschšpft im Bett	44	142719	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
146,749	2	1712nk_4142	34	Sie macht ihr die Hšlle hei¤	11	146749	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
152,777	2	1712nk_4142	35	Er grinst †ber beide Ohren	33	152777	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
160,812	2	1712nk_4142	36	#### ##### ##### ### ########	77	160812	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
163,851	2	1712nk_4142	37	Hast du soeben einen Satz gelesen?	88	163851	keine	0	903	34	6	9	9	9	9	9	9	9	9	miss
168,891	2	1712nk_4142	38	#### ### ##### #### ####	77	168891	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
171,926	2	1712nk_4142	39	Sie macht sich Sorgen um ihre Zukunft	44	171926	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,959	2	1712nk_4142	40	Er freundet sich mit ihm an	66	177959	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
181,994	2	1712nk_4142	41	### ##### ##### ## ### ###### ####	77	181994	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
185,022	2	1712nk_4142	42	Er kann das nicht mehr leiden	44	185022	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
188,055	2	1712nk_4142	43	Mag er das immernoch gerne?	88	188055	keine	0	904	27	5	9	9	9	9	9	9	9	9	miss
194,096	2	1712nk_4142	44	## ##### ### ### ###### ### ######	77	194096	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
200,125	2	1712nk_4142	45	Er merkt wie sich die Sachen entwickeln	55	200125	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
203,159	2	1712nk_4142	46	Ist ihm die Entwicklung aufgefallen?	88	203159	keine	0	905	36	5	9	9	9	9	9	9	9	9	miss
209,199	2	1712nk_4142	47	#### ###### ###### #######	77	209199	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
213,226	2	1712nk_4142	48	Sie redet nicht um den hei§en Brei	22	213226	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
216,255	2	1712nk_4142	49	Sie holt sich den Tod	11	216255	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
224,289	2	1712nk_4142	50	Es ist Jacke wie Hose	22	224289	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
228,33	2	1712nk_4142	51	Er hegt einen Traum	33	228330	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
232,359	2	1712nk_4142	52	Sie denkt Ÿber die Vor- und Nachteile nach	55	232359	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
240,387	2	1712nk_4142	53	Er benimmt sich wie ein Elefant im Porzellanladen	11	240387	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
243,427	2	1712nk_4142	54	## ##### ### ### #####	77	243427	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
250,461	2	1712nk_4142	55	## ##### ##### ##### ######	77	250461	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
253,49	2	1712nk_4142	56	Sie bricht ihm das Herz	11	253490	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
257,524	2	1712nk_4142	57	Sie hat die Weisheit mit Lšffeln gefressen	22	257524	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
261,553	2	1712nk_4142	58	### ##### ##### ##### ##### #### ### ##### ######	77	261553	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
264,581	2	1712nk_4142	59	Er schwimmt im Geld	33	264581	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
267,615	2	1712nk_4142	60	Sie freut sich auf den Urlaub	66	267615	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
272,649	2	1712nk_4142	61	##### ##### ##### ##### #### ####	77	272649	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
275,688	2	1712nk_4142	62	### ### ########## ##########	77	275688	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
278,721	2	1712nk_4142	63	Er fŸhlt sich entspannt und locker	66	278721	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
282,756	2	1712nk_4142	64	Sie fŸhlt sich sorglos	66	282756	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
287,783	2	1712nk_4142	65	Ist sie unbeschwert?	88	287783	Ja	2785	906	20	3	9	9	9	9	9	9	9	9	correct
293,83	2	1712nk_4142	66	Es wurde heute aufgerŠumt	55	293830	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
300,858	2	1712nk_4142	67	### ##### #### ##### ##### ## #####	77	300858	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
304,888	2	1712nk_4142	68	#### ### ########## #########	77	304888	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
307,916	2	1712nk_4142	69	## ### ##### ######	77	307916	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
312,95	2	1712nk_4142	70	Es macht keinen Unterschied fŸr ihn	55	312950	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
316,99	2	1712nk_4142	71	Sie eroberte sein Herz	33	316990	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
321,018	2	1712nk_4142	72	Er wird freundlich aufgenommen	66	321018	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
324,047	2	1712nk_4142	73	Sie lacht Ÿber den Scherz	66	324047	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
328,081	2	1712nk_4142	74	Das ist eine traurige Geschichte	44	328081	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
332,109	2	1712nk_4142	75	#### #### ### ##### ### #####	77	332109	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
337,138	2	1712nk_4142	76	Er fŠllt durch die AbschlussprŸfung	44	337138	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
344,176	2	1712nk_4142	77	Es ist in aller Munde	22	344176	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
349,207	2	1712nk_4142	78	## ### ##### ############	77	349207	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
352,246	2	1712nk_4142	79	Er hat bei ihm verspielt	11	352246	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
355,28	2	1712nk_4142	80	#### ## ### ##### #####	77	355280	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
358,314	2	1712nk_4142	81	Hast du soeben viele Dreiecke gesehen?	88	358314	Nein	2154	907	38	6	9	9	9	9	9	9	9	9	correct
364,352	2	1712nk_4142	82	Er leidet unter der Trennung seiner Eltern	44	364352	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
370,382	2	1712nk_4142	83	Ihr lŠuft die Galle Ÿber	11	370382	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
374,417	2	1712nk_4142	84	Es ist nicht so schwierig	55	374417	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
381,444	2	1712nk_4142	85	Er spitzte die Ohren	22	381444	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
389,474	2	1712nk_4142	86	## ##### ###### ##### #####	77	389474	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
392,515	2	1712nk_4142	87	## ## ##########	77	392515	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
395,549	2	1712nk_4142	88	Er plaudert aus dem NŠhkŠstchen	22	395549	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
399,583	2	1712nk_4142	89	Sie beschŠftigt sich mit dem Thema	55	399583	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
404,611	2	1712nk_4142	90	### #### ####### ##	77	404611	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
410,65	2	1712nk_4142	91	Er denkt jetzt daran	55	410650	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
414,684	2	1712nk_4142	92	Er ist Ÿber alle Berge	22	414684	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
422,714	2	1712nk_4142	93	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	422714	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
425,754	2	1712nk_4142	94	Sie schlŠft gut	66	425754	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
430,787	2	1712nk_4142	95	Hat sie einen gesunden Schlaf?	88	430787	Ja	1956	908	30	5	9	9	9	9	9	9	9	9	correct
436,833	2	1712nk_4142	96	Sie ist fit wie ein Turnschuh	33	436833	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
440,862	2	1712nk_4142	97	Er gewinnt neues Selbstvertrauen	66	440862	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
443,891	2	1712nk_4142	98	### ##### ### ####### ####	77	443891	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
449,924	2	1712nk_4142	99	Sie schwitzte Blut und Wasser	11	449924	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
453,959	2	1712nk_4142	100	#### ###### ####### #########	77	453959	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
