onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
76,203	2	26LH_loe4195	18	Sie machte ihn zur Sau	11	76203	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
79,238	2	26LH_loe4195	19	Er plaudert aus dem Nähkästchen	22	79238	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
84,272	2	26LH_loe4195	20	### #### #### #### ###### ######	77	84272	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
91,312	2	26LH_loe4195	21	## ### ### ### ### ### ####### ##	77	91312	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
94,341	2	26LH_loe4195	22	Sie fühlt sich gesund und aktiv	66	94341	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
98,375	2	26LH_loe4195	23	Er lässt sich deswegen keine grauen Haare wachsen	22	98375	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
101,403	2	26LH_loe4195	24	Er hat einen guten Draht zu ihm	33	101403	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
104,437	2	26LH_loe4195	25	Es wurde heute aufgeräumt	55	104437	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
108,47	2	26LH_loe4195	26	## ### ###### ######	77	108470	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
112,5	2	26LH_loe4195	27	##### ##### #### ###### ##### ######## ###### ####	77	112500	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
120,528	2	26LH_loe4195	28	Sie ist ihr ein Dorn im Auge	11	120528	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
123,568	2	26LH_loe4195	29	Er bereitet sich darauf vor	55	123568	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
127,602	2	26LH_loe4195	30	## ### ## ######### ###### ### #####	77	127602	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
130,63	2	26LH_loe4195	31	Sie trägt das Herz auf der Zunge	22	130630	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
136,664	2	26LH_loe4195	32	Er spitzte die Ohren	22	136664	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
140,699	2	26LH_loe4195	33	#### ###### ####### #########	77	140699	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
144,726	2	26LH_loe4195	34	Er ist ein Waschlappen	11	144726	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
150,755	2	26LH_loe4195	35	Ist er mutig und erfolgreich?	88	150755	Ja	3965	910	29	5	9	9	9	9	9	9	9	9	incorrect
160,796	2	26LH_loe4195	36	Er wird freundlich aufgenommen	66	160796	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
163,836	2	26LH_loe4195	37	Sie ist überarbeitet	44	163836	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
166,87	2	26LH_loe4195	38	Er hat Schmetterlinge im Bauch	33	166870	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
169,903	2	26LH_loe4195	39	Sie erzählt was passiert ist	55	169903	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
175,937	2	26LH_loe4195	40	Sie hat einen Schnupfen	44	175937	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
179,972	2	26LH_loe4195	41	Er ist daran verzweifelt	44	179972	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
183,001	2	26LH_loe4195	42	Er prügelte ihm die Seele aus dem Leib	11	183001	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
186,034	2	26LH_loe4195	43	#### #### ### ##### ### #####	77	186034	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
190,067	2	26LH_loe4195	44	Sie freut sich auf den Urlaub	66	190067	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
196,097	2	26LH_loe4195	45	## #### #### ##### ### ### #####	77	196097	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
199,132	2	26LH_loe4195	46	### ##### ####### ### ### ### ######### #####	77	199132	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
203,165	2	26LH_loe4195	47	####### ### ###### ######### ##### ####	77	203165	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
207,194	2	26LH_loe4195	48	### ### ## ### ##### ###### #####	77	207194	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
210,222	2	26LH_loe4195	49	Er schwimmt im Geld	33	210222	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
218,255	2	26LH_loe4195	50	Es ist eine Augenweide	33	218255	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
222,296	2	26LH_loe4195	51	Sie versteht was er meint	55	222296	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
226,325	2	26LH_loe4195	52	Er ist auf seinen Sohn sehr stolz	66	226325	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
234,352	2	26LH_loe4195	53	### ##### ### ##### ####	77	234352	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
237,393	2	26LH_loe4195	54	Sie wägt ihre Worte ab	22	237393	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
244,427	2	26LH_loe4195	55	### #### ##### ######## #### ###	77	244427	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
247,456	2	26LH_loe4195	56	Wurden dir soeben Dreiecke gezeigt?	88	247456	keine	0	911	35	5	9	9	9	9	9	9	9	9	miss
253,496	2	26LH_loe4195	57	Sie strukturiert ihre Arbeit	55	253496	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
257,524	2	26LH_loe4195	58	Es macht keinen Unterschied für ihn	55	257524	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
260,552	2	26LH_loe4195	59	Entstehen ihm dadurch Nachteile?	88	260552	Nein	1725	912	32	4	9	9	9	9	9	9	9	9	correct
265,593	2	26LH_loe4195	60	#### ##### ##### ##### ####	77	265593	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
270,627	2	26LH_loe4195	61	Sie hat Geld ohne Ende	33	270627	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
273,666	2	26LH_loe4195	62	### #### ##### ##### #####	77	273666	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
276,699	2	26LH_loe4195	63	### ####### #### ######## ## ###	77	276699	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
280,734	2	26LH_loe4195	64	Sie machen heute ein Picknick am Strand	66	280734	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
285,762	2	26LH_loe4195	65	Sie ist zäh wie Leder	22	285762	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
289,802	2	26LH_loe4195	66	Er lässt sein Herz sprechen	33	289802	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
296,83	2	26LH_loe4195	67	Sie verpasste ihm einen Denkzettel	11	296830	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
300,86	2	26LH_loe4195	68	Sie ist schlechter Stimmung	44	300860	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
303,888	2	26LH_loe4195	69	#### ###### ####### #####	77	303888	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
308,922	2	26LH_loe4195	70	## ######## ##### #####	77	308922	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
312,962	2	26LH_loe4195	71	## ##### ##### ##### ######	77	312962	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
316,99	2	26LH_loe4195	72	Es ist in aller Munde	22	316990	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
320,018	2	26LH_loe4195	73	Er hat im Lotto gewonnen	66	320018	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
324,053	2	26LH_loe4195	74	Hat er die richtigen Zahlen gewählt?	88	324053	Nein	2912	913	36	6	9	9	9	9	9	9	9	9	incorrect
330,087	2	26LH_loe4195	75	Er träumt in den Tag hinein	22	330087	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
335,116	2	26LH_loe4195	76	## ##### ###### ###########	77	335116	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
342,156	2	26LH_loe4195	77	Wurden dir soeben viele Rautezeichen gezeigt?	88	342156	Nein	2629	914	45	6	9	9	9	9	9	9	9	9	incorrect
349,191	2	26LH_loe4195	78	Er merkt wie sich die Sachen entwickeln	55	349191	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
352,23	2	26LH_loe4195	79	Es ist nicht so schwierig	55	352230	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
355,264	2	26LH_loe4195	80	Sie ist in der Blüte ihrer Jahre	33	355264	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
358,298	2	26LH_loe4195	81	Ist sie momentan im besten Alter?	88	358298	Ja	1303	915	33	6	9	9	9	9	9	9	9	9	correct
364,337	2	26LH_loe4195	82	Er schreibt seine Gedanken auf	55	364337	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
370,366	2	26LH_loe4195	83	### ### #### ### #####	77	370366	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
374,4	2	26LH_loe4195	84	## ##### ###### ##### #####	77	374400	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
381,429	2	26LH_loe4195	85	#### ###### #########	77	381429	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
389,458	2	26LH_loe4195	86	## ### ####### #######	77	389458	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
392,498	2	26LH_loe4195	87	Sie ist sehr unaufrichtig	44	392498	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
395,532	2	26LH_loe4195	88	Ist sie eine ehrliche Person?	88	395532	Nein	1743	916	29	5	9	9	9	9	9	9	9	9	correct
401,572	2	26LH_loe4195	89	Sie ist nur noch Haut und Knochen	11	401572	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
406,6	2	26LH_loe4195	90	## ##### ### #####	77	406600	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
412,64	2	26LH_loe4195	91	Er ist über alle Berge	22	412640	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
416,675	2	26LH_loe4195	92	Das war eine schöne Erinnerung	66	416675	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
424,703	2	26LH_loe4195	93	Er ist wie aus dem Ei gepellt	33	424703	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
427,744	2	26LH_loe4195	94	#### ### ########## #########	77	427744	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
432,777	2	26LH_loe4195	95	Sie hält ihre Zunge im Zaum	22	432777	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,817	2	26LH_loe4195	96	Sie holt sich den Tod	11	436817	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
440,845	2	26LH_loe4195	97	Sie spuckte Gift und Galle	11	440845	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,874	2	26LH_loe4195	98	#### #### ###### ##### ####	77	443874	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
449,908	2	26LH_loe4195	99	Er schwebt auf Wolke sieben	33	449908	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
453,942	2	26LH_loe4195	100	### ####### #### ### ######	77	453942	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
