onset	duration	Experiment - R2BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
132,647	2	06MD_4099	31	## ### ######### #####	77	132647	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
138,681	2	06MD_4099	32	Er leidet sehr unter die Kritik seines Chefs	44	138681	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
142,716	2	06MD_4099	33	Wurde er von seinem Chef kritisiert?	88	142716	Ja	2452	919	36	6	9	9	9	9	9	9	9	9	correct
148,75	2	06MD_4099	34	#### ### ##### #### ####	77	148750	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
154,776	2	06MD_4099	35	## ### ### ### #########	77	154776	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
162,813	2	06MD_4099	36	### ### ######### ### #####	77	162813	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
165,853	2	06MD_4099	37	Das hat viele Vorteile	66	165853	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
168,887	2	06MD_4099	38	Hat es positive Aspekte?	88	168887	Ja	1940	920	24	4	9	9	9	9	9	9	9	9	correct
173,927	2	06MD_4099	39	Er lŠsst kein gutes Haar daran	11	173927	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
179,961	2	06MD_4099	40	Er platzt vor Neid	11	179961	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
183,995	2	06MD_4099	41	### ##### #### ##### ####	77	183995	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
187,024	2	06MD_4099	42	Hast du soeben mehrere Kreise gesehen?	88	187024	Nein	2233	921	38	6	9	9	9	9	9	9	9	9	correct
192,064	2	06MD_4099	43	Er kriegte eine GŠnsehaut	22	192064	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
196,098	2	06MD_4099	44	Haben sich seine KšrperhŠrchen aufgerichtet?	88	196098	Nein	3411	922	44	5	9	9	9	9	9	9	9	9	incorrect
204,131	2	06MD_4099	45	Sie plant eine Zugfahrt	55	204131	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
207,166	2	06MD_4099	46	### ####### ##### #######	77	207166	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
211,2	2	06MD_4099	47	Sie fŸhlt sich sorglos	66	211200	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
215,229	2	06MD_4099	48	Sie hat lange darunter gelitten	44	215229	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
218,258	2	06MD_4099	49	Er erinnert sich an die letzte Woche	55	218258	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
226,292	2	06MD_4099	50	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	226292	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
230,332	2	06MD_4099	51	### ##### #### ##### ##### ## #####	77	230332	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
234,36	2	06MD_4099	52	Das ist beruhigend	66	234360	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
242,389	2	06MD_4099	53	### ####### #### ### ### ######## ### #########	77	242389	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
245,429	2	06MD_4099	54	Er hat einen an der Birne	11	245429	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
252,463	2	06MD_4099	55	Er hat seine Gelegenheit leider verpasst	44	252463	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
255,492	2	06MD_4099	56	Er kontrolliert gerade den Ablauf	55	255492	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
259,525	2	06MD_4099	57	Es wŠchst ihr ans Herz	33	259525	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
263,554	2	06MD_4099	58	### ###### #######	77	263554	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
266,583	2	06MD_4099	59	Er ist ein alter Hase	22	266583	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
269,617	2	06MD_4099	60	### #### #### #########	77	269617	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
274,651	2	06MD_4099	61	Er geht kaum noch aus dem Haus	44	274651	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
277,691	2	06MD_4099	62	Sie schert sich zum Teufel	11	277691	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
280,725	2	06MD_4099	63	Sie beschŠftigt sich mit dem Thema	55	280725	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
284,759	2	06MD_4099	64	### ### #### ### ###### ## ####	77	284759	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
289,786	2	06MD_4099	65	### #### ### ##### ######## ##	77	289786	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
293,827	2	06MD_4099	66	### ##### ##### ### ### ## ######	77	293827	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
300,855	2	06MD_4099	67	Es war ein ganz normaler Tag	55	300855	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
304,885	2	06MD_4099	68	Er ist bekannt wie ein bunter Hund	22	304885	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
307,913	2	06MD_4099	69	Er hegt einen Traum	33	307913	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
312,947	2	06MD_4099	70	### ### #### ##### ####	77	312947	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
316,986	2	06MD_4099	71	### ####### #### ##### #### ############	77	316986	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
321,015	2	06MD_4099	72	### ####### ###### ########### ##	77	321015	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
324,043	2	06MD_4099	73	Sie verbrachten ein entspanntes Wochenende	66	324043	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
328,077	2	06MD_4099	74	Er ist dumm wie Brot	11	328077	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
332,106	2	06MD_4099	75	## ##### ### ### #####	77	332106	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
337,135	2	06MD_4099	76	Sie hat die Weisheit mit Lšffeln gefressen	22	337135	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
344,174	2	06MD_4099	77	## ####### ##### #####	77	344174	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
349,204	2	06MD_4099	78	## ####### ## #########	77	349204	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
352,242	2	06MD_4099	79	#### ###### ######	77	352242	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
355,277	2	06MD_4099	80	Mir ist es das wert	66	355277	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
358,311	2	06MD_4099	81	Er ist wŸtend auf sie	44	358311	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
362,345	2	06MD_4099	82	Er ist darauf neutral	55	362345	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
368,373	2	06MD_4099	83	Findet er es schlecht?	88	368373	Nein	1792	923	22	4	9	9	9	9	9	9	9	9	correct
374,415	2	06MD_4099	84	### ##### ##### ##### ##### #### ### ##### ######	77	374415	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
381,443	2	06MD_4099	85	Hast du soeben viele Rautezeichen gesehen?	88	381443	Ja	2242	924	42	6	9	9	9	9	9	9	9	9	correct
391,478	2	06MD_4099	86	Er redete mit Engelszungen	33	391478	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
394,518	2	06MD_4099	87	### ### ########## ##########	77	394518	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
397,552	2	06MD_4099	88	Er ist Feuer und Flamme	33	397552	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
401,586	2	06MD_4099	89	## ### ####### ##### ######	77	401586	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
406,614	2	06MD_4099	90	Sie hat einen Geistesblitz	33	406614	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
412,654	2	06MD_4099	91	Sie ist unsterblich verliebt	33	412654	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
416,688	2	06MD_4099	92	Sie legt nicht jedes Wort auf die Goldwaage	22	416688	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
424,716	2	06MD_4099	93	Es ist Jacke wie Hose	22	424716	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
427,758	2	06MD_4099	94	Es geht um tŠgliche Aufgaben	55	427758	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
432,791	2	06MD_4099	95	Er nimmt es sich zu Herzen	22	432791	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
436,831	2	06MD_4099	96	Er fŠllt durch die AbschlussprŸfung	44	436831	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
440,86	2	06MD_4099	97	Er fŸhrt Bšses im Schilde	11	440860	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
443,888	2	06MD_4099	98	Er hintergeht sie	44	443888	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
449,922	2	06MD_4099	99	### #### #### ### ######	77	449922	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
453,954	2	06MD_4099	100	Sie lŠsst die Seele baumeln	33	453954	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
