onset	duration	Experiment - R1BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
125,588	2	06MD_4099	29	Sie ist im siebten Himmel	33	125588	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
129,622	2	06MD_4099	30	### ### #########	77	129622	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
132,649	2	06MD_4099	31	#### #### ##### ##########	77	132649	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
138,684	2	06MD_4099	32	Er grinst wie ein Honigkuchenpferd	33	138684	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
142,718	2	06MD_4099	33	Ihm ist Ùbel geworden	44	142718	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
146,747	2	06MD_4099	34	Sie ist stur wie ein Bock	11	146747	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
152,776	2	06MD_4099	35	Sie eroberte sein Herz	33	152776	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
160,811	2	06MD_4099	36	##### ##### ## ####### #### ########## ### ########	77	160811	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
163,851	2	06MD_4099	37	Hast du soeben einen Satz gelesen?	88	163851	Nein	2145	903	34	6	9	9	9	9	9	9	9	9	correct
168,891	2	06MD_4099	38	### ##### ##### ## ### ###### ####	77	168891	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
171,925	2	06MD_4099	39	Er ist ein anstrengender Mensch	44	171925	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
177,958	2	06MD_4099	40	Sie schaut ihn liebevoll an	66	177958	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
181,993	2	06MD_4099	41	### ### ##### ######## ###########	77	181993	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
185,021	2	06MD_4099	42	Er hatte Schwierigkeiten damit	44	185021	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
188,055	2	06MD_4099	43	Schaffte er es mit Leichtigkeit?	88	188055	Nein	2292	904	32	5	9	9	9	9	9	9	9	9	correct
194,095	2	06MD_4099	44	## ##### ### ##### ### #######	77	194095	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
200,123	2	06MD_4099	45	Er betrachtet es genau	55	200123	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
203,157	2	06MD_4099	46	Schaut er genau hin?	88	203157	Ja	1422	905	20	4	9	9	9	9	9	9	9	9	correct
209,198	2	06MD_4099	47	#### ## ### ##### #####	77	209198	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
213,226	2	06MD_4099	48	Es steht noch in den Sternen	22	213226	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
216,254	2	06MD_4099	49	Sie bricht ihm das Herz	11	216254	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
224,289	2	06MD_4099	50	Sie lassen Gras Ùber die Sache wachsen	22	224289	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
228,329	2	06MD_4099	51	Er lebt wie Gott in Frankreich	33	228329	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
232,358	2	06MD_4099	52	Sie haben sowohl _hnliche wie auch unterschiedliche Ansichten	55	232358	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
240,385	2	06MD_4099	53	Sie s_uft wie ein Loch	11	240385	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
243,425	2	06MD_4099	54	### #### ####### ##	77	243425	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
250,458	2	06MD_4099	55	## ### ##### ######	77	250458	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
253,49	2	06MD_4099	56	Sie gehen vor die Hunde	11	253490	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
257,524	2	06MD_4099	57	Er hat es faustdick hinter den Ohren	22	257524	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
261,552	2	06MD_4099	58	## ##### #### ####	77	261552	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
264,581	2	06MD_4099	59	Sie ist die Ehrlichkeit in Person	33	264581	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
267,615	2	06MD_4099	60	Sie veranstalten eine Party fÙr ihn	66	267615	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
272,648	2	06MD_4099	61	## ### #### ###### ### ### ########## ##	77	272648	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
275,687	2	06MD_4099	62	## #### #### #######	77	275687	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
278,722	2	06MD_4099	63	Sie wird herzlich begrÙ¤t	66	278722	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
282,755	2	06MD_4099	64	Sie lacht Ùber den Scherz	66	282755	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
287,784	2	06MD_4099	65	Weinte sie vor Trauer?	88	287784	Nein	1258	906	22	4	9	9	9	9	9	9	9	9	correct
293,83	2	06MD_4099	66	Sie ist nun ruhig	55	293830	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
300,858	2	06MD_4099	67	### ####### #### ###	77	300858	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
304,888	2	06MD_4099	68	## ### #### ###### ### ### ### ####### ########	77	304888	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
307,916	2	06MD_4099	69	## ## ##########	77	307916	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
312,95	2	06MD_4099	70	Sie denkt Ùber die Vor- und Nachteile nach	55	312950	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
316,99	2	06MD_4099	71	Er grinst Ùber beide Ohren	33	316990	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
321,019	2	06MD_4099	72	Sie ist ÙberglÙcklich deswegen	66	321019	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
324,046	2	06MD_4099	73	Sie lernte es mÙhelos	66	324046	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
328,081	2	06MD_4099	74	Er leidet unter der Trennung seiner Eltern	44	328081	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
332,109	2	06MD_4099	75	## ###### ###############	77	332109	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
337,137	2	06MD_4099	76	Sie ist unf_hig	44	337137	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
344,178	2	06MD_4099	77	Er schÙttet ihr sein Herz aus	22	344178	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
349,207	2	06MD_4099	78	#### ##### ##### ### ########	77	349207	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
352,247	2	06MD_4099	79	Sie schwitzte Blut und Wasser	11	352247	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
355,28	2	06MD_4099	80	### #### ## ### #####	77	355280	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
358,315	2	06MD_4099	81	Hast du soeben Rautezeichen gesehen?	88	358315	Nein	1658	907	36	5	9	9	9	9	9	9	9	9	incorrect
364,354	2	06MD_4099	82	Er verliert seine Arbeit	44	364354	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
370,383	2	06MD_4099	83	Sie macht ihr die H_lle hei¤	11	370383	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
374,417	2	06MD_4099	84	Es hat nichts damit zu tun	55	374417	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
381,446	2	06MD_4099	85	Er dreht das Rad der Zeit zurÙck	22	381446	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
389,475	2	06MD_4099	86	## ### ##### ######## ##### #########	77	389475	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
392,516	2	06MD_4099	87	### ##### ### #### #######	77	392516	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
395,549	2	06MD_4099	88	Sie kommt auf einen Sprung herein	22	395549	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
399,583	2	06MD_4099	89	Es hat sich nichts bei ihr ver_ndert	55	399583	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
404,611	2	06MD_4099	90	## #### #### #####	77	404611	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
410,651	2	06MD_4099	91	Sie bekommt einen Auftrag	55	410651	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
414,686	2	06MD_4099	92	Es ist gehÙpft wie gesprungen	22	414686	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
422,714	2	06MD_4099	93	Sie Ùberlegt sich wie sie weitermachen kann	55	422714	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
425,755	2	06MD_4099	94	Sie schaffen das ganz gut	66	425755	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
430,789	2	06MD_4099	95	Gelingt es ihnen?	88	430789	Ja	1501	908	17	3	9	9	9	9	9	9	9	9	correct
436,835	2	06MD_4099	96	Mir f_llt ein Stein vom Herzen	33	436835	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
440,863	2	06MD_4099	97	Er freundet sich mit ihm an	66	440863	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
443,892	2	06MD_4099	98	## ##### ### ### ###### ### ######	77	443892	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
449,925	2	06MD_4099	99	Er ist eine falsche Schlange	11	449925	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
453,958	2	06MD_4099	100	### ###### ### ##### ###	77	453958	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
