onset	duration	Experiment - R4DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
215,195	2	08Aw_4111	48	Sie verwirklicht nun ihren Wunsch	66	215195	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
219,223	2	08Aw_4111	49	Er feuerte ihn	11	219223	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
222,252	2	08Aw_4111	50	Er wird freundlich aufgenommen	66	222252	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
225,286	2	08Aw_4111	51	Sie versteht was er meint	55	225286	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
229,32	2	08Aw_4111	52	## ### ### ### #########	77	229320	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
232,349	2	08Aw_4111	53	### ##### ####### ### ### ### ######### #####	77	232349	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
237,383	2	08Aw_4111	54	Hast du soeben eine Buchstabenreihe gelesen?	88	237383	Nein	2263	904	44	6	9	9	9	9	9	9	9	9	correct
243,428	2	08Aw_4111	55	Mir fŠllt ein Stein vom Herzen	33	243428	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
249,456	2	08Aw_4111	56	Es ist nicht so schwierig	55	249456	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
252,491	2	08Aw_4111	57	### ###### ##### ######## #########	77	252491	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
256,525	2	08Aw_4111	58	### ##### ##### ### ### ## ######	77	256525	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
262,553	2	08Aw_4111	59	Er bringt sie zur Wei§glut	11	262553	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
266,588	2	08Aw_4111	60	Er ist darauf neutral	55	266588	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
269,616	2	08Aw_4111	61	Hat er etwas dagegen?	88	269616	Nein	1703	905	21	4	9	9	9	9	9	9	9	9	correct
276,656	2	08Aw_4111	62	### #### #### ### ######	77	276656	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
281,696	2	08Aw_4111	63	Das war eine schšne Erinnerung	66	281696	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
288,736	2	08Aw_4111	64	Sie beschŠftigt sich mit dem Thema	55	288736	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
292,765	2	08Aw_4111	65	Er hegt einen Traum	33	292765	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
296,794	2	08Aw_4111	66	Sie spuckte Gift und Galle	11	296794	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
304,822	2	08Aw_4111	67	####### ### ###### ######### ##### ####	77	304822	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
307,862	2	08Aw_4111	68	Sie lacht aus vollem Hals	33	307862	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
310,896	2	08Aw_4111	69	### ##### #### ##### ####	77	310896	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
317,93	2	08Aw_4111	70	Er hat seine Gelegenheit leider verpasst	44	317930	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
320,959	2	08Aw_4111	71	Er trŠumt in den Tag hinein	22	320959	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,994	2	08Aw_4111	72	### ####### #### ### ### ######## ### #########	77	323994	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
327,027	2	08Aw_4111	73	### #### ## ### #####	77	327027	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
332,06	2	08Aw_4111	74	Sie baut Luftschlšsser	22	332060	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
337,1	2	08Aw_4111	75	Das ist eine traurige Geschichte	44	337100	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
341,14	2	08Aw_4111	76	Ist die Geschichte witzig?	88	341140	Nein	2304	906	26	4	9	9	9	9	9	9	9	9	correct
346,175	2	08Aw_4111	77	Es steht noch in den Sternen	22	346175	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
350,209	2	08Aw_4111	78	Er merkt wie sich die Sachen entwickeln	55	350209	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
355,237	2	08Aw_4111	79	Sie hat lange darunter gelitten	44	355237	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
358,277	2	08Aw_4111	80	Sie lassen Gras Ÿber die Sache wachsen	22	358277	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
366,311	2	08Aw_4111	81	#### ### ########## #########	77	366311	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,352	2	08Aw_4111	82	Hast du soeben viele Rautezeichen gesehen?	88	373352	Ja	2188	907	42	6	9	9	9	9	9	9	9	9	correct
378,386	2	08Aw_4111	83	Er platzt vor Neid	11	378386	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
382,419	2	08Aw_4111	84	Sie geht an die Decke	11	382419	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
387,449	2	08Aw_4111	85	## ###### ###############	77	387449	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
392,489	2	08Aw_4111	86	### ##### ##### ##### ##### #### ### ##### ######	77	392489	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
395,528	2	08Aw_4111	87	Sie genie§t ihre Freizeit	66	395528	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
399,562	2	08Aw_4111	88	#### ###### ###### #######	77	399562	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
405,59	2	08Aw_4111	89	Sie wŠgt ihre Worte ab	22	405590	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
409,625	2	08Aw_4111	90	Er hat einen an der Birne	11	409625	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,653	2	08Aw_4111	91	Sie ist davon verwirrt	44	414653	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
418,693	2	08Aw_4111	92	### ##### ### #### #######	77	418693	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
425,722	2	08Aw_4111	93	## #### #### #####	77	425722	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,751	2	08Aw_4111	94	### ### ######### ### #####	77	428751	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
434,785	2	08Aw_4111	95	Wurden dir soeben Rautezeichen prŠsentiert?	88	434785	Ja	2058	908	43	5	9	9	9	9	9	9	9	9	correct
442,826	2	08Aw_4111	96	### #### ### ##### ######## ##	77	442826	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
445,86	2	08Aw_4111	97	#### ##### #### #####	77	445860	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
448,894	2	08Aw_4111	98	Er ist ein anstrengender Mensch	44	448894	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
451,927	2	08Aw_4111	99	Sie denkt Ÿber die Vor- und Nachteile nach	55	451927	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
459,961	2	08Aw_4111	100	### ### ## ### ##### ###### #####	77	459961	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
