onset	duration	Experiment - R6DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
94,362	2	08Aw_4111	23	Sie steckt bis Ÿber die Ohren in Schulden	11	94362	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
97,391	2	08Aw_4111	24	### ### #### ### #####	77	97391	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
100,425	2	08Aw_4111	25	Hast du soeben viele Rautezeichen gesehen?	88	100425	Ja	2093	918	42	6	9	9	9	9	9	9	9	9	correct
107,465	2	08Aw_4111	26	Er leidet unter der Trennung seiner Eltern	44	107465	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
110,505	2	08Aw_4111	27	## ##### ## #### ### #####	77	110505	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
116,538	2	08Aw_4111	28	Er lebt wie Gott in Frankreich	33	116538	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
123,573	2	08Aw_4111	29	Er ist auf seinen Sohn sehr stolz	66	123573	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
128,602	2	08Aw_4111	30	Er hat es faustdick hinter den Ohren	22	128602	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
132,642	2	08Aw_4111	31	Sie schaut ihn liebevoll an	66	132642	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
135,671	2	08Aw_4111	32	## ##### ### ### #####	77	135671	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
138,703	2	08Aw_4111	33	## #### #### #######	77	138703	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
141,738	2	08Aw_4111	34	Sie schlŠft gut	66	141738	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
144,772	2	08Aw_4111	35	## ##### ### ##### ### #######	77	144772	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
147,806	2	08Aw_4111	36	Sie lacht Ÿber den Scherz	66	147806	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
150,84	2	08Aw_4111	37	Sie ist nur noch Haut und Knochen	11	150840	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
153,873	2	08Aw_4111	38	#### ### ##### #### ####	77	153873	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
156,908	2	08Aw_4111	39	### ######### #### ########### ### ### ######	77	156908	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
161,941	2	08Aw_4111	40	Sie schert sich zum Teufel	11	161941	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
169,981	2	08Aw_4111	41	Verschwindet sie fŸr eine lange Zeit? 	88	169981	Ja	3560	919	37	6	9	9	9	9	9	9	9	9	correct
176,027	2	08Aw_4111	42	Alles ist in Ordnung	66	176027	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
183,055	2	08Aw_4111	43	### ####### #### ######## ## ###	77	183055	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
186,085	2	08Aw_4111	44	Sie lŠsst die Seele baumeln	33	186085	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
190,119	2	08Aw_4111	45	## ####### ## #########	77	190119	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
198,147	2	08Aw_4111	46	Wurde dir soeben ein Satz prŠsentiert?	88	198147	Nein	1825	920	38	6	9	9	9	9	9	9	9	9	correct
203,193	2	08Aw_4111	47	Sie holt fŸr ihn die Sterne vom Himmel	33	203193	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
208,228	2	08Aw_4111	48	Er erinnert sich an die letzte Woche	55	208228	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
211,267	2	08Aw_4111	49	Sie hat die Weisheit mit Lšffeln gefressen	22	211267	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
216,299	2	08Aw_4111	50	Ist sie sehr dumm?	88	216299	Nein	2689	921	18	4	9	9	9	9	9	9	9	9	correct
225,347	2	08Aw_4111	51	## ### ##### ######	77	225347	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
228,376	2	08Aw_4111	52	#### ###### ####### #########	77	228376	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
231,41	2	08Aw_4111	53	Sie redet Klartext	22	231410	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
237,444	2	08Aw_4111	54	#### ## ### ##### ######	77	237444	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
240,478	2	08Aw_4111	55	## ##### ###### ###########	77	240478	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
245,511	2	08Aw_4111	56	Sie machen heute ein Picknick am Strand	66	245511	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
250,552	2	08Aw_4111	57	Sie bespricht die Angelegenheit mit ihren Kollegen	55	250552	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
255,591	2	08Aw_4111	58	Das ist beruhigend	66	255591	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
259,631	2	08Aw_4111	59	Sie ist ihr ein Dorn im Auge	11	259631	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
264,66	2	08Aw_4111	60	Freut sie sich Ÿber sie?	88	264660	Nein	2198	922	24	5	9	9	9	9	9	9	9	9	correct
273,706	2	08Aw_4111	61	## #### #### ##### ### ### #####	77	273706	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
279,735	2	08Aw_4111	62	Er kontrolliert gerade den Ablauf	55	279735	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
285,769	2	08Aw_4111	63	Mir ist es das wert	66	285769	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
288,804	2	08Aw_4111	64	Sie ist stur wie ein Bock	11	288804	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
292,837	2	08Aw_4111	65	Er ist ein Waschlappen	11	292837	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
298,866	2	08Aw_4111	66	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	298866	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
304,901	2	08Aw_4111	67	### #### #### #### ###### ######	77	304901	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
307,936	2	08Aw_4111	68	## ### #### ###### ### ### ### ####### ########	77	307936	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
310,968	2	08Aw_4111	69	Sie sŠuft wie ein Loch	11	310968	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
316,002	2	08Aw_4111	70	Trinkt sie viel?	88	316002	Ja	1435	923	16	3	9	9	9	9	9	9	9	9	correct
326,049	2	08Aw_4111	71	Sie schwitzte Blut und Wasser	11	326049	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
329,089	2	08Aw_4111	72	Sie ist in der BlŸte ihrer Jahre	33	329089	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
335,123	2	08Aw_4111	73	### ### #### ##### ####	77	335123	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
338,157	2	08Aw_4111	74	Er nimmt es sich zu Herzen	22	338157	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
342,191	2	08Aw_4111	75	Er denkt jetzt daran	55	342191	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
347,22	2	08Aw_4111	76	Er ist wie aus dem Ei gepellt	33	347220	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
351,259	2	08Aw_4111	77	Sie hŠlt ihre Zunge im Zaum	22	351259	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
354,288	2	08Aw_4111	78	Sie lag erschšpft im Bett	44	354288	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
359,321	2	08Aw_4111	79	#### ##### ##### ##### ####	77	359321	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
365,361	2	08Aw_4111	80	## ##### #### ####	77	365361	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
368,396	2	08Aw_4111	81	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	368396	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
374,43	2	08Aw_4111	82	Sie hat einen Geistesblitz	33	374430	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
381,464	2	08Aw_4111	83	Er betrachtet es genau	55	381464	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
385,493	2	08Aw_4111	84	## ### ###### ######	77	385493	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
388,522	2	08Aw_4111	85	Sie ist zŠh wie Leder	22	388522	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
391,556	2	08Aw_4111	86	Sie ist im siebten Himmel	33	391556	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
396,589	2	08Aw_4111	87	Ist sie sehr verliebt?	88	396589	Ja	1117	924	22	4	9	9	9	9	9	9	9	9	correct
402,635	2	08Aw_4111	88	### ##### #### ##### ##### ## #####	77	402635	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
407,665	2	08Aw_4111	89	##### ##### ## ####### #### ########## ### ########	77	407665	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
412,703	2	08Aw_4111	90	## ##### ### ### ###### ### ######	77	412703	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
415,743	2	08Aw_4111	91	Das war eine schwierige Entscheidung	44	415743	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
423,777	2	08Aw_4111	92	Sie ist sehr unaufrichtig	44	423777	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
427,818	2	08Aw_4111	93	Er grinst wie ein Honigkuchenpferd	33	427818	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
432,846	2	08Aw_4111	94	Sie erzŠhlt was passiert ist	55	432846	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
437,886	2	08Aw_4111	95	## ####### ##### #####	77	437886	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
440,926	2	08Aw_4111	96	### ####### ##### #######	77	440926	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
443,96	2	08Aw_4111	97	Er schwimmt im Geld	33	443960	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
449,993	2	08Aw_4111	98	### #### ####### ##	77	449993	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
453,028	2	08Aw_4111	99	Er hat im Lotto gewonnen	66	453028	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
459,061	2	08Aw_4111	100	Sie holt sich den Tod	11	459061	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
