onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
272,645	2	05dp_4098	61	##### ##### ##### ##### #### ####	77	272645	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
275,683	2	05dp_4098	62	### ### ########## ##########	77	275683	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
278,717	2	05dp_4098	63	Er fŸhlt sich entspannt und locker	66	278717	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
282,752	2	05dp_4098	64	Sie fŸhlt sich sorglos	66	282752	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
287,779	2	05dp_4098	65	Ist sie unbeschwert?	88	287779	keine	0	906	20	3	9	9	9	9	9	9	9	9	miss
293,826	2	05dp_4098	66	Es wurde heute aufgerŠumt	55	293826	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
300,854	2	05dp_4098	67	### ##### #### ##### ##### ## #####	77	300854	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
304,884	2	05dp_4098	68	#### ### ########## #########	77	304884	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
307,912	2	05dp_4098	69	## ### ##### ######	77	307912	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
312,947	2	05dp_4098	70	Es macht keinen Unterschied fŸr ihn	55	312947	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
316,986	2	05dp_4098	71	Sie eroberte sein Herz	33	316986	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
321,015	2	05dp_4098	72	Er wird freundlich aufgenommen	66	321015	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
324,043	2	05dp_4098	73	Sie lacht Ÿber den Scherz	66	324043	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
328,077	2	05dp_4098	74	Das ist eine traurige Geschichte	44	328077	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
332,106	2	05dp_4098	75	#### #### ### ##### ### #####	77	332106	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
337,134	2	05dp_4098	76	Er fŠllt durch die AbschlussprŸfung	44	337134	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
344,173	2	05dp_4098	77	Es ist in aller Munde	22	344173	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
349,203	2	05dp_4098	78	## ### ##### ############	77	349203	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
352,243	2	05dp_4098	79	Er hat bei ihm verspielt	11	352243	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
355,277	2	05dp_4098	80	#### ## ### ##### #####	77	355277	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
358,311	2	05dp_4098	81	Hast du soeben viele Dreiecke gesehen?	88	358311	keine	0	907	38	6	9	9	9	9	9	9	9	9	miss
364,35	2	05dp_4098	82	Er leidet unter der Trennung seiner Eltern	44	364350	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
370,379	2	05dp_4098	83	Ihr lŠuft die Galle Ÿber	11	370379	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
374,413	2	05dp_4098	84	Es ist nicht so schwierig	55	374413	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
381,441	2	05dp_4098	85	Er spitzte die Ohren	22	381441	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
389,471	2	05dp_4098	86	## ##### ###### ##### #####	77	389471	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
392,511	2	05dp_4098	87	## ## ##########	77	392511	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
395,546	2	05dp_4098	88	Er plaudert aus dem NŠhkŠstchen	22	395546	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
399,579	2	05dp_4098	89	Sie beschŠftigt sich mit dem Thema	55	399579	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
404,608	2	05dp_4098	90	### #### ####### ##	77	404608	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
410,647	2	05dp_4098	91	Er denkt jetzt daran	55	410647	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
414,681	2	05dp_4098	92	Er ist Ÿber alle Berge	22	414681	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
422,711	2	05dp_4098	93	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	422711	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
425,751	2	05dp_4098	94	Sie schlŠft gut	66	425751	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
430,784	2	05dp_4098	95	Hat sie einen gesunden Schlaf?	88	430784	keine	0	908	30	5	9	9	9	9	9	9	9	9	miss
436,831	2	05dp_4098	96	Sie ist fit wie ein Turnschuh	33	436831	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
440,859	2	05dp_4098	97	Er gewinnt neues Selbstvertrauen	66	440859	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
443,888	2	05dp_4098	98	### ##### ### ####### ####	77	443888	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
449,922	2	05dp_4098	99	Sie schwitzte Blut und Wasser	11	449922	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
453,956	2	05dp_4098	100	#### ###### ####### #########	77	453956	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
