onset	duration	Experiment - R3AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
247,469	2	05dp_4098	56	Hast du soeben viele Rautezeichen gesehen?	88	247469	Ja	1958	911	42	6	9	9	9	9	9	9	9	9	correct
253,509	2	05dp_4098	57	Alles lŠuft wie immer	55	253509	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
257,537	2	05dp_4098	58	Er ist darauf neutral	55	257537	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
260,566	2	05dp_4098	59	Ist er dagegen?	88	260566	Nein	1899	912	15	3	9	9	9	9	9	9	9	9	correct
265,606	2	05dp_4098	60	## ##### ### ##### ### #######	77	265606	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
270,639	2	05dp_4098	61	Er steht im Zenit seines Lebens	33	270639	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
273,679	2	05dp_4098	62	### ###### #######	77	273679	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
276,713	2	05dp_4098	63	### ### #### ### #####	77	276713	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
280,747	2	05dp_4098	64	Sie veranstalten eine Party fŸr ihn	66	280747	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
285,776	2	05dp_4098	65	Er kommt Ÿber die Runden	22	285776	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
289,815	2	05dp_4098	66	Er ist Feuer und Flamme	33	289815	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
296,844	2	05dp_4098	67	Sie schert sich zum Teufel	11	296844	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
300,873	2	05dp_4098	68	Er ist daran verzweifelt	44	300873	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
303,902	2	05dp_4098	69	## ### ######### #####	77	303902	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
308,936	2	05dp_4098	70	### #### ### ##### ######## ##	77	308936	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
312,975	2	05dp_4098	71	### #### #### #########	77	312975	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
317,004	2	05dp_4098	72	Sie baut Luftschlšsser	22	317004	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
320,032	2	05dp_4098	73	Das ist beruhigend	66	320032	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
324,066	2	05dp_4098	74	Wird man davon nervšs?	88	324066	Nein	2712	913	22	4	9	9	9	9	9	9	9	9	correct
330,101	2	05dp_4098	75	Sie kommt auf einen Sprung herein	22	330101	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	7	miss
335,13	2	05dp_4098	76	#### #### ###### ##### ####	77	335130	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
342,169	2	05dp_4098	77	Wurde dir soeben ein Satz prŠsentiert?	88	342169	Ja	3488	914	38	6	9	9	9	9	9	9	9	9	incorrect
349,204	2	05dp_4098	78	Sie strukturiert ihre Arbeit	55	349204	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
352,244	2	05dp_4098	79	Sie haben einen Bericht geschrieben	55	352244	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
355,278	2	05dp_4098	80	Sie ist unsterblich verliebt	33	355278	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
358,312	2	05dp_4098	81	Empfindet sie gro§e Zuneigung?	88	358312	Ja	1726	915	30	4	9	9	9	9	9	9	9	9	correct
364,352	2	05dp_4098	82	Er betrachtet es genau	55	364352	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
370,379	2	05dp_4098	83	#### #### ##### ##########	77	370379	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
374,415	2	05dp_4098	84	### ##### ### ##### ####	77	374415	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
381,443	2	05dp_4098	85	### ### ## ### ##### ###### #####	77	381443	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
389,473	2	05dp_4098	86	## ### ### ### ### ### ####### ##	77	389473	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
392,512	2	05dp_4098	87	Er hintergeht sie	44	392512	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
395,546	2	05dp_4098	88	Wird sie betrogen?	88	395546	Ja	1224	916	18	3	9	9	9	9	9	9	9	9	correct
401,586	2	05dp_4098	89	Sie sŠuft wie ein Loch	11	401586	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
406,614	2	05dp_4098	90	### ###### ##### ######## #########	77	406614	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
412,654	2	05dp_4098	91	Sie lassen Gras Ÿber die Sache wachsen	22	412654	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
416,689	2	05dp_4098	92	Er genie§t die Gesellschaft	66	416689	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
424,718	2	05dp_4098	93	Sie ist die Ehrlichkeit in Person	33	424718	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
427,758	2	05dp_4098	94	## ### ###### ######	77	427758	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
432,792	2	05dp_4098	95	Er hat es faustdick hinter den Ohren	22	432792	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
436,832	2	05dp_4098	96	Sie gehen vor die Hunde	11	436832	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
440,86	2	05dp_4098	97	Sie geht an die Decke	11	440860	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
443,889	2	05dp_4098	98	## ### ### ### #########	77	443889	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
449,923	2	05dp_4098	99	Sie lacht aus vollem Hals	33	449923	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
453,957	2	05dp_4098	100	## ######## ##### #####	77	453957	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
