onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
70,219	2	19ag_4146221	19	Er folgt der Stimme seines Herzens	33	70219	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
76,252	2	19ag_4146221	20	Er ist daran verzweifelt	44	76252	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
83,287	2	19ag_4146221	21	Sie reagierte enthusiastisch auf den Vorschlag	66	83287	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
90,316	2	19ag_4146221	22	Sie lag erschšpft im Bett	44	90316	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
94,345	2	19ag_4146221	23	Er prŸgelte ihm die Seele aus dem Leib	11	94345	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
97,374	2	19ag_4146221	24	## ### ### ### ### ### ####### ##	77	97374	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
100,408	2	19ag_4146221	25	Hast du soeben viele Rautezeichen gesehen?	88	100408	Ja	1893	918	42	6	9	9	9	9	9	9	9	9	correct
107,448	2	19ag_4146221	26	Er ist ein anstrengender Mensch	44	107448	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
110,487	2	19ag_4146221	27	### ##### ##### ### ### ## ######	77	110487	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
116,521	2	19ag_4146221	28	Er ist Feuer und Flamme	33	116521	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
123,555	2	19ag_4146221	29	Er gewinnt neues Selbstvertrauen	66	123555	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
128,584	2	19ag_4146221	30	Er ist Ÿber alle Berge	22	128584	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
132,624	2	19ag_4146221	31	Sie wird herzlich begrŸ§t	66	132624	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
135,653	2	19ag_4146221	32	## ####### ##### #####	77	135653	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
138,687	2	19ag_4146221	33	### #### #### ### ######	77	138687	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
141,721	2	19ag_4146221	34	Sie ist ŸberglŸcklich deswegen	66	141721	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
144,754	2	19ag_4146221	35	#### ### ##### #### ####	77	144754	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
147,788	2	19ag_4146221	36	Sie genie§t ihre Freizeit	66	147788	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
150,822	2	19ag_4146221	37	Er platzt vor Neid	11	150822	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
153,856	2	19ag_4146221	38	### ##### #### ##### ####	77	153856	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
156,89	2	19ag_4146221	39	### ### ##### ### #### #####	77	156890	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
161,923	2	19ag_4146221	40	Er lŠsst kein gutes Haar daran	11	161923	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
169,963	2	19ag_4146221	41	†bt er viel Kritik daran?	88	169963	Ja	3322	919	25	5	9	9	9	9	9	9	9	9	correct
176,01	2	19ag_4146221	42	Sie machen heute ein Picknick am Strand	66	176010	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
183,039	2	19ag_4146221	43	### ######### #### ########### ### ### ######	77	183039	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
186,066	2	19ag_4146221	44	Es wŠchst ihr ans Herz	33	186066	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
190,101	2	19ag_4146221	45	##### ##### ##### ##### #### ####	77	190101	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
198,13	2	19ag_4146221	46	Hast du soeben mehrere Dreiecke gesehen?	88	198130	Nein	3706	920	40	6	9	9	9	9	9	9	9	9	correct
203,175	2	19ag_4146221	47	Es ist eine Augenweide	33	203175	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
208,209	2	19ag_4146221	48	Er bereitet sich darauf vor	55	208209	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
211,249	2	19ag_4146221	49	Sie ist zŠh wie Leder	22	211249	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
216,283	2	19ag_4146221	50	Ist sie sehr zart?	88	216283	Nein	3197	921	18	4	9	9	9	9	9	9	9	9	correct
225,326	2	19ag_4146221	51	## ##### #### ####	77	225326	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
228,358	2	19ag_4146221	52	### ##### ### ##### ####	77	228358	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
231,392	2	19ag_4146221	53	Es ist gehŸpft wie gesprungen	22	231392	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
237,426	2	19ag_4146221	54	### ##### #### ##### ##### ## #####	77	237426	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
240,46	2	19ag_4146221	55	## ### ## ######### ###### ### #####	77	240460	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
245,494	2	19ag_4146221	56	Er hat im Lotto gewonnen	66	245494	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
250,534	2	19ag_4146221	57	Es hat sich nichts bei ihr verŠndert	55	250534	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
255,574	2	19ag_4146221	58	Er freundet sich mit ihm an	66	255574	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
259,613	2	19ag_4146221	59	Sie bricht ihm das Herz	11	259613	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
264,641	2	19ag_4146221	60	Macht sie ihn traurig?	88	264641	Ja	2900	922	22	4	9	9	9	9	9	9	9	9	correct
273,687	2	19ag_4146221	61	## ##### ### ##### ### #######	77	273687	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
279,717	2	19ag_4146221	62	Sie macht einen Vorschlag	55	279717	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
285,751	2	19ag_4146221	63	Er ist auf seinen Sohn sehr stolz	66	285751	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
288,785	2	19ag_4146221	64	Er ist ein Waschlappen	11	288785	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
292,819	2	19ag_4146221	65	Sie ist ihr ein Dorn im Auge	11	292819	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
298,847	2	19ag_4146221	66	Er wird den ganzen Tag in der Schule geŠrgert	44	298847	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
304,883	2	19ag_4146221	67	### ##### ##### ##### ##### #### ### ##### ######	77	304883	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
307,917	2	19ag_4146221	68	#### ## ### ##### #####	77	307917	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
310,95	2	19ag_4146221	69	Er fŸhrt Bšses im Schilde	11	310950	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
315,984	2	19ag_4146221	70	Hat er gute Absichten?	88	315984	Nein	2182	923	22	4	9	9	9	9	9	9	9	9	correct
326,029	2	19ag_4146221	71	Sie geht an die Decke	11	326029	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
329,071	2	19ag_4146221	72	Er steht im Zenit seines Lebens	33	329071	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
335,103	2	19ag_4146221	73	#### ###### ######	77	335103	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
338,139	2	19ag_4146221	74	Er kommt Ÿber die Runden	22	338139	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
342,173	2	19ag_4146221	75	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	342173	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
347,201	2	19ag_4146221	76	Sie ist im siebten Himmel	33	347201	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
351,241	2	19ag_4146221	77	Sie trŠgt das Herz auf der Zunge	22	351241	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
354,269	2	19ag_4146221	78	Sie ist Ÿberarbeitet	44	354269	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
359,304	2	19ag_4146221	79	### ### ##### ######## ###########	77	359304	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
365,343	2	19ag_4146221	80	### ### ##### #########	77	365343	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
368,376	2	19ag_4146221	81	Er betrachtet es genau	55	368376	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
374,411	2	19ag_4146221	82	Sie ist die Ehrlichkeit in Person	33	374411	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
381,447	2	19ag_4146221	83	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	381447	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
385,476	2	19ag_4146221	84	##### ##### #### ###### ##### ######## ###### ####	77	385476	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
388,503	2	19ag_4146221	85	Er ist ein alter Hase	22	388503	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
391,537	2	19ag_4146221	86	Er lŠsst sein Herz sprechen	33	391537	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
396,571	2	19ag_4146221	87	LŠsst er sich von seinen GefŸhlen leiten?	88	396571	Ja	3104	924	41	7	9	9	9	9	9	9	9	9	correct
402,617	2	19ag_4146221	88	### ####### #### ##### #### ############	77	402617	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
407,644	2	19ag_4146221	89	### #### ########	77	407644	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
412,685	2	19ag_4146221	90	## ### ##### ######	77	412685	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
415,725	2	19ag_4146221	91	Er fŠllt durch die AbschlussprŸfung	44	415725	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
423,759	2	19ag_4146221	92	Er fŸhlt sich nicht wohl	44	423759	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
427,799	2	19ag_4146221	93	Sie hat einen Geistesblitz	33	427799	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
432,828	2	19ag_4146221	94	Es macht keinen Unterschied fŸr ihn	55	432828	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
437,867	2	19ag_4146221	95	#### #### ###### ##### ####	77	437867	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
440,906	2	19ag_4146221	96	### ###### ##### ######## #########	77	440906	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
443,941	2	19ag_4146221	97	Sie ist fit wie ein Turnschuh	33	443941	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
449,975	2	19ag_4146221	98	## ##### ###### ###########	77	449975	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
453,008	2	19ag_4146221	99	Alles ist in Ordnung	66	453008	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
459,042	2	19ag_4146221	100	Sie steckt bis Ÿber die Ohren in Schulden	11	459042	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
