onset	duration	Experiment - R5CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
100,351	2	03TB__4072	22	Er ist bekannt wie ein bunter Hund	22	100351	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
103,385	2	03TB__4072	23	Es wurde heute aufgerŠumt	55	103385	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
106,419	2	03TB__4072	24	## ### ######### #####	77	106419	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
110,453	2	03TB__4072	25	Sie hat Geld ohne Ende	33	110453	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
117,481	2	03TB__4072	26	### ####### #### ######## ## ###	77	117481	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
120,51	2	03TB__4072	27	Sie hat einen Schnupfen	44	120510	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
123,544	2	03TB__4072	28	Sie ist unfŠhig	44	123544	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
126,578	2	03TB__4072	29	Er schreibt seine Gedanken auf	55	126578	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
129,612	2	03TB__4072	30	Er spaziert durch die Sonne	66	129612	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
136,646	2	03TB__4072	31	Er wird freundlich aufgenommen	66	136646	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
140,675	2	03TB__4072	32	Alles lŠuft wie immer	55	140675	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
145,703	2	03TB__4072	33	Er plaudert aus dem NŠhkŠstchen	22	145703	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
149,744	2	03TB__4072	34	Plaudert er Geheimnisse aus?	88	149744	Ja	1977	912	28	4	9	9	9	9	9	9	9	9	correct
155,778	2	03TB__4072	35	### #### #### #########	77	155778	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
158,806	2	03TB__4072	36	#### ##### #### #####	77	158806	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
163,84	2	03TB__4072	37	Er denkt jetzt daran	55	163840	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
166,88	2	03TB__4072	38	#### ###### #########	77	166880	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
170,914	2	03TB__4072	39	Sie macht sich Sorgen um ihre Zukunft	44	170914	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,943	2	03TB__4072	40	Er ist bis Ÿber beide Ohren verliebt	33	177943	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
182,972	2	03TB__4072	41	Es hat nichts damit zu tun	55	182972	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
189,011	2	03TB__4072	42	##### ##### ## ####### #### ########## ### ########	77	189011	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
195,046	2	03TB__4072	43	Sie ist davon verwirrt	44	195046	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
202,08	2	03TB__4072	44	#### #### ##### ##########	77	202080	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
205,11	2	03TB__4072	45	Das war eine schšne Erinnerung	66	205110	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
210,143	2	03TB__4072	46	Er feuerte ihn	11	210143	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
214,184	2	03TB__4072	47	Er grinst wie ein Honigkuchenpferd	33	214184	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
219,212	2	03TB__4072	48	Sie redet Klartext	22	219212	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
225,252	2	03TB__4072	49	Sie macht ihr die Hšlle hei§	11	225252	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
228,286	2	03TB__4072	50	Sie versteht was er meint	55	228286	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
232,32	2	03TB__4072	51	Sie bekommt einen Auftrag	55	232320	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
235,348	2	03TB__4072	52	### ###### ### ##### ###	77	235348	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
239,382	2	03TB__4072	53	Sie sieht alles schwarz	11	239382	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
243,411	2	03TB__4072	54	Sie lacht Ÿber den Scherz	66	243411	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
246,439	2	03TB__4072	55	Sie fŸhlt sich gesund und aktiv	66	246439	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
251,473	2	03TB__4072	56	Sie machte ihn zur Sau	11	251473	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
256,512	2	03TB__4072	57	## ### ##### ############	77	256512	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
264,553	2	03TB__4072	58	## ##### ### #####	77	264553	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
268,593	2	03TB__4072	59	Sie ist nun ruhig	55	268593	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
271,622	2	03TB__4072	60	Er ist dumm wie Brot	11	271622	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
274,655	2	03TB__4072	61	#### ###### ####### #####	77	274655	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
277,689	2	03TB__4072	62	Sie schert sich zum Teufel	11	277689	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
284,723	2	03TB__4072	63	Sie baut Luftschlšsser	22	284723	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
287,752	2	03TB__4072	64	## ## ##########	77	287752	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
290,786	2	03TB__4072	65	## ######## ##### #####	77	290786	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
296,82	2	03TB__4072	66	#### #### ### ##### ### #####	77	296820	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
301,854	2	03TB__4072	67	Er ist wie aus dem Ei gepellt	33	301854	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
304,894	2	03TB__4072	68	Er hat einen guten Draht zu ihm	33	304894	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
307,929	2	03TB__4072	69	Das war eine schwierige Entscheidung	44	307929	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
312,962	2	03TB__4072	70	Er ist eine falsche Schlange	11	312962	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
319,003	2	03TB__4072	71	### ####### #### ### ### ######## ### #########	77	319003	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
325,037	2	03TB__4072	72	## ##### ###### ##### #####	77	325037	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
329,071	2	03TB__4072	73	Sie wŠgt ihre Worte ab	22	329071	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
334,1	2	03TB__4072	74	Er schŸttet ihr sein Herz aus	22	334100	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
340,139	2	03TB__4072	75	### #### ## ### #####	77	340139	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
343,174	2	03TB__4072	76	### #### ####### ##	77	343174	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
346,208	2	03TB__4072	77	Sie ist stur wie ein Bock	11	346208	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
350,242	2	03TB__4072	78	Ist sie sehr nachgiebig?	88	350242	keine	0	913	24	4	9	9	9	9	9	9	9	9	miss
357,275	2	03TB__4072	79	Es ist Jacke wie Hose	22	357275	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
361,316	2	03TB__4072	80	Er ist wŸtend auf sie	44	361316	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
366,344	2	03TB__4072	81	Er schweigt wie ein Grab	22	366344	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
369,383	2	03TB__4072	82	VerrŠt er das Geheimnis?	88	369383	warning	1603	914	24	4	9	9	9	9	9	9	9	9	miss
374,424	2	03TB__4072	83	Sie holt fŸr ihn die Sterne vom Himmel	33	374424	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
377,458	2	03TB__4072	84	#### ###### ###### #######	77	377458	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
380,492	2	03TB__4072	85	Ihr lŠuft die Galle Ÿber	11	380492	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
385,525	2	03TB__4072	86	Mir fŠllt ein Stein vom Herzen	33	385525	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
391,565	2	03TB__4072	87	Bin ich erleichtert?	88	391565	Ja	1581	915	20	3	9	9	9	9	9	9	9	9	correct
398,606	2	03TB__4072	88	### ##### ### ####### ####	77	398606	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
401,645	2	03TB__4072	89	Sie kommt auf einen Sprung herein	22	401645	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
408,679	2	03TB__4072	90	Sie lernte es mŸhelos	66	408679	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
413,709	2	03TB__4072	91	Er genie§t die Gesellschaft	66	413709	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
416,748	2	03TB__4072	92	### #### ##### ######## #### ###	77	416748	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
422,783	2	03TB__4072	93	Sie bespricht die Angelegenheit mit ihren Kollegen	55	422783	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
430,817	2	03TB__4072	94	HŠlt sie die Angelegenheit geheim?	88	430817	Nein	1989	916	34	5	9	9	9	9	9	9	9	9	correct
439,863	2	03TB__4072	95	Er ist total zufrieden mit sich	66	439863	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
442,891	2	03TB__4072	96	Das ist beruhigend	66	442891	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
445,927	2	03TB__4072	97	## ### #### ###### ### ### ########## ##	77	445927	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
448,96	2	03TB__4072	98	Er hatte Schwierigkeiten damit	44	448960	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
453,994	2	03TB__4072	99	## ### ##### ######## ##### #########	77	453994	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
459,034	2	03TB__4072	100	Sie eroberte sein Herz	33	459034	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
