onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
128,587	2	03TB__4072	30	Er ist Ÿber alle Berge	22	128587	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
132,626	2	03TB__4072	31	Sie wird herzlich begrŸ§t	66	132626	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
135,655	2	03TB__4072	32	## ####### ##### #####	77	135655	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
138,689	2	03TB__4072	33	### #### #### ### ######	77	138689	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
141,723	2	03TB__4072	34	Sie ist ŸberglŸcklich deswegen	66	141723	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
144,757	2	03TB__4072	35	#### ### ##### #### ####	77	144757	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
147,79	2	03TB__4072	36	Sie genie§t ihre Freizeit	66	147790	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
150,824	2	03TB__4072	37	Er platzt vor Neid	11	150824	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
153,858	2	03TB__4072	38	### ##### #### ##### ####	77	153858	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
156,892	2	03TB__4072	39	### ### ##### ### #### #####	77	156892	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
161,926	2	03TB__4072	40	Er lŠsst kein gutes Haar daran	11	161926	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
169,966	2	03TB__4072	41	†bt er viel Kritik daran?	88	169966	Nein	2179	919	25	5	9	9	9	9	9	9	9	9	incorrect
176,012	2	03TB__4072	42	Sie machen heute ein Picknick am Strand	66	176012	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
183,041	2	03TB__4072	43	### ######### #### ########### ### ### ######	77	183041	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
186,069	2	03TB__4072	44	Es wŠchst ihr ans Herz	33	186069	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
190,104	2	03TB__4072	45	##### ##### ##### ##### #### ####	77	190104	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
198,132	2	03TB__4072	46	Hast du soeben mehrere Dreiecke gesehen?	88	198132	Nein	2313	920	40	6	9	9	9	9	9	9	9	9	correct
203,178	2	03TB__4072	47	Es ist eine Augenweide	33	203178	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
208,212	2	03TB__4072	48	Er bereitet sich darauf vor	55	208212	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
211,252	2	03TB__4072	49	Sie ist zŠh wie Leder	22	211252	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
216,286	2	03TB__4072	50	Ist sie sehr zart?	88	216286	Nein	2398	921	18	4	9	9	9	9	9	9	9	9	correct
225,329	2	03TB__4072	51	## ##### #### ####	77	225329	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
228,361	2	03TB__4072	52	### ##### ### ##### ####	77	228361	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
231,395	2	03TB__4072	53	Es ist gehŸpft wie gesprungen	22	231395	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
237,429	2	03TB__4072	54	### ##### #### ##### ##### ## #####	77	237429	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
240,463	2	03TB__4072	55	## ### ## ######### ###### ### #####	77	240463	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
245,497	2	03TB__4072	56	Er hat im Lotto gewonnen	66	245497	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
250,537	2	03TB__4072	57	Es hat sich nichts bei ihr verŠndert	55	250537	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
255,577	2	03TB__4072	58	Er freundet sich mit ihm an	66	255577	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
259,616	2	03TB__4072	59	Sie bricht ihm das Herz	11	259616	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
264,644	2	03TB__4072	60	Macht sie ihn traurig?	88	264644	Ja	1480	922	22	4	9	9	9	9	9	9	9	9	correct
273,691	2	03TB__4072	61	## ##### ### ##### ### #######	77	273691	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
279,72	2	03TB__4072	62	Sie macht einen Vorschlag	55	279720	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
285,755	2	03TB__4072	63	Er ist auf seinen Sohn sehr stolz	66	285755	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
288,788	2	03TB__4072	64	Er ist ein Waschlappen	11	288788	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
292,823	2	03TB__4072	65	Sie ist ihr ein Dorn im Auge	11	292823	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
298,851	2	03TB__4072	66	Er wird den ganzen Tag in der Schule geŠrgert	44	298851	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
304,886	2	03TB__4072	67	### ##### ##### ##### ##### #### ### ##### ######	77	304886	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
307,92	2	03TB__4072	68	#### ## ### ##### #####	77	307920	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
310,954	2	03TB__4072	69	Er fŸhrt Bšses im Schilde	11	310954	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
315,988	2	03TB__4072	70	Hat er gute Absichten?	88	315988	Nein	1332	923	22	4	9	9	9	9	9	9	9	9	correct
326,033	2	03TB__4072	71	Sie geht an die Decke	11	326033	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
329,074	2	03TB__4072	72	Er steht im Zenit seines Lebens	33	329074	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
335,107	2	03TB__4072	73	#### ###### ######	77	335107	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
338,143	2	03TB__4072	74	Er kommt Ÿber die Runden	22	338143	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
342,177	2	03TB__4072	75	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	342177	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
347,205	2	03TB__4072	76	Sie ist im siebten Himmel	33	347205	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
351,245	2	03TB__4072	77	Sie trŠgt das Herz auf der Zunge	22	351245	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
354,273	2	03TB__4072	78	Sie ist Ÿberarbeitet	44	354273	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
359,307	2	03TB__4072	79	### ### ##### ######## ###########	77	359307	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
365,347	2	03TB__4072	80	### ### ##### #########	77	365347	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
368,38	2	03TB__4072	81	Er betrachtet es genau	55	368380	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
374,415	2	03TB__4072	82	Sie ist die Ehrlichkeit in Person	33	374415	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
381,451	2	03TB__4072	83	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	381451	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
385,48	2	03TB__4072	84	##### ##### #### ###### ##### ######## ###### ####	77	385480	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
388,507	2	03TB__4072	85	Er ist ein alter Hase	22	388507	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
391,541	2	03TB__4072	86	Er lŠsst sein Herz sprechen	33	391541	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
396,576	2	03TB__4072	87	LŠsst er sich von seinen GefŸhlen leiten?	88	396576	Ja	1953	924	41	7	9	9	9	9	9	9	9	9	correct
402,621	2	03TB__4072	88	### ####### #### ##### #### ############	77	402621	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
407,649	2	03TB__4072	89	### #### ########	77	407649	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
412,689	2	03TB__4072	90	## ### ##### ######	77	412689	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
415,729	2	03TB__4072	91	Er fŠllt durch die AbschlussprŸfung	44	415729	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
423,763	2	03TB__4072	92	Er fŸhlt sich nicht wohl	44	423763	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
427,803	2	03TB__4072	93	Sie hat einen Geistesblitz	33	427803	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
432,832	2	03TB__4072	94	Es macht keinen Unterschied fŸr ihn	55	432832	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
437,872	2	03TB__4072	95	#### #### ###### ##### ####	77	437872	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
440,911	2	03TB__4072	96	### ###### ##### ######## #########	77	440911	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
443,945	2	03TB__4072	97	Sie ist fit wie ein Turnschuh	33	443945	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
449,979	2	03TB__4072	98	## ##### ###### ###########	77	449979	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
453,013	2	03TB__4072	99	Alles ist in Ordnung	66	453013	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
459,047	2	03TB__4072	100	Sie steckt bis Ÿber die Ohren in Schulden	11	459047	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
