onset	duration	Experiment - R5DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
78,199	2	12AF_412312	18	## ### ## ######### ###### ### #####	77	78199	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
81,231	2	12AF_412312	19	Sie ist unfŠhig	44	81231	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
89,266	2	12AF_412312	20	## ### #### ###### ### ### ########## ##	77	89266	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
97,307	2	12AF_412312	21	#### ##### ##### ### ########	77	97307	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
100,347	2	12AF_412312	22	Es ist in aller Munde	22	100347	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
103,381	2	12AF_412312	23	Es hat nichts damit zu tun	55	103381	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
106,415	2	12AF_412312	24	### ### ##### #############	77	106415	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
110,448	2	12AF_412312	25	Er redete mit Engelszungen	33	110448	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
117,477	2	12AF_412312	26	#### ###### #########	77	117477	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
120,506	2	12AF_412312	27	Er kann das nicht mehr leiden	44	120506	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
123,539	2	12AF_412312	28	Sie ist Ÿberarbeitet	44	123539	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
126,574	2	12AF_412312	29	Es wurde heute aufgerŠumt	55	126574	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
129,607	2	12AF_412312	30	Er ist total zufrieden mit sich	66	129607	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
136,641	2	12AF_412312	31	Sie freut sich auf den Urlaub	66	136641	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
140,671	2	12AF_412312	32	Sie Ÿberlegt sich wie sie weitermachen kann	55	140671	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
145,699	2	12AF_412312	33	Sie kommt auf einen Sprung herein	22	145699	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
149,738	2	12AF_412312	34	Bleibt sie nur kurz?	88	149738	keine	0	912	20	4	9	9	9	9	9	9	9	9	miss
155,773	2	12AF_412312	35	### ####### #### ###	77	155773	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
158,801	2	12AF_412312	36	## ## ##########	77	158801	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
163,835	2	12AF_412312	37	Sie plant eine Zugfahrt	55	163835	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
166,875	2	12AF_412312	38	### #### ##### ##### #####	77	166875	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
170,908	2	12AF_412312	39	Sie macht sich Sorgen um ihre Zukunft	44	170908	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,937	2	12AF_412312	40	Es wŠchst ihr ans Herz	33	177937	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
182,967	2	12AF_412312	41	Es war ein ganz normaler Tag	55	182967	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
189,006	2	12AF_412312	42	## ### ####### #######	77	189006	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
195,041	2	12AF_412312	43	Sie wird dafŸr hart bestraft	44	195041	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
202,074	2	12AF_412312	44	### #### ########	77	202074	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
205,104	2	12AF_412312	45	Sie lernte es mŸhelos	66	205104	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
210,138	2	12AF_412312	46	Sie verpasste ihm einen Denkzettel	11	210138	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
214,178	2	12AF_412312	47	Sie hat Geld ohne Ende	33	214178	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
219,205	2	12AF_412312	48	Er ist ein alter Hase	22	219205	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
225,246	2	12AF_412312	49	Sie stinkt vor Faulheit	11	225246	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
228,281	2	12AF_412312	50	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	228281	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
232,315	2	12AF_412312	51	Er bereitet sich darauf vor	55	232315	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
235,343	2	12AF_412312	52	### #### #### #########	77	235343	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
239,377	2	12AF_412312	53	Er hat bei ihm verspielt	11	239377	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
243,405	2	12AF_412312	54	Sie fŸhlt sich gesund und aktiv	66	243405	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
246,433	2	12AF_412312	55	Das hat viele Vorteile	66	246433	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
251,467	2	12AF_412312	56	Sie gehen vor die Hunde	11	251467	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
256,508	2	12AF_412312	57	### ####### #### ### ######	77	256508	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
264,547	2	12AF_412312	58	## ### ##### ############	77	264547	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
268,588	2	12AF_412312	59	Sie haben einen Bericht geschrieben	55	268588	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
271,616	2	12AF_412312	60	Sie macht ihr die Hšlle hei§	11	271616	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
274,65	2	12AF_412312	61	## ### ### ### ### ### ####### ##	77	274650	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
277,684	2	12AF_412312	62	Sie machte ihn zur Sau	11	277684	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
284,718	2	12AF_412312	63	Sie trŠgt das Herz auf der Zunge	22	284718	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
287,746	2	12AF_412312	64	### ### #########	77	287746	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
290,78	2	12AF_412312	65	#### #### ##### ##########	77	290780	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
296,814	2	12AF_412312	66	## ### ######### #####	77	296814	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
301,849	2	12AF_412312	67	Sie ist fit wie ein Turnschuh	33	301849	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
304,888	2	12AF_412312	68	Er lŠsst sein Herz sprechen	33	304888	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
307,922	2	12AF_412312	69	Er ist Ÿberheblich	44	307922	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
312,956	2	12AF_412312	70	Sie bricht ihm das Herz	11	312956	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
318,996	2	12AF_412312	71	## ### ####### ##### ######	77	318996	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
325,031	2	12AF_412312	72	## ### ##### ######## ##### #########	77	325031	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
329,065	2	12AF_412312	73	Es ist gehŸpft wie gesprungen	22	329065	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
334,094	2	12AF_412312	74	Er ist bekannt wie ein bunter Hund	22	334094	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
340,133	2	12AF_412312	75	#### ###### ######	77	340133	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
343,168	2	12AF_412312	76	## #### ##### ##########	77	343168	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
346,201	2	12AF_412312	77	Sie sieht alles schwarz	11	346201	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
350,234	2	12AF_412312	78	Ist sie pessimistisch?	88	350234	keine	0	913	22	3	9	9	9	9	9	9	9	9	miss
357,27	2	12AF_412312	79	Er spitzte die Ohren	22	357270	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
361,309	2	12AF_412312	80	Er hintergeht sie	44	361309	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
366,338	2	12AF_412312	81	Er kriegte eine GŠnsehaut	22	366338	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
369,378	2	12AF_412312	82	Haben sich seine KšrperhŠrchen aufgerichtet?	88	369378	keine	0	914	44	5	9	9	9	9	9	9	9	9	miss
374,418	2	12AF_412312	83	Er grinst Ÿber beide Ohren	33	374418	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
377,451	2	12AF_412312	84	### ###### ### ##### ###	77	377451	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
380,485	2	12AF_412312	85	Er prŸgelte ihm die Seele aus dem Leib	11	380485	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
385,519	2	12AF_412312	86	Er steht im Zenit seines Lebens	33	385519	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
391,559	2	12AF_412312	87	Ist er ein Kleinkind?	88	391559	Nein	1701	915	21	4	9	9	9	9	9	9	9	9	correct
398,599	2	12AF_412312	88	### ###### #######	77	398599	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
401,639	2	12AF_412312	89	Sie setzen ihn auf freien Fu§	22	401639	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
408,672	2	12AF_412312	90	Sie fŸhlt sich sorglos	66	408672	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
413,702	2	12AF_412312	91	Sie veranstalten eine Party fŸr ihn	66	413702	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
416,742	2	12AF_412312	92	### ### #### ### ###### ## ####	77	416742	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
422,774	2	12AF_412312	93	Alles lŠuft wie immer	55	422774	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
430,81	2	12AF_412312	94	Hat sich etwas geŠndert?	88	430810	Nein	2557	916	24	4	9	9	9	9	9	9	9	9	correct
439,856	2	12AF_412312	95	Er fŸhlt sich entspannt und locker	66	439856	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
442,885	2	12AF_412312	96	Sie ist ŸberglŸcklich deswegen	66	442885	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
445,919	2	12AF_412312	97	#### ## ### ##### #####	77	445919	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
448,953	2	12AF_412312	98	Er verliert seine Arbeit	44	448953	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
453,987	2	12AF_412312	99	### ##### ### ####### ####	77	453987	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
459,027	2	12AF_412312	100	Er ist bis Ÿber beide Ohren verliebt	33	459027	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
