onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
67,142	2	14pb_413812	16	Er denkt jetzt daran	55	67142	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
73,171	2	14pb_413812	17	Sie wird dafŸr hart bestraft	44	73171	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
76,204	2	14pb_413812	18	Sie machte ihn zur Sau	11	76204	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
79,239	2	14pb_413812	19	Er plaudert aus dem NŠhkŠstchen	22	79239	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
84,273	2	14pb_413812	20	### #### #### #### ###### ######	77	84273	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
91,313	2	14pb_413812	21	## ### ### ### ### ### ####### ##	77	91313	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
94,342	2	14pb_413812	22	Sie fŸhlt sich gesund und aktiv	66	94342	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
98,376	2	14pb_413812	23	Er lŠsst sich deswegen keine grauen Haare wachsen	22	98376	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
101,404	2	14pb_413812	24	Er hat einen guten Draht zu ihm	33	101404	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
104,438	2	14pb_413812	25	Es wurde heute aufgerŠumt	55	104438	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
108,471	2	14pb_413812	26	## ### ###### ######	77	108471	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
112,501	2	14pb_413812	27	##### ##### #### ###### ##### ######## ###### ####	77	112501	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
120,529	2	14pb_413812	28	Sie ist ihr ein Dorn im Auge	11	120529	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
123,569	2	14pb_413812	29	Er bereitet sich darauf vor	55	123569	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
127,603	2	14pb_413812	30	## ### ## ######### ###### ### #####	77	127603	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
130,632	2	14pb_413812	31	Sie trŠgt das Herz auf der Zunge	22	130632	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
136,665	2	14pb_413812	32	Er spitzte die Ohren	22	136665	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
140,7	2	14pb_413812	33	#### ###### ####### #########	77	140700	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
144,727	2	14pb_413812	34	Er ist ein Waschlappen	11	144727	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
150,757	2	14pb_413812	35	Ist er mutig und erfolgreich?	88	150757	keine	0	910	29	5	9	9	9	9	9	9	9	9	miss
160,797	2	14pb_413812	36	Er wird freundlich aufgenommen	66	160797	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
163,837	2	14pb_413812	37	Sie ist Ÿberarbeitet	44	163837	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
166,872	2	14pb_413812	38	Er hat Schmetterlinge im Bauch	33	166872	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
169,904	2	14pb_413812	39	Sie erzŠhlt was passiert ist	55	169904	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
175,939	2	14pb_413812	40	Sie hat einen Schnupfen	44	175939	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
179,973	2	14pb_413812	41	Er ist daran verzweifelt	44	179973	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
183,002	2	14pb_413812	42	Er prŸgelte ihm die Seele aus dem Leib	11	183002	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
186,036	2	14pb_413812	43	#### #### ### ##### ### #####	77	186036	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
190,069	2	14pb_413812	44	Sie freut sich auf den Urlaub	66	190069	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
196,098	2	14pb_413812	45	## #### #### ##### ### ### #####	77	196098	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
199,133	2	14pb_413812	46	### ##### ####### ### ### ### ######### #####	77	199133	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
203,167	2	14pb_413812	47	####### ### ###### ######### ##### ####	77	203167	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
207,195	2	14pb_413812	48	### ### ## ### ##### ###### #####	77	207195	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
210,223	2	14pb_413812	49	Er schwimmt im Geld	33	210223	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
218,257	2	14pb_413812	50	Es ist eine Augenweide	33	218257	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
222,298	2	14pb_413812	51	Sie versteht was er meint	55	222298	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
226,326	2	14pb_413812	52	Er ist auf seinen Sohn sehr stolz	66	226326	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
234,354	2	14pb_413812	53	### ##### ### ##### ####	77	234354	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
237,395	2	14pb_413812	54	Sie wŠgt ihre Worte ab	22	237395	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
244,429	2	14pb_413812	55	### #### ##### ######## #### ###	77	244429	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
247,457	2	14pb_413812	56	Wurden dir soeben Dreiecke gezeigt?	88	247457	Nein	1892	911	35	5	9	9	9	9	9	9	9	9	correct
253,498	2	14pb_413812	57	Sie strukturiert ihre Arbeit	55	253498	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
257,526	2	14pb_413812	58	Es macht keinen Unterschied fŸr ihn	55	257526	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
260,554	2	14pb_413812	59	Entstehen ihm dadurch Nachteile?	88	260554	keine	0	912	32	4	9	9	9	9	9	9	9	9	miss
265,595	2	14pb_413812	60	#### ##### ##### ##### ####	77	265595	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
270,628	2	14pb_413812	61	Sie hat Geld ohne Ende	33	270628	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
273,668	2	14pb_413812	62	### #### ##### ##### #####	77	273668	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
276,701	2	14pb_413812	63	### ####### #### ######## ## ###	77	276701	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
280,736	2	14pb_413812	64	Sie machen heute ein Picknick am Strand	66	280736	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
285,764	2	14pb_413812	65	Sie ist zŠh wie Leder	22	285764	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
289,804	2	14pb_413812	66	Er lŠsst sein Herz sprechen	33	289804	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
296,832	2	14pb_413812	67	Sie verpasste ihm einen Denkzettel	11	296832	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
300,862	2	14pb_413812	68	Sie ist schlechter Stimmung	44	300862	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
303,89	2	14pb_413812	69	#### ###### ####### #####	77	303890	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
308,924	2	14pb_413812	70	## ######## ##### #####	77	308924	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
312,964	2	14pb_413812	71	## ##### ##### ##### ######	77	312964	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
316,992	2	14pb_413812	72	Es ist in aller Munde	22	316992	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
320,021	2	14pb_413812	73	Er hat im Lotto gewonnen	66	320021	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
324,055	2	14pb_413812	74	Hat er die richtigen Zahlen gewŠhlt?	88	324055	Ja	2208	913	36	6	9	9	9	9	9	9	9	9	correct
330,089	2	14pb_413812	75	Er trŠumt in den Tag hinein	22	330089	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
335,118	2	14pb_413812	76	## ##### ###### ###########	77	335118	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
342,158	2	14pb_413812	77	Wurden dir soeben viele Rautezeichen gezeigt?	88	342158	Ja	3801	914	45	6	9	9	9	9	9	9	9	9	correct
349,193	2	14pb_413812	78	Er merkt wie sich die Sachen entwickeln	55	349193	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
352,232	2	14pb_413812	79	Es ist nicht so schwierig	55	352232	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
355,266	2	14pb_413812	80	Sie ist in der BlŸte ihrer Jahre	33	355266	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
358,3	2	14pb_413812	81	Ist sie momentan im besten Alter?	88	358300	Ja	2990	915	33	6	9	9	9	9	9	9	9	9	correct
364,34	2	14pb_413812	82	Er schreibt seine Gedanken auf	55	364340	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
370,368	2	14pb_413812	83	### ### #### ### #####	77	370368	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
374,403	2	14pb_413812	84	## ##### ###### ##### #####	77	374403	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
381,431	2	14pb_413812	85	#### ###### #########	77	381431	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
389,46	2	14pb_413812	86	## ### ####### #######	77	389460	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
392,501	2	14pb_413812	87	Sie ist sehr unaufrichtig	44	392501	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
395,534	2	14pb_413812	88	Ist sie eine ehrliche Person?	88	395534	Nein	1315	916	29	5	9	9	9	9	9	9	9	9	correct
401,574	2	14pb_413812	89	Sie ist nur noch Haut und Knochen	11	401574	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
406,603	2	14pb_413812	90	## ##### ### #####	77	406603	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
412,642	2	14pb_413812	91	Er ist Ÿber alle Berge	22	412642	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
416,677	2	14pb_413812	92	Das war eine schšne Erinnerung	66	416677	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
424,705	2	14pb_413812	93	Er ist wie aus dem Ei gepellt	33	424705	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
427,746	2	14pb_413812	94	#### ### ########## #########	77	427746	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
432,78	2	14pb_413812	95	Sie hŠlt ihre Zunge im Zaum	22	432780	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,819	2	14pb_413812	96	Sie holt sich den Tod	11	436819	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
440,847	2	14pb_413812	97	Sie spuckte Gift und Galle	11	440847	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,876	2	14pb_413812	98	#### #### ###### ##### ####	77	443876	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
449,91	2	14pb_413812	99	Er schwebt auf Wolke sieben	33	449910	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
453,945	2	14pb_413812	100	### ####### #### ### ######	77	453945	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
