onset	duration	Experiment - R2BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
122,547	2	14pb_413812	28	Sie steckt bis Ÿber die Ohren in Schulden	11	122547	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
125,587	2	14pb_413812	29	### #### ########	77	125587	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
129,621	2	14pb_413812	30	Sie lacht aus vollem Hals	33	129621	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
132,65	2	14pb_413812	31	## ### ######### #####	77	132650	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
138,684	2	14pb_413812	32	Er leidet sehr unter die Kritik seines Chefs	44	138684	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
142,719	2	14pb_413812	33	Wurde er von seinem Chef kritisiert?	88	142719	Ja	3129	919	36	6	9	9	9	9	9	9	9	9	correct
148,753	2	14pb_413812	34	#### ### ##### #### ####	77	148753	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
154,776	2	14pb_413812	35	## ### ### ### #########	77	154776	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
162,816	2	14pb_413812	36	### ### ######### ### #####	77	162816	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
165,856	2	14pb_413812	37	Das hat viele Vorteile	66	165856	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
168,89	2	14pb_413812	38	Hat es positive Aspekte?	88	168890	keine	0	920	24	4	9	9	9	9	9	9	9	9	miss
173,93	2	14pb_413812	39	Er lŠsst kein gutes Haar daran	11	173930	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
179,963	2	14pb_413812	40	Er platzt vor Neid	11	179963	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
183,998	2	14pb_413812	41	### ##### #### ##### ####	77	183998	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
187,027	2	14pb_413812	42	Hast du soeben mehrere Kreise gesehen?	88	187027	Nein	2461	921	38	6	9	9	9	9	9	9	9	9	correct
192,066	2	14pb_413812	43	Er kriegte eine GŠnsehaut	22	192066	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
196,1	2	14pb_413812	44	Haben sich seine KšrperhŠrchen aufgerichtet?	88	196100	Ja	2690	922	44	5	9	9	9	9	9	9	9	9	correct
204,133	2	14pb_413812	45	Sie plant eine Zugfahrt	55	204133	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
207,169	2	14pb_413812	46	### ####### ##### #######	77	207169	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
211,202	2	14pb_413812	47	Sie fŸhlt sich sorglos	66	211202	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
215,231	2	14pb_413812	48	Sie hat lange darunter gelitten	44	215231	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
218,26	2	14pb_413812	49	Er erinnert sich an die letzte Woche	55	218260	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
226,294	2	14pb_413812	50	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	226294	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
230,334	2	14pb_413812	51	### ##### #### ##### ##### ## #####	77	230334	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
234,362	2	14pb_413812	52	Das ist beruhigend	66	234362	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
242,391	2	14pb_413812	53	### ####### #### ### ### ######## ### #########	77	242391	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
245,431	2	14pb_413812	54	Er hat einen an der Birne	11	245431	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
252,465	2	14pb_413812	55	Er hat seine Gelegenheit leider verpasst	44	252465	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
255,494	2	14pb_413812	56	Er kontrolliert gerade den Ablauf	55	255494	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
259,527	2	14pb_413812	57	Es wŠchst ihr ans Herz	33	259527	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
263,555	2	14pb_413812	58	### ###### #######	77	263555	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
266,585	2	14pb_413812	59	Er ist ein alter Hase	22	266585	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
269,619	2	14pb_413812	60	### #### #### #########	77	269619	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
274,653	2	14pb_413812	61	Er geht kaum noch aus dem Haus	44	274653	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
277,692	2	14pb_413812	62	Sie schert sich zum Teufel	11	277692	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
280,726	2	14pb_413812	63	Sie beschŠftigt sich mit dem Thema	55	280726	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
284,76	2	14pb_413812	64	### ### #### ### ###### ## ####	77	284760	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
289,789	2	14pb_413812	65	### #### ### ##### ######## ##	77	289789	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
293,829	2	14pb_413812	66	### ##### ##### ### ### ## ######	77	293829	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
300,857	2	14pb_413812	67	Es war ein ganz normaler Tag	55	300857	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
304,886	2	14pb_413812	68	Er ist bekannt wie ein bunter Hund	22	304886	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
307,914	2	14pb_413812	69	Er hegt einen Traum	33	307914	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
312,948	2	14pb_413812	70	### ### #### ##### ####	77	312948	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
316,988	2	14pb_413812	71	### ####### #### ##### #### ############	77	316988	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
321,017	2	14pb_413812	72	### ####### ###### ########### ##	77	321017	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
324,045	2	14pb_413812	73	Sie verbrachten ein entspanntes Wochenende	66	324045	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
328,079	2	14pb_413812	74	Er ist dumm wie Brot	11	328079	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
332,107	2	14pb_413812	75	## ##### ### ### #####	77	332107	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
337,136	2	14pb_413812	76	Sie hat die Weisheit mit Lšffeln gefressen	22	337136	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
344,176	2	14pb_413812	77	## ####### ##### #####	77	344176	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
349,205	2	14pb_413812	78	## ####### ## #########	77	349205	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
352,244	2	14pb_413812	79	#### ###### ######	77	352244	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
355,278	2	14pb_413812	80	Mir ist es das wert	66	355278	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
358,312	2	14pb_413812	81	Er ist wŸtend auf sie	44	358312	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
362,346	2	14pb_413812	82	Er ist darauf neutral	55	362346	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
368,374	2	14pb_413812	83	Findet er es schlecht?	88	368374	Nein	2518	923	22	4	9	9	9	9	9	9	9	9	correct
374,416	2	14pb_413812	84	### ##### ##### ##### ##### #### ### ##### ######	77	374416	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
381,444	2	14pb_413812	85	Hast du soeben viele Rautezeichen gesehen?	88	381444	Ja	3400	924	42	6	9	9	9	9	9	9	9	9	correct
391,479	2	14pb_413812	86	Er redete mit Engelszungen	33	391479	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
394,519	2	14pb_413812	87	### ### ########## ##########	77	394519	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
397,553	2	14pb_413812	88	Er ist Feuer und Flamme	33	397553	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
401,587	2	14pb_413812	89	## ### ####### ##### ######	77	401587	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
406,615	2	14pb_413812	90	Sie hat einen Geistesblitz	33	406615	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
412,655	2	14pb_413812	91	Sie ist unsterblich verliebt	33	412655	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
416,689	2	14pb_413812	92	Sie legt nicht jedes Wort auf die Goldwaage	22	416689	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
424,717	2	14pb_413812	93	Es ist Jacke wie Hose	22	424717	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
427,758	2	14pb_413812	94	Es geht um tŠgliche Aufgaben	55	427758	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
432,792	2	14pb_413812	95	Er nimmt es sich zu Herzen	22	432792	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
436,832	2	14pb_413812	96	Er fŠllt durch die AbschlussprŸfung	44	436832	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
440,86	2	14pb_413812	97	Er fŸhrt Bšses im Schilde	11	440860	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
443,889	2	14pb_413812	98	Er hintergeht sie	44	443889	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
449,923	2	14pb_413812	99	### #### #### ### ######	77	449923	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
453,955	2	14pb_413812	100	Sie lŠsst die Seele baumeln	33	453955	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
