onset	duration	Experiment - R1BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
114,527	2	14pb_413812	27	Alles l_uft wie immer	55	114527	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
122,555	2	14pb_413812	28	### ### ##### ### #### #####	77	122555	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
125,596	2	14pb_413812	29	Sie ist im siebten Himmel	33	125596	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
129,63	2	14pb_413812	30	### ### #########	77	129630	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
132,658	2	14pb_413812	31	#### #### ##### ##########	77	132658	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
138,692	2	14pb_413812	32	Er grinst wie ein Honigkuchenpferd	33	138692	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
142,727	2	14pb_413812	33	Ihm ist Ùbel geworden	44	142727	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
146,755	2	14pb_413812	34	Sie ist stur wie ein Bock	11	146755	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
152,784	2	14pb_413812	35	Sie eroberte sein Herz	33	152784	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
160,819	2	14pb_413812	36	##### ##### ## ####### #### ########## ### ########	77	160819	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
163,859	2	14pb_413812	37	Hast du soeben einen Satz gelesen?	88	163859	Ja	2403	903	34	6	9	9	9	9	9	9	9	9	incorrect
168,898	2	14pb_413812	38	### ##### ##### ## ### ###### ####	77	168898	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
171,932	2	14pb_413812	39	Er ist ein anstrengender Mensch	44	171932	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
177,966	2	14pb_413812	40	Sie schaut ihn liebevoll an	66	177966	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
182,001	2	14pb_413812	41	### ### ##### ######## ###########	77	182001	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
185,029	2	14pb_413812	42	Er hatte Schwierigkeiten damit	44	185029	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
188,063	2	14pb_413812	43	Schaffte er es mit Leichtigkeit?	88	188063	keine	0	904	32	5	9	9	9	9	9	9	9	9	miss
194,103	2	14pb_413812	44	## ##### ### ##### ### #######	77	194103	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
200,131	2	14pb_413812	45	Er betrachtet es genau	55	200131	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
203,164	2	14pb_413812	46	Schaut er genau hin?	88	203164	Ja	2419	905	20	4	9	9	9	9	9	9	9	9	correct
209,205	2	14pb_413812	47	#### ## ### ##### #####	77	209205	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
213,234	2	14pb_413812	48	Es steht noch in den Sternen	22	213234	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
216,261	2	14pb_413812	49	Sie bricht ihm das Herz	11	216261	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
224,296	2	14pb_413812	50	Sie lassen Gras Ùber die Sache wachsen	22	224296	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
228,337	2	14pb_413812	51	Er lebt wie Gott in Frankreich	33	228337	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
232,366	2	14pb_413812	52	Sie haben sowohl _hnliche wie auch unterschiedliche Ansichten	55	232366	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
240,393	2	14pb_413812	53	Sie s_uft wie ein Loch	11	240393	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
243,433	2	14pb_413812	54	### #### ####### ##	77	243433	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
250,465	2	14pb_413812	55	## ### ##### ######	77	250465	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
253,497	2	14pb_413812	56	Sie gehen vor die Hunde	11	253497	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
257,531	2	14pb_413812	57	Er hat es faustdick hinter den Ohren	22	257531	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
261,559	2	14pb_413812	58	## ##### #### ####	77	261559	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
264,588	2	14pb_413812	59	Sie ist die Ehrlichkeit in Person	33	264588	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
267,622	2	14pb_413812	60	Sie veranstalten eine Party fÙr ihn	66	267622	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
272,655	2	14pb_413812	61	## ### #### ###### ### ### ########## ##	77	272655	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
275,694	2	14pb_413812	62	## #### #### #######	77	275694	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
278,729	2	14pb_413812	63	Sie wird herzlich begrÙ¤t	66	278729	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
282,763	2	14pb_413812	64	Sie lacht Ùber den Scherz	66	282763	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
287,791	2	14pb_413812	65	Weinte sie vor Trauer?	88	287791	warning	2870	906	22	4	9	9	9	9	9	9	9	9	miss
293,837	2	14pb_413812	66	Sie ist nun ruhig	55	293837	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
300,864	2	14pb_413812	67	### ####### #### ###	77	300864	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
304,895	2	14pb_413812	68	## ### #### ###### ### ### ### ####### ########	77	304895	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
307,923	2	14pb_413812	69	## ## ##########	77	307923	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
312,956	2	14pb_413812	70	Sie denkt Ùber die Vor- und Nachteile nach	55	312956	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
316,997	2	14pb_413812	71	Er grinst Ùber beide Ohren	33	316997	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
321,025	2	14pb_413812	72	Sie ist ÙberglÙcklich deswegen	66	321025	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
324,052	2	14pb_413812	73	Sie lernte es mÙhelos	66	324052	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
328,088	2	14pb_413812	74	Er leidet unter der Trennung seiner Eltern	44	328088	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
332,116	2	14pb_413812	75	## ###### ###############	77	332116	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
337,144	2	14pb_413812	76	Sie ist unf_hig	44	337144	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
344,184	2	14pb_413812	77	Er schÙttet ihr sein Herz aus	22	344184	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
349,213	2	14pb_413812	78	#### ##### ##### ### ########	77	349213	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
352,253	2	14pb_413812	79	Sie schwitzte Blut und Wasser	11	352253	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
355,287	2	14pb_413812	80	### #### ## ### #####	77	355287	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
358,321	2	14pb_413812	81	Hast du soeben Rautezeichen gesehen?	88	358321	Nein	2788	907	36	5	9	9	9	9	9	9	9	9	incorrect
364,36	2	14pb_413812	82	Er verliert seine Arbeit	44	364360	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
370,389	2	14pb_413812	83	Sie macht ihr die H_lle hei¤	11	370389	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
374,423	2	14pb_413812	84	Es hat nichts damit zu tun	55	374423	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
381,452	2	14pb_413812	85	Er dreht das Rad der Zeit zurÙck	22	381452	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
389,481	2	14pb_413812	86	## ### ##### ######## ##### #########	77	389481	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
392,521	2	14pb_413812	87	### ##### ### #### #######	77	392521	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
395,555	2	14pb_413812	88	Sie kommt auf einen Sprung herein	22	395555	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
399,589	2	14pb_413812	89	Es hat sich nichts bei ihr ver_ndert	55	399589	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
404,617	2	14pb_413812	90	## #### #### #####	77	404617	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
410,657	2	14pb_413812	91	Sie bekommt einen Auftrag	55	410657	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
414,692	2	14pb_413812	92	Es ist gehÙpft wie gesprungen	22	414692	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
422,721	2	14pb_413812	93	Sie Ùberlegt sich wie sie weitermachen kann	55	422721	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
425,761	2	14pb_413812	94	Sie schaffen das ganz gut	66	425761	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
430,794	2	14pb_413812	95	Gelingt es ihnen?	88	430794	Ja	1961	908	17	3	9	9	9	9	9	9	9	9	correct
436,84	2	14pb_413812	96	Mir f_llt ein Stein vom Herzen	33	436840	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
440,869	2	14pb_413812	97	Er freundet sich mit ihm an	66	440869	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
443,898	2	14pb_413812	98	## ##### ### ### ###### ### ######	77	443898	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
449,931	2	14pb_413812	99	Er ist eine falsche Schlange	11	449931	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
453,963	2	14pb_413812	100	### ###### ### ##### ###	77	453963	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
