onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
240,383	2	21as_414812	53	Er benimmt sich wie ein Elefant im Porzellanladen	11	240383	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
243,423	2	21as_414812	54	## ##### ### ### #####	77	243423	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
250,457	2	21as_414812	55	## ##### ##### ##### ######	77	250457	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
253,486	2	21as_414812	56	Sie bricht ihm das Herz	11	253486	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
257,52	2	21as_414812	57	Sie hat die Weisheit mit Lšffeln gefressen	22	257520	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
261,549	2	21as_414812	58	### ##### ##### ##### ##### #### ### ##### ######	77	261549	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
264,576	2	21as_414812	59	Er schwimmt im Geld	33	264576	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
267,61	2	21as_414812	60	Sie freut sich auf den Urlaub	66	267610	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
272,644	2	21as_414812	61	##### ##### ##### ##### #### ####	77	272644	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
275,683	2	21as_414812	62	### ### ########## ##########	77	275683	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
278,717	2	21as_414812	63	Er fŸhlt sich entspannt und locker	66	278717	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
282,751	2	21as_414812	64	Sie fŸhlt sich sorglos	66	282751	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
287,779	2	21as_414812	65	Ist sie unbeschwert?	88	287779	keine	0	906	20	3	9	9	9	9	9	9	9	9	miss
293,826	2	21as_414812	66	Es wurde heute aufgerŠumt	55	293826	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
300,854	2	21as_414812	67	### ##### #### ##### ##### ## #####	77	300854	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
304,883	2	21as_414812	68	#### ### ########## #########	77	304883	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
307,912	2	21as_414812	69	## ### ##### ######	77	307912	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
312,946	2	21as_414812	70	Es macht keinen Unterschied fŸr ihn	55	312946	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
316,985	2	21as_414812	71	Sie eroberte sein Herz	33	316985	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
321,014	2	21as_414812	72	Er wird freundlich aufgenommen	66	321014	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
324,042	2	21as_414812	73	Sie lacht Ÿber den Scherz	66	324042	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
328,076	2	21as_414812	74	Das ist eine traurige Geschichte	44	328076	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
332,105	2	21as_414812	75	#### #### ### ##### ### #####	77	332105	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
337,134	2	21as_414812	76	Er fŠllt durch die AbschlussprŸfung	44	337134	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
344,172	2	21as_414812	77	Es ist in aller Munde	22	344172	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
349,202	2	21as_414812	78	## ### ##### ############	77	349202	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
352,242	2	21as_414812	79	Er hat bei ihm verspielt	11	352242	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
355,276	2	21as_414812	80	#### ## ### ##### #####	77	355276	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
358,31	2	21as_414812	81	Hast du soeben viele Dreiecke gesehen?	88	358310	keine	0	907	38	6	9	9	9	9	9	9	9	9	miss
364,349	2	21as_414812	82	Er leidet unter der Trennung seiner Eltern	44	364349	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
370,378	2	21as_414812	83	Ihr lŠuft die Galle Ÿber	11	370378	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
374,412	2	21as_414812	84	Es ist nicht so schwierig	55	374412	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
381,44	2	21as_414812	85	Er spitzte die Ohren	22	381440	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
389,47	2	21as_414812	86	## ##### ###### ##### #####	77	389470	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
392,51	2	21as_414812	87	## ## ##########	77	392510	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
395,544	2	21as_414812	88	Er plaudert aus dem NŠhkŠstchen	22	395544	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
399,578	2	21as_414812	89	Sie beschŠftigt sich mit dem Thema	55	399578	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
404,606	2	21as_414812	90	### #### ####### ##	77	404606	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
410,645	2	21as_414812	91	Er denkt jetzt daran	55	410645	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
414,679	2	21as_414812	92	Er ist Ÿber alle Berge	22	414679	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
422,71	2	21as_414812	93	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	422710	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
425,749	2	21as_414812	94	Sie schlŠft gut	66	425749	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
430,783	2	21as_414812	95	Hat sie einen gesunden Schlaf?	88	430783	keine	0	908	30	5	9	9	9	9	9	9	9	9	miss
436,829	2	21as_414812	96	Sie ist fit wie ein Turnschuh	33	436829	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
440,858	2	21as_414812	97	Er gewinnt neues Selbstvertrauen	66	440858	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
443,886	2	21as_414812	98	### ##### ### ####### ####	77	443886	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
449,92	2	21as_414812	99	Sie schwitzte Blut und Wasser	11	449920	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
453,955	2	21as_414812	100	#### ###### ####### #########	77	453955	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
