onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
312,939	2	21as_414812	70	### ### ##### #############	77	312939	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
316,979	2	21as_414812	71	#### ###### ######	77	316979	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
321,008	2	21as_414812	72	### ##### ####### ### ### ### ######### #####	77	321008	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
324,036	2	21as_414812	73	Das hat viele Vorteile	66	324036	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
328,069	2	21as_414812	74	Er platzt vor Neid	11	328069	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
332,098	2	21as_414812	75	## ##### ###### ###########	77	332098	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
337,126	2	21as_414812	76	Sie setzen ihn auf freien Fu¤	22	337126	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
344,166	2	21as_414812	77	### ### #########	77	344166	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
349,196	2	21as_414812	78	### ### ##### ######## ###########	77	349196	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
352,236	2	21as_414812	79	### ### ##### ### #### #####	77	352236	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
355,27	2	21as_414812	80	Sie reagierte enthusiastisch auf den Vorschlag	66	355270	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
358,303	2	21as_414812	81	Er ist ein anstrengender Mensch	44	358303	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
362,337	2	21as_414812	82	Es hat sich nichts bei ihr ver_ndert	55	362337	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
368,365	2	21as_414812	83	Ist bei ihr alles beim Alten geblieben?	88	368365	Ja	2407	923	39	7	9	9	9	9	9	9	9	9	correct
374,406	2	21as_414812	84	### ####### #### ### ### ######## ### #########	77	374406	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
381,435	2	21as_414812	85	Hast du soeben eine Buchstabenreihe gelesen?	88	381435	Nein	2653	924	44	6	9	9	9	9	9	9	9	9	correct
391,469	2	21as_414812	86	Er ist wie aus dem Ei gepellt	33	391469	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
394,51	2	21as_414812	87	### ### #########	77	394510	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
397,544	2	21as_414812	88	Es w_chst ihr ans Herz	33	397544	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
401,577	2	21as_414812	89	## #### #### #####	77	401577	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
406,606	2	21as_414812	90	Er lebt wie Gott in Frankreich	33	406606	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
412,646	2	21as_414812	91	Sie ist im siebten Himmel	33	412646	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
416,68	2	21as_414812	92	Er ist ein alter Hase	22	416680	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
424,709	2	21as_414812	93	Sie legt nicht jedes Wort auf die Goldwaage	22	424709	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
427,75	2	21as_414812	94	Sie Ùberlegt sich wie sie weitermachen kann	55	427750	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
432,783	2	21as_414812	95	Sie h_lt ihre Zunge im Zaum	22	432783	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,823	2	21as_414812	96	Er hatte Schwierigkeiten damit	44	436823	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
440,851	2	21as_414812	97	Sie spuckte Gift und Galle	11	440851	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,88	2	21as_414812	98	Sie ist davon verwirrt	44	443880	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
449,914	2	21as_414812	99	## ### ## ######### ###### ### #####	77	449914	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
453,948	2	21as_414812	100	Er hat einen guten Draht zu ihm	33	453948	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
