onset	duration	Experiment - R4CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
55,06	2	07LR_4100	14	### ####### #### ###	77	55060	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
61,088	2	07LR_4100	15	Mir ist es das wert	66	61088	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
64,122	2	07LR_4100	16	## ##### ### ### ###### ### ######	77	64122	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
67,157	2	07LR_4100	17	Er verliert seine Arbeit	44	67157	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
71,19	2	07LR_4100	18	Muss er sich einen neuen Arbeitsplatz suchen?	88	71190	Ja	1827	902	45	7	9	9	9	9	9	9	9	9	correct
78,225	2	07LR_4100	19	Sie denkt Ÿber die Vor- und Nachteile nach	55	78225	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
85,264	2	07LR_4100	20	Er schwimmt im Geld	33	85264	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
91,294	2	07LR_4100	21	Er dreht das Rad der Zeit zurŸck	22	91294	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
94,328	2	07LR_4100	22	Er hintergeht sie	44	94328	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
98,362	2	07LR_4100	23	Es steht noch in den Sternen	22	98362	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
103,392	2	07LR_4100	24	Er lŠsst sich deswegen keine grauen Haare wachsen	22	103392	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
108,431	2	07LR_4100	25	Sie lacht aus vollem Hals	33	108431	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
111,471	2	07LR_4100	26	Sie lŠsst die Seele baumeln	33	111471	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
117,504	2	07LR_4100	27	Sie ist unsterblich verliebt	33	117504	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
124,539	2	07LR_4100	28	Sie spuckte Gift und Galle	11	124539	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
129,568	2	07LR_4100	29	Er hat seine Gelegenheit leider verpasst	44	129568	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
137,608	2	07LR_4100	30	Er kontrolliert gerade den Ablauf	55	137608	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
141,65	2	07LR_4100	31	Sie verpasste ihm einen Denkzettel	11	141650	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
144,677	2	07LR_4100	32	Er lebt wie Gott in Frankreich	33	144677	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
148,711	2	07LR_4100	33	### ##### ####### ### ### ### ######### #####	77	148711	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
151,739	2	07LR_4100	34	Sie schwitzte Blut und Wasser	11	151739	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
158,773	2	07LR_4100	35	#### ###### ####### #########	77	158773	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
161,802	2	07LR_4100	36	Sie erzŠhlt was passiert ist	55	161802	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
167,836	2	07LR_4100	37	Er kriegte eine GŠnsehaut	22	167836	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
170,871	2	07LR_4100	38	### ### ##### #############	77	170871	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
174,905	2	07LR_4100	39	Das ist eine traurige Geschichte	44	174905	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
177,933	2	07LR_4100	40	## ### ### ### #########	77	177933	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
184,966	2	07LR_4100	41	Sie sŠuft wie ein Loch	11	184966	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
188,996	2	07LR_4100	42	### ##### ##### ## ### ###### ####	77	188996	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
193,024	2	07LR_4100	43	Sie ist sehr unaufrichtig	44	193024	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
196,053	2	07LR_4100	44	Sie ist in der BlŸte ihrer Jahre	33	196053	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
200,087	2	07LR_4100	45	## ### ####### ##### ######	77	200087	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
206,116	2	07LR_4100	46	Wurde dir soeben ein Satz prŠsentiert?	88	206116	Nein	2163	903	38	6	9	9	9	9	9	9	9	9	correct
211,156	2	07LR_4100	47	Sie beschŠftigt sich mit dem Thema	55	211156	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
215,19	2	07LR_4100	48	Sie verwirklicht nun ihren Wunsch	66	215190	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
219,218	2	07LR_4100	49	Sie stinkt vor Faulheit	11	219218	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
222,246	2	07LR_4100	50	Das hat viele Vorteile	66	222246	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
225,281	2	07LR_4100	51	Sie Ÿberlegt sich wie sie weitermachen kann	55	225281	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
229,315	2	07LR_4100	52	### #### ##### ##### #####	77	229315	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
232,343	2	07LR_4100	53	## ##### ##### ##### ######	77	232343	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
237,377	2	07LR_4100	54	Hast du soeben viele Rautezeichen gesehen?	88	237377	Ja	1943	904	42	6	9	9	9	9	9	9	9	9	correct
243,423	2	07LR_4100	55	Er schwebt auf Wolke sieben	33	243423	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
249,451	2	07LR_4100	56	Er erinnert sich an die letzte Woche	55	249451	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
252,486	2	07LR_4100	57	### ### ######### ### #####	77	252486	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
256,52	2	07LR_4100	58	### ##### ### #### #######	77	256520	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
262,547	2	07LR_4100	59	Er hat bei ihm verspielt	11	262547	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
266,582	2	07LR_4100	60	Sie strukturiert ihre Arbeit	55	266582	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
269,611	2	07LR_4100	61	Ist sie sehr chaotisch?	88	269611	Nein	1543	905	23	4	9	9	9	9	9	9	9	9	correct
276,651	2	07LR_4100	62	### ####### ###### ########### ##	77	276651	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
281,69	2	07LR_4100	63	Sie schlŠft gut	66	281690	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
288,731	2	07LR_4100	64	Sie haben einen Bericht geschrieben	55	288731	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
292,76	2	07LR_4100	65	Es passt wie die Faust aufs Auge	33	292760	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
296,788	2	07LR_4100	66	Sie gehen vor die Hunde	11	296788	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
304,817	2	07LR_4100	67	### ### #########	77	304817	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
307,857	2	07LR_4100	68	Er hegt einen Traum	33	307857	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
310,891	2	07LR_4100	69	#### ##### ##### ### ########	77	310891	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
317,925	2	07LR_4100	70	Sie hat lange darunter gelitten	44	317925	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
320,954	2	07LR_4100	71	Er trŠumt in den Tag hinein	22	320954	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,988	2	07LR_4100	72	### #### #### #### ###### ######	77	323988	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
327,022	2	07LR_4100	73	## ### #### ###### ### ### ### ####### ########	77	327022	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
332,056	2	07LR_4100	74	Sie setzen ihn auf freien Fu§	22	332056	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
337,096	2	07LR_4100	75	Er kann das nicht mehr leiden	44	337096	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
341,135	2	07LR_4100	76	Findet er es gut?	88	341135	Nein	1234	906	17	4	9	9	9	9	9	9	9	9	correct
346,17	2	07LR_4100	77	Sie lassen Gras Ÿber die Sache wachsen	22	346170	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
350,204	2	07LR_4100	78	Er ist darauf neutral	55	350204	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
355,231	2	07LR_4100	79	Er ist Ÿberheblich	44	355231	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
358,271	2	07LR_4100	80	Sie redet nicht um den hei§en Brei	22	358271	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
366,305	2	07LR_4100	81	#### ### ########## #########	77	366305	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,347	2	07LR_4100	82	Hast du soeben eine Buchstabenreihe gesehen?	88	373347	Nein	1649	907	44	6	9	9	9	9	9	9	9	9	correct
378,382	2	07LR_4100	83	Er benimmt sich wie ein Elefant im Porzellanladen	11	378382	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
382,415	2	07LR_4100	84	Er bringt sie zur Wei§glut	11	382415	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
387,444	2	07LR_4100	85	#### ## ### ##### ######	77	387444	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
392,484	2	07LR_4100	86	## #### #### #######	77	392484	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
395,524	2	07LR_4100	87	Sie freut sich auf den Urlaub	66	395524	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
399,557	2	07LR_4100	88	## ##### ### ### #####	77	399557	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
405,586	2	07LR_4100	89	Er nimmt es sich zu Herzen	22	405586	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
409,62	2	07LR_4100	90	Er hat einen an der Birne	11	409620	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,649	2	07LR_4100	91	Er leidet unter der Trennung seiner Eltern	44	414649	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
418,689	2	07LR_4100	92	## #### #### ##### ### ### #####	77	418689	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
425,717	2	07LR_4100	93	## #### #### #####	77	425717	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,746	2	07LR_4100	94	### ### #########	77	428746	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
434,78	2	07LR_4100	95	Hast du mehrere Rautezeichen gesehen?	88	434780	Ja	1653	908	37	5	9	9	9	9	9	9	9	9	correct
442,821	2	07LR_4100	96	## ####### ## #########	77	442821	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
445,855	2	07LR_4100	97	## ##### ## #### ### #####	77	445855	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
448,889	2	07LR_4100	98	Er ist krank geworden	44	448889	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
451,923	2	07LR_4100	99	Sie plant eine Zugfahrt	55	451923	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
459,957	2	07LR_4100	100	### ###### #######	77	459957	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
