onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
83,282	2	07LR_4100	21	Sie reagierte enthusiastisch auf den Vorschlag	66	83282	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
90,311	2	07LR_4100	22	Sie lag erschšpft im Bett	44	90311	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
94,339	2	07LR_4100	23	Er prŸgelte ihm die Seele aus dem Leib	11	94339	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
97,369	2	07LR_4100	24	## ### ### ### ### ### ####### ##	77	97369	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
100,403	2	07LR_4100	25	Hast du soeben viele Rautezeichen gesehen?	88	100403	Ja	1287	918	42	6	9	9	9	9	9	9	9	9	correct
107,442	2	07LR_4100	26	Er ist ein anstrengender Mensch	44	107442	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
110,482	2	07LR_4100	27	### ##### ##### ### ### ## ######	77	110482	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
116,516	2	07LR_4100	28	Er ist Feuer und Flamme	33	116516	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
123,551	2	07LR_4100	29	Er gewinnt neues Selbstvertrauen	66	123551	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
128,579	2	07LR_4100	30	Er ist Ÿber alle Berge	22	128579	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
132,619	2	07LR_4100	31	Sie wird herzlich begrŸ§t	66	132619	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
135,648	2	07LR_4100	32	## ####### ##### #####	77	135648	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
138,682	2	07LR_4100	33	### #### #### ### ######	77	138682	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
141,716	2	07LR_4100	34	Sie ist ŸberglŸcklich deswegen	66	141716	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
144,749	2	07LR_4100	35	#### ### ##### #### ####	77	144749	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
147,783	2	07LR_4100	36	Sie genie§t ihre Freizeit	66	147783	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
150,817	2	07LR_4100	37	Er platzt vor Neid	11	150817	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
153,851	2	07LR_4100	38	### ##### #### ##### ####	77	153851	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
156,885	2	07LR_4100	39	### ### ##### ### #### #####	77	156885	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
161,919	2	07LR_4100	40	Er lŠsst kein gutes Haar daran	11	161919	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
169,958	2	07LR_4100	41	†bt er viel Kritik daran?	88	169958	Ja	1723	919	25	5	9	9	9	9	9	9	9	9	correct
176,005	2	07LR_4100	42	Sie machen heute ein Picknick am Strand	66	176005	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
183,034	2	07LR_4100	43	### ######### #### ########### ### ### ######	77	183034	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
186,062	2	07LR_4100	44	Es wŠchst ihr ans Herz	33	186062	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
190,097	2	07LR_4100	45	##### ##### ##### ##### #### ####	77	190097	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
198,125	2	07LR_4100	46	Hast du soeben mehrere Dreiecke gesehen?	88	198125	Nein	1788	920	40	6	9	9	9	9	9	9	9	9	correct
203,17	2	07LR_4100	47	Es ist eine Augenweide	33	203170	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
208,205	2	07LR_4100	48	Er bereitet sich darauf vor	55	208205	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
211,245	2	07LR_4100	49	Sie ist zŠh wie Leder	22	211245	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
216,279	2	07LR_4100	50	Ist sie sehr zart?	88	216279	Nein	1385	921	18	4	9	9	9	9	9	9	9	9	correct
225,322	2	07LR_4100	51	## ##### #### ####	77	225322	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
228,354	2	07LR_4100	52	### ##### ### ##### ####	77	228354	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
231,388	2	07LR_4100	53	Es ist gehŸpft wie gesprungen	22	231388	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
237,422	2	07LR_4100	54	### ##### #### ##### ##### ## #####	77	237422	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
240,456	2	07LR_4100	55	## ### ## ######### ###### ### #####	77	240456	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
245,489	2	07LR_4100	56	Er hat im Lotto gewonnen	66	245489	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
250,53	2	07LR_4100	57	Es hat sich nichts bei ihr verŠndert	55	250530	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
255,57	2	07LR_4100	58	Er freundet sich mit ihm an	66	255570	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
259,609	2	07LR_4100	59	Sie bricht ihm das Herz	11	259609	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
264,637	2	07LR_4100	60	Macht sie ihn traurig?	88	264637	Ja	1909	922	22	4	9	9	9	9	9	9	9	9	correct
273,684	2	07LR_4100	61	## ##### ### ##### ### #######	77	273684	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
279,713	2	07LR_4100	62	Sie macht einen Vorschlag	55	279713	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
285,748	2	07LR_4100	63	Er ist auf seinen Sohn sehr stolz	66	285748	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
288,781	2	07LR_4100	64	Er ist ein Waschlappen	11	288781	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
292,816	2	07LR_4100	65	Sie ist ihr ein Dorn im Auge	11	292816	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
298,844	2	07LR_4100	66	Er wird den ganzen Tag in der Schule geŠrgert	44	298844	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
304,879	2	07LR_4100	67	### ##### ##### ##### ##### #### ### ##### ######	77	304879	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
307,913	2	07LR_4100	68	#### ## ### ##### #####	77	307913	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
310,947	2	07LR_4100	69	Er fŸhrt Bšses im Schilde	11	310947	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
315,981	2	07LR_4100	70	Hat er gute Absichten?	88	315981	Nein	1230	923	22	4	9	9	9	9	9	9	9	9	correct
326,026	2	07LR_4100	71	Sie geht an die Decke	11	326026	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
329,067	2	07LR_4100	72	Er steht im Zenit seines Lebens	33	329067	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
335,1	2	07LR_4100	73	#### ###### ######	77	335100	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
338,135	2	07LR_4100	74	Er kommt Ÿber die Runden	22	338135	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
342,17	2	07LR_4100	75	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	342170	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
347,198	2	07LR_4100	76	Sie ist im siebten Himmel	33	347198	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
351,238	2	07LR_4100	77	Sie trŠgt das Herz auf der Zunge	22	351238	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
354,266	2	07LR_4100	78	Sie ist Ÿberarbeitet	44	354266	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
359,3	2	07LR_4100	79	### ### ##### ######## ###########	77	359300	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
365,34	2	07LR_4100	80	### ### ##### #########	77	365340	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
368,373	2	07LR_4100	81	Er betrachtet es genau	55	368373	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
374,408	2	07LR_4100	82	Sie ist die Ehrlichkeit in Person	33	374408	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
381,444	2	07LR_4100	83	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	381444	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
385,472	2	07LR_4100	84	##### ##### #### ###### ##### ######## ###### ####	77	385472	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
388,5	2	07LR_4100	85	Er ist ein alter Hase	22	388500	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
391,534	2	07LR_4100	86	Er lŠsst sein Herz sprechen	33	391534	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
396,568	2	07LR_4100	87	LŠsst er sich von seinen GefŸhlen leiten?	88	396568	Ja	2528	924	41	7	9	9	9	9	9	9	9	9	correct
402,614	2	07LR_4100	88	### ####### #### ##### #### ############	77	402614	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
407,641	2	07LR_4100	89	### #### ########	77	407641	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
412,682	2	07LR_4100	90	## ### ##### ######	77	412682	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
415,722	2	07LR_4100	91	Er fŠllt durch die AbschlussprŸfung	44	415722	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
423,756	2	07LR_4100	92	Er fŸhlt sich nicht wohl	44	423756	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
427,796	2	07LR_4100	93	Sie hat einen Geistesblitz	33	427796	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
432,825	2	07LR_4100	94	Es macht keinen Unterschied fŸr ihn	55	432825	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
437,865	2	07LR_4100	95	#### #### ###### ##### ####	77	437865	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
440,904	2	07LR_4100	96	### ###### ##### ######## #########	77	440904	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
443,938	2	07LR_4100	97	Sie ist fit wie ein Turnschuh	33	443938	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
449,972	2	07LR_4100	98	## ##### ###### ###########	77	449972	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
453,006	2	07LR_4100	99	Alles ist in Ordnung	66	453006	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
459,04	2	07LR_4100	100	Sie steckt bis Ÿber die Ohren in Schulden	11	459040	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
