onset	duration	Experiment - R3AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
234,366	2	24AD_lo34194	53	## ### ####### ##### ######	77	234366	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
237,406	2	24AD_lo34194	54	Es ist gehüpft wie gesprungen	22	237406	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
244,439	2	24AD_lo34194	55	### ####### #### ###	77	244439	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
247,468	2	24AD_lo34194	56	Hast du soeben viele Rautezeichen gesehen?	88	247468	Ja	2403	911	42	6	9	9	9	9	9	9	9	9	correct
253,508	2	24AD_lo34194	57	Alles läuft wie immer	55	253508	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
257,537	2	24AD_lo34194	58	Er ist darauf neutral	55	257537	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
260,565	2	24AD_lo34194	59	Ist er dagegen?	88	260565	Nein	1979	912	15	3	9	9	9	9	9	9	9	9	correct
265,606	2	24AD_lo34194	60	## ##### ### ##### ### #######	77	265606	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
270,638	2	24AD_lo34194	61	Er steht im Zenit seines Lebens	33	270638	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
273,679	2	24AD_lo34194	62	### ###### #######	77	273679	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
276,713	2	24AD_lo34194	63	### ### #### ### #####	77	276713	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
280,747	2	24AD_lo34194	64	Sie veranstalten eine Party für ihn	66	280747	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
285,775	2	24AD_lo34194	65	Er kommt über die Runden	22	285775	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
289,815	2	24AD_lo34194	66	Er ist Feuer und Flamme	33	289815	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
296,843	2	24AD_lo34194	67	Sie schert sich zum Teufel	11	296843	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
300,872	2	24AD_lo34194	68	Er ist daran verzweifelt	44	300872	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
303,901	2	24AD_lo34194	69	## ### ######### #####	77	303901	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
308,935	2	24AD_lo34194	70	### #### ### ##### ######## ##	77	308935	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
312,974	2	24AD_lo34194	71	### #### #### #########	77	312974	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
317,003	2	24AD_lo34194	72	Sie baut Luftschlösser	22	317003	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
320,031	2	24AD_lo34194	73	Das ist beruhigend	66	320031	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
324,065	2	24AD_lo34194	74	Wird man davon nervös?	88	324065	Nein	1787	913	22	4	9	9	9	9	9	9	9	9	correct
330,1	2	24AD_lo34194	75	Sie kommt auf einen Sprung herein	22	330100	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	7	miss
335,128	2	24AD_lo34194	76	#### #### ###### ##### ####	77	335128	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
342,168	2	24AD_lo34194	77	Wurde dir soeben ein Satz präsentiert?	88	342168	Nein	2674	914	38	6	9	9	9	9	9	9	9	9	correct
349,203	2	24AD_lo34194	78	Sie strukturiert ihre Arbeit	55	349203	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
352,243	2	24AD_lo34194	79	Sie haben einen Bericht geschrieben	55	352243	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
355,277	2	24AD_lo34194	80	Sie ist unsterblich verliebt	33	355277	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
358,31	2	24AD_lo34194	81	Empfindet sie große Zuneigung?	88	358310	Ja	2529	915	30	4	9	9	9	9	9	9	9	9	correct
364,35	2	24AD_lo34194	82	Er betrachtet es genau	55	364350	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
370,378	2	24AD_lo34194	83	#### #### ##### ##########	77	370378	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
374,413	2	24AD_lo34194	84	### ##### ### ##### ####	77	374413	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
381,442	2	24AD_lo34194	85	### ### ## ### ##### ###### #####	77	381442	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
389,471	2	24AD_lo34194	86	## ### ### ### ### ### ####### ##	77	389471	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
392,51	2	24AD_lo34194	87	Er hintergeht sie	44	392510	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
395,545	2	24AD_lo34194	88	Wird sie betrogen?	88	395545	Ja	2179	916	18	3	9	9	9	9	9	9	9	9	correct
401,584	2	24AD_lo34194	89	Sie säuft wie ein Loch	11	401584	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
406,612	2	24AD_lo34194	90	### ###### ##### ######## #########	77	406612	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
412,652	2	24AD_lo34194	91	Sie lassen Gras über die Sache wachsen	22	412652	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
416,691	2	24AD_lo34194	92	Er genießt die Gesellschaft	66	416691	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
424,732	2	24AD_lo34194	93	Sie ist die Ehrlichkeit in Person	33	424732	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
427,772	2	24AD_lo34194	94	## ### ###### ######	77	427772	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
432,807	2	24AD_lo34194	95	Er hat es faustdick hinter den Ohren	22	432807	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
436,846	2	24AD_lo34194	96	Sie gehen vor die Hunde	11	436846	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
440,875	2	24AD_lo34194	97	Sie geht an die Decke	11	440875	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
443,903	2	24AD_lo34194	98	## ### ### ### #########	77	443903	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
449,937	2	24AD_lo34194	99	Sie lacht aus vollem Hals	33	449937	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
453,971	2	24AD_lo34194	100	## ######## ##### #####	77	453971	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
