onset	duration	Experiment - R1BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
122,539	2	18MT_4143	28	### ### ##### ### #### #####	77	122539	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
125,58	2	18MT_4143	29	Sie ist im siebten Himmel	33	125580	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
129,614	2	18MT_4143	30	### ### #########	77	129614	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
132,642	2	18MT_4143	31	#### #### ##### ##########	77	132642	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
138,676	2	18MT_4143	32	Er grinst wie ein Honigkuchenpferd	33	138676	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
142,711	2	18MT_4143	33	Ihm ist Ùbel geworden	44	142711	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
146,739	2	18MT_4143	34	Sie ist stur wie ein Bock	11	146739	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
152,768	2	18MT_4143	35	Sie eroberte sein Herz	33	152768	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
160,803	2	18MT_4143	36	##### ##### ## ####### #### ########## ### ########	77	160803	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
163,843	2	18MT_4143	37	Hast du soeben einen Satz gelesen?	88	163843	Ja	2205	903	34	6	9	9	9	9	9	9	9	9	incorrect
168,883	2	18MT_4143	38	### ##### ##### ## ### ###### ####	77	168883	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
171,917	2	18MT_4143	39	Er ist ein anstrengender Mensch	44	171917	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
177,95	2	18MT_4143	40	Sie schaut ihn liebevoll an	66	177950	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
181,985	2	18MT_4143	41	### ### ##### ######## ###########	77	181985	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
185,013	2	18MT_4143	42	Er hatte Schwierigkeiten damit	44	185013	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
188,047	2	18MT_4143	43	Schaffte er es mit Leichtigkeit?	88	188047	warning	2154	904	32	5	9	9	9	9	9	9	9	9	miss
194,087	2	18MT_4143	44	## ##### ### ##### ### #######	77	194087	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
200,115	2	18MT_4143	45	Er betrachtet es genau	55	200115	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
203,149	2	18MT_4143	46	Schaut er genau hin?	88	203149	Ja	1734	905	20	4	9	9	9	9	9	9	9	9	correct
209,19	2	18MT_4143	47	#### ## ### ##### #####	77	209190	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
213,218	2	18MT_4143	48	Es steht noch in den Sternen	22	213218	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
216,246	2	18MT_4143	49	Sie bricht ihm das Herz	11	216246	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
224,281	2	18MT_4143	50	Sie lassen Gras Ùber die Sache wachsen	22	224281	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
228,321	2	18MT_4143	51	Er lebt wie Gott in Frankreich	33	228321	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
232,35	2	18MT_4143	52	Sie haben sowohl _hnliche wie auch unterschiedliche Ansichten	55	232350	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
240,377	2	18MT_4143	53	Sie s_uft wie ein Loch	11	240377	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
243,417	2	18MT_4143	54	### #### ####### ##	77	243417	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
250,45	2	18MT_4143	55	## ### ##### ######	77	250450	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
253,481	2	18MT_4143	56	Sie gehen vor die Hunde	11	253481	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
257,516	2	18MT_4143	57	Er hat es faustdick hinter den Ohren	22	257516	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
261,544	2	18MT_4143	58	## ##### #### ####	77	261544	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
264,572	2	18MT_4143	59	Sie ist die Ehrlichkeit in Person	33	264572	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
267,606	2	18MT_4143	60	Sie veranstalten eine Party fÙr ihn	66	267606	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
272,639	2	18MT_4143	61	## ### #### ###### ### ### ########## ##	77	272639	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
275,679	2	18MT_4143	62	## #### #### #######	77	275679	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
278,713	2	18MT_4143	63	Sie wird herzlich begrÙ¤t	66	278713	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
282,747	2	18MT_4143	64	Sie lacht Ùber den Scherz	66	282747	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
287,776	2	18MT_4143	65	Weinte sie vor Trauer?	88	287776	Nein	1871	906	22	4	9	9	9	9	9	9	9	9	correct
293,821	2	18MT_4143	66	Sie ist nun ruhig	55	293821	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
300,849	2	18MT_4143	67	### ####### #### ###	77	300849	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
304,88	2	18MT_4143	68	## ### #### ###### ### ### ### ####### ########	77	304880	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
307,908	2	18MT_4143	69	## ## ##########	77	307908	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
312,941	2	18MT_4143	70	Sie denkt Ùber die Vor- und Nachteile nach	55	312941	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
316,981	2	18MT_4143	71	Er grinst Ùber beide Ohren	33	316981	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
321,01	2	18MT_4143	72	Sie ist ÙberglÙcklich deswegen	66	321010	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
324,037	2	18MT_4143	73	Sie lernte es mÙhelos	66	324037	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
328,072	2	18MT_4143	74	Er leidet unter der Trennung seiner Eltern	44	328072	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
332,101	2	18MT_4143	75	## ###### ###############	77	332101	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
337,129	2	18MT_4143	76	Sie ist unf_hig	44	337129	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
344,169	2	18MT_4143	77	Er schÙttet ihr sein Herz aus	22	344169	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
349,198	2	18MT_4143	78	#### ##### ##### ### ########	77	349198	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
352,238	2	18MT_4143	79	Sie schwitzte Blut und Wasser	11	352238	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
355,272	2	18MT_4143	80	### #### ## ### #####	77	355272	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
358,306	2	18MT_4143	81	Hast du soeben Rautezeichen gesehen?	88	358306	Nein	2509	907	36	5	9	9	9	9	9	9	9	9	incorrect
364,345	2	18MT_4143	82	Er verliert seine Arbeit	44	364345	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
370,374	2	18MT_4143	83	Sie macht ihr die H_lle hei¤	11	370374	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
374,409	2	18MT_4143	84	Es hat nichts damit zu tun	55	374409	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
381,437	2	18MT_4143	85	Er dreht das Rad der Zeit zurÙck	22	381437	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
389,467	2	18MT_4143	86	## ### ##### ######## ##### #########	77	389467	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
392,507	2	18MT_4143	87	### ##### ### #### #######	77	392507	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
395,541	2	18MT_4143	88	Sie kommt auf einen Sprung herein	22	395541	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
399,574	2	18MT_4143	89	Es hat sich nichts bei ihr ver_ndert	55	399574	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
404,602	2	18MT_4143	90	## #### #### #####	77	404602	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
410,643	2	18MT_4143	91	Sie bekommt einen Auftrag	55	410643	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
414,677	2	18MT_4143	92	Es ist gehÙpft wie gesprungen	22	414677	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
422,706	2	18MT_4143	93	Sie Ùberlegt sich wie sie weitermachen kann	55	422706	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
425,746	2	18MT_4143	94	Sie schaffen das ganz gut	66	425746	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
430,78	2	18MT_4143	95	Gelingt es ihnen?	88	430780	Ja	1846	908	17	3	9	9	9	9	9	9	9	9	correct
436,826	2	18MT_4143	96	Mir f_llt ein Stein vom Herzen	33	436826	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
440,854	2	18MT_4143	97	Er freundet sich mit ihm an	66	440854	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
443,883	2	18MT_4143	98	## ##### ### ### ###### ### ######	77	443883	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
449,917	2	18MT_4143	99	Er ist eine falsche Schlange	11	449917	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
453,949	2	18MT_4143	100	### ###### ### ##### ###	77	453949	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
