onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
108,475	2	18MT_4143	26	## ### ###### ######	77	108475	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
112,505	2	18MT_4143	27	##### ##### #### ###### ##### ######## ###### ####	77	112505	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
120,533	2	18MT_4143	28	Sie ist ihr ein Dorn im Auge	11	120533	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
123,573	2	18MT_4143	29	Er bereitet sich darauf vor	55	123573	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
127,608	2	18MT_4143	30	## ### ## ######### ###### ### #####	77	127608	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
130,636	2	18MT_4143	31	Sie trŠgt das Herz auf der Zunge	22	130636	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
136,669	2	18MT_4143	32	Er spitzte die Ohren	22	136669	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
140,704	2	18MT_4143	33	#### ###### ####### #########	77	140704	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
144,732	2	18MT_4143	34	Er ist ein Waschlappen	11	144732	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
150,761	2	18MT_4143	35	Ist er mutig und erfolgreich?	88	150761	Nein	1859	910	29	5	9	9	9	9	9	9	9	9	correct
160,802	2	18MT_4143	36	Er wird freundlich aufgenommen	66	160802	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
163,842	2	18MT_4143	37	Sie ist Ÿberarbeitet	44	163842	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
166,876	2	18MT_4143	38	Er hat Schmetterlinge im Bauch	33	166876	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
169,909	2	18MT_4143	39	Sie erzŠhlt was passiert ist	55	169909	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
175,943	2	18MT_4143	40	Sie hat einen Schnupfen	44	175943	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
179,978	2	18MT_4143	41	Er ist daran verzweifelt	44	179978	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
183,007	2	18MT_4143	42	Er prŸgelte ihm die Seele aus dem Leib	11	183007	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
186,04	2	18MT_4143	43	#### #### ### ##### ### #####	77	186040	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
190,073	2	18MT_4143	44	Sie freut sich auf den Urlaub	66	190073	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
196,103	2	18MT_4143	45	## #### #### ##### ### ### #####	77	196103	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
199,138	2	18MT_4143	46	### ##### ####### ### ### ### ######### #####	77	199138	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
203,171	2	18MT_4143	47	####### ### ###### ######### ##### ####	77	203171	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
207,2	2	18MT_4143	48	### ### ## ### ##### ###### #####	77	207200	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
210,228	2	18MT_4143	49	Er schwimmt im Geld	33	210228	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
218,262	2	18MT_4143	50	Es ist eine Augenweide	33	218262	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
222,302	2	18MT_4143	51	Sie versteht was er meint	55	222302	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
226,331	2	18MT_4143	52	Er ist auf seinen Sohn sehr stolz	66	226331	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
234,359	2	18MT_4143	53	### ##### ### ##### ####	77	234359	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
237,4	2	18MT_4143	54	Sie wŠgt ihre Worte ab	22	237400	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
244,434	2	18MT_4143	55	### #### ##### ######## #### ###	77	244434	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
247,462	2	18MT_4143	56	Wurden dir soeben Dreiecke gezeigt?	88	247462	Nein	2335	911	35	5	9	9	9	9	9	9	9	9	correct
253,503	2	18MT_4143	57	Sie strukturiert ihre Arbeit	55	253503	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
257,53	2	18MT_4143	58	Es macht keinen Unterschied fŸr ihn	55	257530	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
260,559	2	18MT_4143	59	Entstehen ihm dadurch Nachteile?	88	260559	Nein	2961	912	32	4	9	9	9	9	9	9	9	9	correct
265,599	2	18MT_4143	60	#### ##### ##### ##### ####	77	265599	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
270,633	2	18MT_4143	61	Sie hat Geld ohne Ende	33	270633	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
273,672	2	18MT_4143	62	### #### ##### ##### #####	77	273672	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
276,706	2	18MT_4143	63	### ####### #### ######## ## ###	77	276706	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
280,741	2	18MT_4143	64	Sie machen heute ein Picknick am Strand	66	280741	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
285,769	2	18MT_4143	65	Sie ist zŠh wie Leder	22	285769	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
289,809	2	18MT_4143	66	Er lŠsst sein Herz sprechen	33	289809	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
296,837	2	18MT_4143	67	Sie verpasste ihm einen Denkzettel	11	296837	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
300,867	2	18MT_4143	68	Sie ist schlechter Stimmung	44	300867	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
303,895	2	18MT_4143	69	#### ###### ####### #####	77	303895	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
308,929	2	18MT_4143	70	## ######## ##### #####	77	308929	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
312,969	2	18MT_4143	71	## ##### ##### ##### ######	77	312969	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
316,997	2	18MT_4143	72	Es ist in aller Munde	22	316997	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
320,026	2	18MT_4143	73	Er hat im Lotto gewonnen	66	320026	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
324,06	2	18MT_4143	74	Hat er die richtigen Zahlen gewŠhlt?	88	324060	Ja	1730	913	36	6	9	9	9	9	9	9	9	9	correct
330,094	2	18MT_4143	75	Er trŠumt in den Tag hinein	22	330094	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
335,123	2	18MT_4143	76	## ##### ###### ###########	77	335123	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
342,163	2	18MT_4143	77	Wurden dir soeben viele Rautezeichen gezeigt?	88	342163	Ja	3085	914	45	6	9	9	9	9	9	9	9	9	correct
349,198	2	18MT_4143	78	Er merkt wie sich die Sachen entwickeln	55	349198	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
352,237	2	18MT_4143	79	Es ist nicht so schwierig	55	352237	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
355,271	2	18MT_4143	80	Sie ist in der BlŸte ihrer Jahre	33	355271	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
358,305	2	18MT_4143	81	Ist sie momentan im besten Alter?	88	358305	Ja	1277	915	33	6	9	9	9	9	9	9	9	9	correct
364,345	2	18MT_4143	82	Er schreibt seine Gedanken auf	55	364345	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
370,373	2	18MT_4143	83	### ### #### ### #####	77	370373	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
374,408	2	18MT_4143	84	## ##### ###### ##### #####	77	374408	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
381,436	2	18MT_4143	85	#### ###### #########	77	381436	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
389,466	2	18MT_4143	86	## ### ####### #######	77	389466	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
392,506	2	18MT_4143	87	Sie ist sehr unaufrichtig	44	392506	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
395,54	2	18MT_4143	88	Ist sie eine ehrliche Person?	88	395540	Nein	2077	916	29	5	9	9	9	9	9	9	9	9	correct
401,58	2	18MT_4143	89	Sie ist nur noch Haut und Knochen	11	401580	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
406,607	2	18MT_4143	90	## ##### ### #####	77	406607	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
412,648	2	18MT_4143	91	Er ist Ÿber alle Berge	22	412648	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
416,683	2	18MT_4143	92	Das war eine schšne Erinnerung	66	416683	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
424,711	2	18MT_4143	93	Er ist wie aus dem Ei gepellt	33	424711	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
427,752	2	18MT_4143	94	#### ### ########## #########	77	427752	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
432,785	2	18MT_4143	95	Sie hŠlt ihre Zunge im Zaum	22	432785	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,825	2	18MT_4143	96	Sie holt sich den Tod	11	436825	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
440,853	2	18MT_4143	97	Sie spuckte Gift und Galle	11	440853	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,882	2	18MT_4143	98	#### #### ###### ##### ####	77	443882	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
449,916	2	18MT_4143	99	Er schwebt auf Wolke sieben	33	449916	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
453,951	2	18MT_4143	100	### ####### #### ### ######	77	453951	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
