onset	duration	Experiment - R5CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
65,106	2	23aw_415112	15	#### ##### ##### ##### ####	77	65106	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
71,145	2	23aw_415112	16	Sie ist nur noch Haut und Knochen	11	71145	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
75,18	2	23aw_415112	17	### ####### #### ### ######	77	75180	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
78,209	2	23aw_415112	18	####### ### ###### ######### ##### ####	77	78209	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
81,242	2	23aw_415112	19	Sie wird dafŸr hart bestraft	44	81242	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
89,276	2	23aw_415112	20	### ### #### ##### ####	77	89276	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
97,317	2	23aw_415112	21	## ### ####### #######	77	97317	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
100,356	2	23aw_415112	22	Er ist bekannt wie ein bunter Hund	22	100356	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
103,391	2	23aw_415112	23	Es wurde heute aufgerŠumt	55	103391	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
106,425	2	23aw_415112	24	## ### ######### #####	77	106425	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
110,458	2	23aw_415112	25	Sie hat Geld ohne Ende	33	110458	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
117,486	2	23aw_415112	26	### ####### #### ######## ## ###	77	117486	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
120,516	2	23aw_415112	27	Sie hat einen Schnupfen	44	120516	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
123,55	2	23aw_415112	28	Sie ist unfŠhig	44	123550	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
126,584	2	23aw_415112	29	Er schreibt seine Gedanken auf	55	126584	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
129,618	2	23aw_415112	30	Er spaziert durch die Sonne	66	129618	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
136,652	2	23aw_415112	31	Er wird freundlich aufgenommen	66	136652	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
140,68	2	23aw_415112	32	Alles lŠuft wie immer	55	140680	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
145,708	2	23aw_415112	33	Er plaudert aus dem NŠhkŠstchen	22	145708	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
149,749	2	23aw_415112	34	Plaudert er Geheimnisse aus?	88	149749	Ja	1492	912	28	4	9	9	9	9	9	9	9	9	correct
155,783	2	23aw_415112	35	### #### #### #########	77	155783	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
158,812	2	23aw_415112	36	#### ##### #### #####	77	158812	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
163,845	2	23aw_415112	37	Er denkt jetzt daran	55	163845	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
166,885	2	23aw_415112	38	#### ###### #########	77	166885	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
170,919	2	23aw_415112	39	Sie macht sich Sorgen um ihre Zukunft	44	170919	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,948	2	23aw_415112	40	Er ist bis Ÿber beide Ohren verliebt	33	177948	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
182,977	2	23aw_415112	41	Es hat nichts damit zu tun	55	182977	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
189,016	2	23aw_415112	42	##### ##### ## ####### #### ########## ### ########	77	189016	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
195,051	2	23aw_415112	43	Sie ist davon verwirrt	44	195051	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
202,086	2	23aw_415112	44	#### #### ##### ##########	77	202086	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
205,115	2	23aw_415112	45	Das war eine schšne Erinnerung	66	205115	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
210,148	2	23aw_415112	46	Er feuerte ihn	11	210148	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
214,19	2	23aw_415112	47	Er grinst wie ein Honigkuchenpferd	33	214190	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
219,232	2	23aw_415112	48	Sie redet Klartext	22	219232	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
225,273	2	23aw_415112	49	Sie macht ihr die Hšlle hei§	11	225273	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
228,307	2	23aw_415112	50	Sie versteht was er meint	55	228307	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
232,341	2	23aw_415112	51	Sie bekommt einen Auftrag	55	232341	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
235,37	2	23aw_415112	52	### ###### ### ##### ###	77	235370	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
239,404	2	23aw_415112	53	Sie sieht alles schwarz	11	239404	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
243,432	2	23aw_415112	54	Sie lacht Ÿber den Scherz	66	243432	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
246,46	2	23aw_415112	55	Sie fŸhlt sich gesund und aktiv	66	246460	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
251,494	2	23aw_415112	56	Sie machte ihn zur Sau	11	251494	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
256,533	2	23aw_415112	57	## ### ##### ############	77	256533	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
264,574	2	23aw_415112	58	## ##### ### #####	77	264574	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
268,614	2	23aw_415112	59	Sie ist nun ruhig	55	268614	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
271,643	2	23aw_415112	60	Er ist dumm wie Brot	11	271643	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
274,676	2	23aw_415112	61	#### ###### ####### #####	77	274676	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
277,71	2	23aw_415112	62	Sie schert sich zum Teufel	11	277710	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
284,744	2	23aw_415112	63	Sie baut Luftschlšsser	22	284744	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
287,773	2	23aw_415112	64	## ## ##########	77	287773	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
290,807	2	23aw_415112	65	## ######## ##### #####	77	290807	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
296,841	2	23aw_415112	66	#### #### ### ##### ### #####	77	296841	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
301,875	2	23aw_415112	67	Er ist wie aus dem Ei gepellt	33	301875	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
304,915	2	23aw_415112	68	Er hat einen guten Draht zu ihm	33	304915	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
307,949	2	23aw_415112	69	Das war eine schwierige Entscheidung	44	307949	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
312,983	2	23aw_415112	70	Er ist eine falsche Schlange	11	312983	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
319,023	2	23aw_415112	71	### ####### #### ### ### ######## ### #########	77	319023	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
325,057	2	23aw_415112	72	## ##### ###### ##### #####	77	325057	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
329,092	2	23aw_415112	73	Sie wŠgt ihre Worte ab	22	329092	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
334,12	2	23aw_415112	74	Er schŸttet ihr sein Herz aus	22	334120	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
340,16	2	23aw_415112	75	### #### ## ### #####	77	340160	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
343,194	2	23aw_415112	76	### #### ####### ##	77	343194	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
346,228	2	23aw_415112	77	Sie ist stur wie ein Bock	11	346228	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
350,262	2	23aw_415112	78	Ist sie sehr nachgiebig?	88	350262	Nein	1593	913	24	4	9	9	9	9	9	9	9	9	correct
357,296	2	23aw_415112	79	Es ist Jacke wie Hose	22	357296	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
361,336	2	23aw_415112	80	Er ist wŸtend auf sie	44	361336	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
366,365	2	23aw_415112	81	Er schweigt wie ein Grab	22	366365	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
369,403	2	23aw_415112	82	VerrŠt er das Geheimnis?	88	369403	Nein	2413	914	24	4	9	9	9	9	9	9	9	9	correct
374,444	2	23aw_415112	83	Sie holt fŸr ihn die Sterne vom Himmel	33	374444	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
377,478	2	23aw_415112	84	#### ###### ###### #######	77	377478	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
380,512	2	23aw_415112	85	Ihr lŠuft die Galle Ÿber	11	380512	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
385,546	2	23aw_415112	86	Mir fŠllt ein Stein vom Herzen	33	385546	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
391,585	2	23aw_415112	87	Bin ich erleichtert?	88	391585	Ja	1344	915	20	3	9	9	9	9	9	9	9	9	correct
398,626	2	23aw_415112	88	### ##### ### ####### ####	77	398626	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
401,665	2	23aw_415112	89	Sie kommt auf einen Sprung herein	22	401665	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
408,699	2	23aw_415112	90	Sie lernte es mŸhelos	66	408699	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
413,729	2	23aw_415112	91	Er genie§t die Gesellschaft	66	413729	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
416,768	2	23aw_415112	92	### #### ##### ######## #### ###	77	416768	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
422,802	2	23aw_415112	93	Sie bespricht die Angelegenheit mit ihren Kollegen	55	422802	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
430,837	2	23aw_415112	94	HŠlt sie die Angelegenheit geheim?	88	430837	Nein	1898	916	34	5	9	9	9	9	9	9	9	9	correct
439,883	2	23aw_415112	95	Er ist total zufrieden mit sich	66	439883	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
442,911	2	23aw_415112	96	Das ist beruhigend	66	442911	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
445,946	2	23aw_415112	97	## ### #### ###### ### ### ########## ##	77	445946	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
448,98	2	23aw_415112	98	Er hatte Schwierigkeiten damit	44	448980	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
454,014	2	23aw_415112	99	## ### ##### ######## ##### #########	77	454014	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
459,053	2	23aw_415112	100	Sie eroberte sein Herz	33	459053	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
