onset	duration	Experiment - R6DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
176,014	2	20MK_41472212	42	Alles ist in Ordnung	66	176014	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
183,042	2	20MK_41472212	43	### ####### #### ######## ## ###	77	183042	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
186,072	2	20MK_41472212	44	Sie lŠsst die Seele baumeln	33	186072	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
190,106	2	20MK_41472212	45	## ####### ## #########	77	190106	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
198,134	2	20MK_41472212	46	Wurde dir soeben ein Satz prŠsentiert?	88	198134	Ja	1999	920	38	6	9	9	9	9	9	9	9	9	incorrect
203,18	2	20MK_41472212	47	Sie holt fŸr ihn die Sterne vom Himmel	33	203180	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
208,214	2	20MK_41472212	48	Er erinnert sich an die letzte Woche	55	208214	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
211,253	2	20MK_41472212	49	Sie hat die Weisheit mit Lšffeln gefressen	22	211253	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
216,287	2	20MK_41472212	50	Ist sie sehr dumm?	88	216287	Nein	2107	921	18	4	9	9	9	9	9	9	9	9	correct
225,334	2	20MK_41472212	51	## ### ##### ######	77	225334	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
228,363	2	20MK_41472212	52	#### ###### ####### #########	77	228363	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
231,397	2	20MK_41472212	53	Sie redet Klartext	22	231397	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
237,43	2	20MK_41472212	54	#### ## ### ##### ######	77	237430	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
240,465	2	20MK_41472212	55	## ##### ###### ###########	77	240465	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
245,498	2	20MK_41472212	56	Sie machen heute ein Picknick am Strand	66	245498	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
250,539	2	20MK_41472212	57	Sie bespricht die Angelegenheit mit ihren Kollegen	55	250539	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
255,578	2	20MK_41472212	58	Das ist beruhigend	66	255578	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
259,618	2	20MK_41472212	59	Sie ist ihr ein Dorn im Auge	11	259618	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
264,646	2	20MK_41472212	60	Freut sie sich Ÿber sie?	88	264646	Nein	1703	922	24	5	9	9	9	9	9	9	9	9	correct
273,692	2	20MK_41472212	61	## #### #### ##### ### ### #####	77	273692	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
279,722	2	20MK_41472212	62	Er kontrolliert gerade den Ablauf	55	279722	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
285,756	2	20MK_41472212	63	Mir ist es das wert	66	285756	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
288,79	2	20MK_41472212	64	Sie ist stur wie ein Bock	11	288790	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
292,823	2	20MK_41472212	65	Er ist ein Waschlappen	11	292823	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
298,853	2	20MK_41472212	66	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	298853	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
304,887	2	20MK_41472212	67	### #### #### #### ###### ######	77	304887	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
307,922	2	20MK_41472212	68	## ### #### ###### ### ### ### ####### ########	77	307922	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
310,954	2	20MK_41472212	69	Sie sŠuft wie ein Loch	11	310954	keine	0	24	22	5	-1,777777778	1,777777778	4	5	4	3,890047159	4,75	7	miss
315,989	2	20MK_41472212	70	Trinkt sie viel?	88	315989	Ja	1585	923	16	3	9	9	9	9	9	9	9	9	correct
326,035	2	20MK_41472212	71	Sie schwitzte Blut und Wasser	11	326035	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
329,075	2	20MK_41472212	72	Sie ist in der BlŸte ihrer Jahre	33	329075	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
335,109	2	20MK_41472212	73	### ### #### ##### ####	77	335109	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
338,144	2	20MK_41472212	74	Er nimmt es sich zu Herzen	22	338144	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
342,177	2	20MK_41472212	75	Er denkt jetzt daran	55	342177	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
347,206	2	20MK_41472212	76	Er ist wie aus dem Ei gepellt	33	347206	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
351,246	2	20MK_41472212	77	Sie hŠlt ihre Zunge im Zaum	22	351246	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
354,274	2	20MK_41472212	78	Sie lag erschšpft im Bett	44	354274	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
359,307	2	20MK_41472212	79	#### ##### ##### ##### ####	77	359307	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
365,348	2	20MK_41472212	80	## ##### #### ####	77	365348	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
368,382	2	20MK_41472212	81	Sie haben sowohl Šhnliche wie auch unterschiedliche Ansichten	55	368382	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
374,416	2	20MK_41472212	82	Sie hat einen Geistesblitz	33	374416	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
381,45	2	20MK_41472212	83	Er betrachtet es genau	55	381450	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
385,48	2	20MK_41472212	84	## ### ###### ######	77	385480	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
388,508	2	20MK_41472212	85	Sie ist zŠh wie Leder	22	388508	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
391,542	2	20MK_41472212	86	Sie ist im siebten Himmel	33	391542	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
396,576	2	20MK_41472212	87	Ist sie sehr verliebt?	88	396576	Ja	1621	924	22	4	9	9	9	9	9	9	9	9	correct
402,621	2	20MK_41472212	88	### ##### #### ##### ##### ## #####	77	402621	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
407,651	2	20MK_41472212	89	##### ##### ## ####### #### ########## ### ########	77	407651	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
412,689	2	20MK_41472212	90	## ##### ### ### ###### ### ######	77	412689	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
415,729	2	20MK_41472212	91	Das war eine schwierige Entscheidung	44	415729	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
423,763	2	20MK_41472212	92	Sie ist sehr unaufrichtig	44	423763	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
427,804	2	20MK_41472212	93	Er grinst wie ein Honigkuchenpferd	33	427804	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
432,832	2	20MK_41472212	94	Sie erzŠhlt was passiert ist	55	432832	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
437,872	2	20MK_41472212	95	## ####### ##### #####	77	437872	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
440,912	2	20MK_41472212	96	### ####### ##### #######	77	440912	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
443,945	2	20MK_41472212	97	Er schwimmt im Geld	33	443945	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
449,979	2	20MK_41472212	98	### #### ####### ##	77	449979	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
453,014	2	20MK_41472212	99	Er hat im Lotto gewonnen	66	453014	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
459,047	2	20MK_41472212	100	Sie holt sich den Tod	11	459047	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
