onset	duration	Experiment - R5DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
225,256	2	20MK_41472212	49	Sie stinkt vor Faulheit	11	225256	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
228,291	2	20MK_41472212	50	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	228291	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
232,324	2	20MK_41472212	51	Er bereitet sich darauf vor	55	232324	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
235,353	2	20MK_41472212	52	### #### #### #########	77	235353	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
239,387	2	20MK_41472212	53	Er hat bei ihm verspielt	11	239387	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
243,415	2	20MK_41472212	54	Sie fŸhlt sich gesund und aktiv	66	243415	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
246,443	2	20MK_41472212	55	Das hat viele Vorteile	66	246443	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
251,477	2	20MK_41472212	56	Sie gehen vor die Hunde	11	251477	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
256,517	2	20MK_41472212	57	### ####### #### ### ######	77	256517	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
264,557	2	20MK_41472212	58	## ### ##### ############	77	264557	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
268,598	2	20MK_41472212	59	Sie haben einen Bericht geschrieben	55	268598	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
271,626	2	20MK_41472212	60	Sie macht ihr die Hšlle hei§	11	271626	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
274,66	2	20MK_41472212	61	## ### ### ### ### ### ####### ##	77	274660	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
277,693	2	20MK_41472212	62	Sie machte ihn zur Sau	11	277693	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
284,728	2	20MK_41472212	63	Sie trŠgt das Herz auf der Zunge	22	284728	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
287,756	2	20MK_41472212	64	### ### #########	77	287756	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
290,79	2	20MK_41472212	65	#### #### ##### ##########	77	290790	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
296,824	2	20MK_41472212	66	## ### ######### #####	77	296824	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
301,859	2	20MK_41472212	67	Sie ist fit wie ein Turnschuh	33	301859	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
304,899	2	20MK_41472212	68	Er lŠsst sein Herz sprechen	33	304899	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
307,932	2	20MK_41472212	69	Er ist Ÿberheblich	44	307932	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
312,966	2	20MK_41472212	70	Sie bricht ihm das Herz	11	312966	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
319,006	2	20MK_41472212	71	## ### ####### ##### ######	77	319006	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
325,041	2	20MK_41472212	72	## ### ##### ######## ##### #########	77	325041	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
329,075	2	20MK_41472212	73	Es ist gehŸpft wie gesprungen	22	329075	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
334,103	2	20MK_41472212	74	Er ist bekannt wie ein bunter Hund	22	334103	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
340,143	2	20MK_41472212	75	#### ###### ######	77	340143	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
343,178	2	20MK_41472212	76	## #### ##### ##########	77	343178	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
346,211	2	20MK_41472212	77	Sie sieht alles schwarz	11	346211	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
350,244	2	20MK_41472212	78	Ist sie pessimistisch?	88	350244	Ja	1772	913	22	3	9	9	9	9	9	9	9	9	correct
357,279	2	20MK_41472212	79	Er spitzte die Ohren	22	357279	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
361,319	2	20MK_41472212	80	Er hintergeht sie	44	361319	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
366,348	2	20MK_41472212	81	Er kriegte eine GŠnsehaut	22	366348	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
369,388	2	20MK_41472212	82	Haben sich seine KšrperhŠrchen aufgerichtet?	88	369388	Ja	2444	914	44	5	9	9	9	9	9	9	9	9	correct
374,427	2	20MK_41472212	83	Er grinst Ÿber beide Ohren	33	374427	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
377,461	2	20MK_41472212	84	### ###### ### ##### ###	77	377461	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
380,495	2	20MK_41472212	85	Er prŸgelte ihm die Seele aus dem Leib	11	380495	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
385,529	2	20MK_41472212	86	Er steht im Zenit seines Lebens	33	385529	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
391,568	2	20MK_41472212	87	Ist er ein Kleinkind?	88	391568	Nein	2373	915	21	4	9	9	9	9	9	9	9	9	correct
398,609	2	20MK_41472212	88	### ###### #######	77	398609	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
401,649	2	20MK_41472212	89	Sie setzen ihn auf freien Fu§	22	401649	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
408,681	2	20MK_41472212	90	Sie fŸhlt sich sorglos	66	408681	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
413,712	2	20MK_41472212	91	Sie veranstalten eine Party fŸr ihn	66	413712	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
416,752	2	20MK_41472212	92	### ### #### ### ###### ## ####	77	416752	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
422,784	2	20MK_41472212	93	Alles lŠuft wie immer	55	422784	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
430,82	2	20MK_41472212	94	Hat sich etwas geŠndert?	88	430820	Nein	2020	916	24	4	9	9	9	9	9	9	9	9	correct
439,866	2	20MK_41472212	95	Er fŸhlt sich entspannt und locker	66	439866	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
442,895	2	20MK_41472212	96	Sie ist ŸberglŸcklich deswegen	66	442895	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
445,929	2	20MK_41472212	97	#### ## ### ##### #####	77	445929	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
448,963	2	20MK_41472212	98	Er verliert seine Arbeit	44	448963	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
453,997	2	20MK_41472212	99	### ##### ### ####### ####	77	453997	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
459,037	2	20MK_41472212	100	Er ist bis Ÿber beide Ohren verliebt	33	459037	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
