onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
84,283	2	09NR_4112	20	Sie ist nun ruhig	55	84283	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
91,323	2	09NR_4112	21	Springt sie wild herum?	88	91323	Nein	1843	902	23	4	9	9	9	9	9	9	9	9	correct
96,358	2	09NR_4112	22	## ### #### ###### ### ### ########## ##	77	96358	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
100,392	2	09NR_4112	23	Er nimmt es sich zu Herzen	22	100392	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
103,42	2	09NR_4112	24	Sie ist ŸberglŸcklich deswegen	66	103420	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
106,454	2	09NR_4112	25	### ### ######### ### #####	77	106454	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
110,488	2	09NR_4112	26	Sie ist unfŠhig	44	110488	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
114,516	2	09NR_4112	27	Sie erzŠhlt was passiert ist	55	114516	keine	0	130	28	5	0	0	3	5,727272727	4,916666667	999	999	999	miss
122,545	2	09NR_4112	28	## #### #### #######	77	122545	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
125,585	2	09NR_4112	29	Er redete mit Engelszungen	33	125585	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
129,62	2	09NR_4112	30	##### ##### ## ####### #### ########## ### ########	77	129620	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
132,648	2	09NR_4112	31	## ##### ## #### ### #####	77	132648	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
138,682	2	09NR_4112	32	Er grinst wie ein Honigkuchenpferd	33	138682	keine	0	73	34	5	1,666666667	1,666666667	3,875	4,545454546	4,545454546	4,048617879	3	7	miss
142,715	2	09NR_4112	33	Sie lag erschšpft im Bett	44	142715	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
146,745	2	09NR_4112	34	Sie macht ihr die Hšlle hei¤	11	146745	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
152,773	2	09NR_4112	35	Er grinst †ber beide Ohren	33	152773	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
160,808	2	09NR_4112	36	#### ##### ##### ### ########	77	160808	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
163,847	2	09NR_4112	37	Hast du soeben einen Satz gelesen?	88	163847	Nein	2460	903	34	6	9	9	9	9	9	9	9	9	correct
168,888	2	09NR_4112	38	#### ### ##### #### ####	77	168888	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
171,922	2	09NR_4112	39	Sie macht sich Sorgen um ihre Zukunft	44	171922	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,955	2	09NR_4112	40	Er freundet sich mit ihm an	66	177955	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
181,99	2	09NR_4112	41	### ##### ##### ## ### ###### ####	77	181990	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
185,018	2	09NR_4112	42	Er kann das nicht mehr leiden	44	185018	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
188,051	2	09NR_4112	43	Mag er das immernoch gerne?	88	188051	Nein	2322	904	27	5	9	9	9	9	9	9	9	9	correct
194,092	2	09NR_4112	44	## ##### ### ### ###### ### ######	77	194092	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
200,121	2	09NR_4112	45	Er merkt wie sich die Sachen entwickeln	55	200121	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
203,155	2	09NR_4112	46	Ist ihm die Entwicklung aufgefallen?	88	203155	Ja	2131	905	36	5	9	9	9	9	9	9	9	9	correct
209,195	2	09NR_4112	47	#### ###### ###### #######	77	209195	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
213,223	2	09NR_4112	48	Sie redet nicht um den hei§en Brei	22	213223	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
216,252	2	09NR_4112	49	Sie holt sich den Tod	11	216252	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
224,286	2	09NR_4112	50	Es ist Jacke wie Hose	22	224286	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
228,326	2	09NR_4112	51	Er hegt einen Traum	33	228326	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
232,355	2	09NR_4112	52	Sie denkt Ÿber die Vor- und Nachteile nach	55	232355	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
240,384	2	09NR_4112	53	Er benimmt sich wie ein Elefant im Porzellanladen	11	240384	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
243,424	2	09NR_4112	54	## ##### ### ### #####	77	243424	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
250,458	2	09NR_4112	55	## ##### ##### ##### ######	77	250458	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
253,487	2	09NR_4112	56	Sie bricht ihm das Herz	11	253487	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
257,521	2	09NR_4112	57	Sie hat die Weisheit mit Lšffeln gefressen	22	257521	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
261,55	2	09NR_4112	58	### ##### ##### ##### ##### #### ### ##### ######	77	261550	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
264,577	2	09NR_4112	59	Er schwimmt im Geld	33	264577	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
267,611	2	09NR_4112	60	Sie freut sich auf den Urlaub	66	267611	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
272,645	2	09NR_4112	61	##### ##### ##### ##### #### ####	77	272645	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
275,684	2	09NR_4112	62	### ### ########## ##########	77	275684	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
278,718	2	09NR_4112	63	Er fŸhlt sich entspannt und locker	66	278718	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
282,752	2	09NR_4112	64	Sie fŸhlt sich sorglos	66	282752	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
287,78	2	09NR_4112	65	Ist sie unbeschwert?	88	287780	Ja	1414	906	20	3	9	9	9	9	9	9	9	9	correct
293,827	2	09NR_4112	66	Es wurde heute aufgerŠumt	55	293827	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
300,855	2	09NR_4112	67	### ##### #### ##### ##### ## #####	77	300855	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
304,885	2	09NR_4112	68	#### ### ########## #########	77	304885	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
307,913	2	09NR_4112	69	## ### ##### ######	77	307913	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
312,947	2	09NR_4112	70	Es macht keinen Unterschied fŸr ihn	55	312947	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
316,987	2	09NR_4112	71	Sie eroberte sein Herz	33	316987	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
321,015	2	09NR_4112	72	Er wird freundlich aufgenommen	66	321015	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
324,044	2	09NR_4112	73	Sie lacht Ÿber den Scherz	66	324044	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
328,078	2	09NR_4112	74	Das ist eine traurige Geschichte	44	328078	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
332,106	2	09NR_4112	75	#### #### ### ##### ### #####	77	332106	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
337,135	2	09NR_4112	76	Er fŠllt durch die AbschlussprŸfung	44	337135	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
344,173	2	09NR_4112	77	Es ist in aller Munde	22	344173	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
349,204	2	09NR_4112	78	## ### ##### ############	77	349204	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
352,243	2	09NR_4112	79	Er hat bei ihm verspielt	11	352243	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
355,277	2	09NR_4112	80	#### ## ### ##### #####	77	355277	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
358,311	2	09NR_4112	81	Hast du soeben viele Dreiecke gesehen?	88	358311	Ja	2253	907	38	6	9	9	9	9	9	9	9	9	incorrect
364,35	2	09NR_4112	82	Er leidet unter der Trennung seiner Eltern	44	364350	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
370,379	2	09NR_4112	83	Ihr lŠuft die Galle Ÿber	11	370379	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
374,414	2	09NR_4112	84	Es ist nicht so schwierig	55	374414	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
381,441	2	09NR_4112	85	Er spitzte die Ohren	22	381441	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
389,471	2	09NR_4112	86	## ##### ###### ##### #####	77	389471	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
392,512	2	09NR_4112	87	## ## ##########	77	392512	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
395,546	2	09NR_4112	88	Er plaudert aus dem NŠhkŠstchen	22	395546	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
399,58	2	09NR_4112	89	Sie beschŠftigt sich mit dem Thema	55	399580	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
404,608	2	09NR_4112	90	### #### ####### ##	77	404608	keine	0	241	19	4	9	9	9	9	9	9	9	9	miss
410,647	2	09NR_4112	91	Er denkt jetzt daran	55	410647	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
414,681	2	09NR_4112	92	Er ist Ÿber alle Berge	22	414681	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
422,711	2	09NR_4112	93	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	422711	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
425,751	2	09NR_4112	94	Sie schlŠft gut	66	425751	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
430,784	2	09NR_4112	95	Hat sie einen gesunden Schlaf?	88	430784	Ja	3379	908	30	5	9	9	9	9	9	9	9	9	correct
436,831	2	09NR_4112	96	Sie ist fit wie ein Turnschuh	33	436831	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
440,86	2	09NR_4112	97	Er gewinnt neues Selbstvertrauen	66	440860	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
443,888	2	09NR_4112	98	### ##### ### ####### ####	77	443888	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
449,922	2	09NR_4112	99	Sie schwitzte Blut und Wasser	11	449922	keine	0	30	29	5	-1,111111111	1,111111111	4,142857143	4,8	4	4,314285714	4	5	miss
453,956	2	09NR_4112	100	#### ###### ####### #########	77	453956	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
