onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
263,556	2	09NR_4112	58	### #### ##### ##### #####	77	263556	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
266,585	2	09NR_4112	59	Er schweigt wie ein Grab	22	266585	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
269,619	2	09NR_4112	60	### #### ## ### #####	77	269619	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
274,652	2	09NR_4112	61	Er ist wÙtend auf sie	44	274652	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
277,693	2	09NR_4112	62	Sie steckt bis Ùber die Ohren in Schulden	11	277693	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
280,727	2	09NR_4112	63	Sie haben sowohl Ûhnliche wie auch unterschiedliche Ansichten	55	280727	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
284,76	2	09NR_4112	64	### ####### #### ##### #### ############	77	284760	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
289,788	2	09NR_4112	65	## ####### ## #########	77	289788	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
293,828	2	09NR_4112	66	## ##### #### ####	77	293828	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
300,857	2	09NR_4112	67	Es hat nichts damit zu tun	55	300857	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
304,886	2	09NR_4112	68	Sie redet Klartext	22	304886	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
307,914	2	09NR_4112	69	Es ist eine Augenweide	33	307914	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
312,949	2	09NR_4112	70	### ### ##### #############	77	312949	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
316,988	2	09NR_4112	71	#### ###### ######	77	316988	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
321,017	2	09NR_4112	72	### ##### ####### ### ### ### ######### #####	77	321017	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
324,045	2	09NR_4112	73	Das hat viele Vorteile	66	324045	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
328,079	2	09NR_4112	74	Er platzt vor Neid	11	328079	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
332,108	2	09NR_4112	75	## ##### ###### ###########	77	332108	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
337,135	2	09NR_4112	76	Sie setzen ihn auf freien Fu¤	22	337135	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
344,176	2	09NR_4112	77	### ### #########	77	344176	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
349,205	2	09NR_4112	78	### ### ##### ######## ###########	77	349205	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
352,245	2	09NR_4112	79	### ### ##### ### #### #####	77	352245	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
355,279	2	09NR_4112	80	Sie reagierte enthusiastisch auf den Vorschlag	66	355279	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
358,313	2	09NR_4112	81	Er ist ein anstrengender Mensch	44	358313	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
362,346	2	09NR_4112	82	Es hat sich nichts bei ihr ver_ndert	55	362346	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
368,374	2	09NR_4112	83	Ist bei ihr alles beim Alten geblieben?	88	368374	Ja	1976	923	39	7	9	9	9	9	9	9	9	9	correct
374,416	2	09NR_4112	84	### ####### #### ### ### ######## ### #########	77	374416	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
381,444	2	09NR_4112	85	Hast du soeben eine Buchstabenreihe gelesen?	88	381444	Nein	2684	924	44	6	9	9	9	9	9	9	9	9	correct
391,479	2	09NR_4112	86	Er ist wie aus dem Ei gepellt	33	391479	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
394,519	2	09NR_4112	87	### ### #########	77	394519	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
397,553	2	09NR_4112	88	Es w_chst ihr ans Herz	33	397553	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
401,587	2	09NR_4112	89	## #### #### #####	77	401587	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
406,616	2	09NR_4112	90	Er lebt wie Gott in Frankreich	33	406616	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
412,655	2	09NR_4112	91	Sie ist im siebten Himmel	33	412655	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
416,69	2	09NR_4112	92	Er ist ein alter Hase	22	416690	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
424,719	2	09NR_4112	93	Sie legt nicht jedes Wort auf die Goldwaage	22	424719	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
427,759	2	09NR_4112	94	Sie Ùberlegt sich wie sie weitermachen kann	55	427759	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
432,793	2	09NR_4112	95	Sie h_lt ihre Zunge im Zaum	22	432793	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,833	2	09NR_4112	96	Er hatte Schwierigkeiten damit	44	436833	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
440,861	2	09NR_4112	97	Sie spuckte Gift und Galle	11	440861	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,889	2	09NR_4112	98	Sie ist davon verwirrt	44	443889	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
449,924	2	09NR_4112	99	## ### ## ######### ###### ### #####	77	449924	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
453,958	2	09NR_4112	100	Er hat einen guten Draht zu ihm	33	453958	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
